Cumulative period fertility rates (Lexis squares)
Last modified: 21/01/2015
Code Year    Age     CPFR
PRT  1994    19     0.065
PRT  1994    20     0.104
PRT  1994    21     0.157
PRT  1994    22     0.219
PRT  1994    23     0.288
PRT  1994    24     0.367
PRT  1994    25     0.457
PRT  1994    26     0.554
PRT  1994    27     0.658
PRT  1994    28     0.764
PRT  1994    29     0.867
PRT  1994    30     0.965
PRT  1994    31     1.052
PRT  1994    32     1.129
PRT  1994    33     1.196
PRT  1994    34     1.252
PRT  1994    35     1.298
PRT  1994    36     1.336
PRT  1994    37     1.365
PRT  1994    38     1.388
PRT  1994    39     1.406
PRT  1994    40     1.419
PRT  1994    41     1.429
PRT  1994    42     1.436
PRT  1994    43     1.440
PRT  1994    44     1.443
PRT  1994    45     1.445
PRT  1994    46     1.445
PRT  1994    47     1.446
PRT  1994    48     1.446
PRT  1994    49     1.446
PRT  1994    50     1.446
PRT  1994    51     1.446
PRT  1994    52     1.446
PRT  1994    53     1.446
PRT  1994    54     1.446
PRT  1994    55     1.446
PRT  1995    12     0.000
PRT  1995    13     0.000
PRT  1995    14     0.000
PRT  1995    15     0.001
PRT  1995    16     0.005
PRT  1995    17     0.015
PRT  1995    18     0.033
PRT  1995    19     0.062
PRT  1995    20     0.100
PRT  1995    21     0.147
PRT  1995    22     0.204
PRT  1995    23     0.269
PRT  1995    24     0.342
PRT  1995    25     0.425
PRT  1995    26     0.517
PRT  1995    27     0.617
PRT  1995    28     0.717
PRT  1995    29     0.819
PRT  1995    30     0.917
PRT  1995    31     1.008
PRT  1995    32     1.087
PRT  1995    33     1.155
PRT  1995    34     1.211
PRT  1995    35     1.259
PRT  1995    36     1.298
PRT  1995    37     1.328
PRT  1995    38     1.351
PRT  1995    39     1.369
PRT  1995    40     1.382
PRT  1995    41     1.392
PRT  1995    42     1.399
PRT  1995    43     1.404
PRT  1995    44     1.406
PRT  1995    45     1.408
PRT  1995    46     1.409
PRT  1995    47     1.410
PRT  1995    48     1.410
PRT  1995    49     1.410
PRT  1995    50     1.410
PRT  1995    51     1.410
PRT  1995    52     1.410
PRT  1995    53     1.410
PRT  1995    54     1.410
PRT  1995    55     1.410
PRT  1996    12     0.000
PRT  1996    13     0.000
PRT  1996    14     0.000
PRT  1996    15     0.001
PRT  1996    16     0.006
PRT  1996    17     0.015
PRT  1996    18     0.034
PRT  1996    19     0.062
PRT  1996    20     0.101
PRT  1996    21     0.148
PRT  1996    22     0.203
PRT  1996    23     0.267
PRT  1996    24     0.341
PRT  1996    25     0.422
PRT  1996    26     0.515
PRT  1996    27     0.614
PRT  1996    28     0.719
PRT  1996    29     0.822
PRT  1996    30     0.922
PRT  1996    31     1.016
PRT  1996    32     1.099
PRT  1996    33     1.172
PRT  1996    34     1.233
PRT  1996    35     1.285
PRT  1996    36     1.327
PRT  1996    37     1.360
PRT  1996    38     1.385
PRT  1996    39     1.403
PRT  1996    40     1.417
PRT  1996    41     1.427
PRT  1996    42     1.434
PRT  1996    43     1.438
PRT  1996    44     1.441
PRT  1996    45     1.443
PRT  1996    46     1.443
PRT  1996    47     1.444
PRT  1996    48     1.444
PRT  1996    49     1.444
PRT  1996    50     1.444
PRT  1996    51     1.444
PRT  1996    52     1.444
PRT  1996    53     1.444
PRT  1996    54     1.444
PRT  1996    55     1.444
PRT  1997    12     0.000
PRT  1997    13     0.000
PRT  1997    14     0.000
PRT  1997    15     0.002
PRT  1997    16     0.006
PRT  1997    17     0.016
PRT  1997    18     0.036
PRT  1997    19     0.065
PRT  1997    20     0.103
PRT  1997    21     0.152
PRT  1997    22     0.206
PRT  1997    23     0.269
PRT  1997    24     0.341
PRT  1997    25     0.421
PRT  1997    26     0.513
PRT  1997    27     0.611
PRT  1997    28     0.716
PRT  1997    29     0.821
PRT  1997    30     0.925
PRT  1997    31     1.025
PRT  1997    32     1.112
PRT  1997    33     1.187
PRT  1997    34     1.250
PRT  1997    35     1.304
PRT  1997    36     1.348
PRT  1997    37     1.383
PRT  1997    38     1.410
PRT  1997    39     1.429
PRT  1997    40     1.444
PRT  1997    41     1.455
PRT  1997    42     1.461
PRT  1997    43     1.466
PRT  1997    44     1.469
PRT  1997    45     1.471
PRT  1997    46     1.472
PRT  1997    47     1.473
PRT  1997    48     1.473
PRT  1997    49     1.473
PRT  1997    50     1.473
PRT  1997    51     1.473
PRT  1997    52     1.473
PRT  1997    53     1.473
PRT  1997    54     1.473
PRT  1997    55     1.473
PRT  1998    12     0.000
PRT  1998    13     0.000
PRT  1998    14     0.000
PRT  1998    15     0.001
PRT  1998    16     0.006
PRT  1998    17     0.016
PRT  1998    18     0.035
PRT  1998    19     0.064
PRT  1998    20     0.102
PRT  1998    21     0.147
PRT  1998    22     0.201
PRT  1998    23     0.262
PRT  1998    24     0.330
PRT  1998    25     0.408
PRT  1998    26     0.496
PRT  1998    27     0.591
PRT  1998    28     0.692
PRT  1998    29     0.796
PRT  1998    30     0.900
PRT  1998    31     1.000
PRT  1998    32     1.093
PRT  1998    33     1.171
PRT  1998    34     1.238
PRT  1998    35     1.296
PRT  1998    36     1.344
PRT  1998    37     1.380
PRT  1998    38     1.408
PRT  1998    39     1.430
PRT  1998    40     1.446
PRT  1998    41     1.456
PRT  1998    42     1.463
PRT  1998    43     1.468
PRT  1998    44     1.471
PRT  1998    45     1.472
PRT  1998    46     1.473
PRT  1998    47     1.474
PRT  1998    48     1.474
PRT  1998    49     1.474
PRT  1998    50     1.474
PRT  1998    51     1.474
PRT  1998    52     1.474
PRT  1998    53     1.474
PRT  1998    54     1.474
PRT  1998    55     1.474
PRT  1999    12     0.000
PRT  1999    13     0.000
PRT  1999    14     0.000
PRT  1999    15     0.002
PRT  1999    16     0.006
PRT  1999    17     0.017
PRT  1999    18     0.036
PRT  1999    19     0.064
PRT  1999    20     0.103
PRT  1999    21     0.148
PRT  1999    22     0.200
PRT  1999    23     0.261
PRT  1999    24     0.330
PRT  1999    25     0.409
PRT  1999    26     0.498
PRT  1999    27     0.595
PRT  1999    28     0.699
PRT  1999    29     0.805
PRT  1999    30     0.908
PRT  1999    31     1.009
PRT  1999    32     1.098
PRT  1999    33     1.180
PRT  1999    34     1.248
PRT  1999    35     1.307
PRT  1999    36     1.357
PRT  1999    37     1.397
PRT  1999    38     1.430
PRT  1999    39     1.454
PRT  1999    40     1.471
PRT  1999    41     1.482
PRT  1999    42     1.490
PRT  1999    43     1.495
PRT  1999    44     1.499
PRT  1999    45     1.501
PRT  1999    46     1.502
PRT  1999    47     1.502
PRT  1999    48     1.502
PRT  1999    49     1.502
PRT  1999    50     1.502
PRT  1999    51     1.502
PRT  1999    52     1.502
PRT  1999    53     1.502
PRT  1999    54     1.502
PRT  1999    55     1.502
PRT  2000    12     0.000
PRT  2000    13     0.000
PRT  2000    14     0.000
PRT  2000    15     0.002
PRT  2000    16     0.007
PRT  2000    17     0.018
PRT  2000    18     0.039
PRT  2000    19     0.068
PRT  2000    20     0.107
PRT  2000    21     0.154
PRT  2000    22     0.208
PRT  2000    23     0.269
PRT  2000    24     0.338
PRT  2000    25     0.417
PRT  2000    26     0.506
PRT  2000    27     0.603
PRT  2000    28     0.708
PRT  2000    29     0.816
PRT  2000    30     0.922
PRT  2000    31     1.025
PRT  2000    32     1.121
PRT  2000    33     1.207
PRT  2000    34     1.280
PRT  2000    35     1.343
PRT  2000    36     1.396
PRT  2000    37     1.438
PRT  2000    38     1.471
PRT  2000    39     1.496
PRT  2000    40     1.514
PRT  2000    41     1.527
PRT  2000    42     1.536
PRT  2000    43     1.541
PRT  2000    44     1.544
PRT  2000    45     1.547
PRT  2000    46     1.548
PRT  2000    47     1.548
PRT  2000    48     1.549
PRT  2000    49     1.549
PRT  2000    50     1.549
PRT  2000    51     1.549
PRT  2000    52     1.549
PRT  2000    53     1.549
PRT  2000    54     1.549
PRT  2000    55     1.549
PRT  2001    12     0.000
PRT  2001    13     0.000
PRT  2001    14     0.000
PRT  2001    15     0.002
PRT  2001    16     0.006
PRT  2001    17     0.017
PRT  2001    18     0.036
PRT  2001    19     0.063
PRT  2001    20     0.100
PRT  2001    21     0.141
PRT  2001    22     0.192
PRT  2001    23     0.247
PRT  2001    24     0.309
PRT  2001    25     0.380
PRT  2001    26     0.460
PRT  2001    27     0.548
PRT  2001    28     0.643
PRT  2001    29     0.742
PRT  2001    30     0.844
PRT  2001    31     0.944
PRT  2001    32     1.035
PRT  2001    33     1.115
PRT  2001    34     1.186
PRT  2001    35     1.247
PRT  2001    36     1.299
PRT  2001    37     1.340
PRT  2001    38     1.373
PRT  2001    39     1.398
PRT  2001    40     1.415
PRT  2001    41     1.428
PRT  2001    42     1.437
PRT  2001    43     1.443
PRT  2001    44     1.446
PRT  2001    45     1.448
PRT  2001    46     1.449
PRT  2001    47     1.449
PRT  2001    48     1.449
PRT  2001    49     1.449
PRT  2001    50     1.450
PRT  2001    51     1.450
PRT  2001    52     1.450
PRT  2001    53     1.450
PRT  2001    54     1.450
PRT  2001    55     1.450
PRT  2002    12     0.000
PRT  2002    13     0.000
PRT  2002    14     0.000
PRT  2002    15     0.002
PRT  2002    16     0.006
PRT  2002    17     0.018
PRT  2002    18     0.038
PRT  2002    19     0.066
PRT  2002    20     0.102
PRT  2002    21     0.144
PRT  2002    22     0.191
PRT  2002    23     0.244
PRT  2002    24     0.306
PRT  2002    25     0.374
PRT  2002    26     0.452
PRT  2002    27     0.538
PRT  2002    28     0.634
PRT  2002    29     0.734
PRT  2002    30     0.838
PRT  2002    31     0.939
PRT  2002    32     1.033
PRT  2002    33     1.116
PRT  2002    34     1.190
PRT  2002    35     1.253
PRT  2002    36     1.307
PRT  2002    37     1.351
PRT  2002    38     1.385
PRT  2002    39     1.409
PRT  2002    40     1.429
PRT  2002    41     1.443
PRT  2002    42     1.451
PRT  2002    43     1.457
PRT  2002    44     1.460
PRT  2002    45     1.462
PRT  2002    46     1.463
PRT  2002    47     1.464
PRT  2002    48     1.464
PRT  2002    49     1.464
PRT  2002    50     1.465
PRT  2002    51     1.465
PRT  2002    52     1.465
PRT  2002    53     1.465
PRT  2002    54     1.465
PRT  2002    55     1.465
PRT  2003    12     0.000
PRT  2003    13     0.000
PRT  2003    14     0.000
PRT  2003    15     0.001
PRT  2003    16     0.006
PRT  2003    17     0.017
PRT  2003    18     0.036
PRT  2003    19     0.063
PRT  2003    20     0.098
PRT  2003    21     0.138
PRT  2003    22     0.183
PRT  2003    23     0.232
PRT  2003    24     0.288
PRT  2003    25     0.354
PRT  2003    26     0.428
PRT  2003    27     0.510
PRT  2003    28     0.603
PRT  2003    29     0.700
PRT  2003    30     0.801
PRT  2003    31     0.904
PRT  2003    32     0.998
PRT  2003    33     1.082
PRT  2003    34     1.157
PRT  2003    35     1.222
PRT  2003    36     1.278
PRT  2003    37     1.322
PRT  2003    38     1.357
PRT  2003    39     1.382
PRT  2003    40     1.402
PRT  2003    41     1.416
PRT  2003    42     1.426
PRT  2003    43     1.432
PRT  2003    44     1.435
PRT  2003    45     1.437
PRT  2003    46     1.438
PRT  2003    47     1.439
PRT  2003    48     1.439
PRT  2003    49     1.439
PRT  2003    50     1.439
PRT  2003    51     1.439
PRT  2003    52     1.439
PRT  2003    53     1.439
PRT  2003    54     1.439
PRT  2003    55     1.439
PRT  2004    12     0.000
PRT  2004    13     0.000
PRT  2004    14     0.000
PRT  2004    15     0.001
PRT  2004    16     0.006
PRT  2004    17     0.017
PRT  2004    18     0.036
PRT  2004    19     0.063
PRT  2004    20     0.096
PRT  2004    21     0.134
PRT  2004    22     0.178
PRT  2004    23     0.226
PRT  2004    24     0.279
PRT  2004    25     0.340
PRT  2004    26     0.408
PRT  2004    27     0.487
PRT  2004    28     0.575
PRT  2004    29     0.668
PRT  2004    30     0.765
PRT  2004    31     0.861
PRT  2004    32     0.954
PRT  2004    33     1.040
PRT  2004    34     1.117
PRT  2004    35     1.183
PRT  2004    36     1.239
PRT  2004    37     1.283
PRT  2004    38     1.317
PRT  2004    39     1.344
PRT  2004    40     1.365
PRT  2004    41     1.378
PRT  2004    42     1.388
PRT  2004    43     1.395
PRT  2004    44     1.399
PRT  2004    45     1.401
PRT  2004    46     1.402
PRT  2004    47     1.403
PRT  2004    48     1.403
PRT  2004    49     1.404
PRT  2004    50     1.404
PRT  2004    51     1.404
PRT  2004    52     1.404
PRT  2004    53     1.404
PRT  2004    54     1.404
PRT  2004    55     1.404
PRT  2005    12     0.000
PRT  2005    13     0.000
PRT  2005    14     0.000
PRT  2005    15     0.001
PRT  2005    16     0.006
PRT  2005    17     0.016
PRT  2005    18     0.034
PRT  2005    19     0.060
PRT  2005    20     0.095
PRT  2005    21     0.133
PRT  2005    22     0.176
PRT  2005    23     0.225
PRT  2005    24     0.278
PRT  2005    25     0.336
PRT  2005    26     0.403
PRT  2005    27     0.479
PRT  2005    28     0.565
PRT  2005    29     0.660
PRT  2005    30     0.757
PRT  2005    31     0.859
PRT  2005    32     0.951
PRT  2005    33     1.038
PRT  2005    34     1.115
PRT  2005    35     1.185
PRT  2005    36     1.244
PRT  2005    37     1.289
PRT  2005    38     1.325
PRT  2005    39     1.354
PRT  2005    40     1.375
PRT  2005    41     1.389
PRT  2005    42     1.399
PRT  2005    43     1.405
PRT  2005    44     1.409
PRT  2005    45     1.412
PRT  2005    46     1.413
PRT  2005    47     1.413
PRT  2005    48     1.413
PRT  2005    49     1.414
PRT  2005    50     1.414
PRT  2005    51     1.414
PRT  2005    52     1.414
PRT  2005    53     1.414
PRT  2005    54     1.414
PRT  2005    55     1.414
PRT  2006    12     0.000
PRT  2006    13     0.000
PRT  2006    14     0.000
PRT  2006    15     0.001
PRT  2006    16     0.005
PRT  2006    17     0.015
PRT  2006    18     0.030
PRT  2006    19     0.054
PRT  2006    20     0.086
PRT  2006    21     0.123
PRT  2006    22     0.165
PRT  2006    23     0.211
PRT  2006    24     0.262
PRT  2006    25     0.318
PRT  2006    26     0.382
PRT  2006    27     0.456
PRT  2006    28     0.537
PRT  2006    29     0.627
PRT  2006    30     0.720
PRT  2006    31     0.816
PRT  2006    32     0.909
PRT  2006    33     0.996
PRT  2006    34     1.073
PRT  2006    35     1.140
PRT  2006    36     1.199
PRT  2006    37     1.246
PRT  2006    38     1.284
PRT  2006    39     1.312
PRT  2006    40     1.333
PRT  2006    41     1.348
PRT  2006    42     1.358
PRT  2006    43     1.365
PRT  2006    44     1.369
PRT  2006    45     1.371
PRT  2006    46     1.372
PRT  2006    47     1.373
PRT  2006    48     1.373
PRT  2006    49     1.373
PRT  2006    50     1.373
PRT  2006    51     1.373
PRT  2006    52     1.373
PRT  2006    53     1.373
PRT  2006    54     1.373
PRT  2006    55     1.373
PRT  2007    12     0.000
PRT  2007    13     0.000
PRT  2007    14     0.000
PRT  2007    15     0.001
PRT  2007    16     0.005
PRT  2007    17     0.015
PRT  2007    18     0.030
PRT  2007    19     0.054
PRT  2007    20     0.085
PRT  2007    21     0.122
PRT  2007    22     0.163
PRT  2007    23     0.208
PRT  2007    24     0.256
PRT  2007    25     0.311
PRT  2007    26     0.374
PRT  2007    27     0.445
PRT  2007    28     0.522
PRT  2007    29     0.607
PRT  2007    30     0.700
PRT  2007    31     0.794
PRT  2007    32     0.885
PRT  2007    33     0.969
PRT  2007    34     1.044
PRT  2007    35     1.114
PRT  2007    36     1.172
PRT  2007    37     1.222
PRT  2007    38     1.259
PRT  2007    39     1.289
PRT  2007    40     1.310
PRT  2007    41     1.325
PRT  2007    42     1.336
PRT  2007    43     1.341
PRT  2007    44     1.345
PRT  2007    45     1.347
PRT  2007    46     1.348
PRT  2007    47     1.349
PRT  2007    48     1.349
PRT  2007    49     1.349
PRT  2007    50     1.349
PRT  2007    51     1.349
PRT  2007    52     1.349
PRT  2007    53     1.349
PRT  2007    54     1.349
PRT  2007    55     1.349
PRT  2008    12     0.000
PRT  2008    13     0.000
PRT  2008    14     0.000
PRT  2008    15     0.001
PRT  2008    16     0.005
PRT  2008    17     0.013
PRT  2008    18     0.028
PRT  2008    19     0.051
PRT  2008    20     0.081
PRT  2008    21     0.118
PRT  2008    22     0.160
PRT  2008    23     0.208
PRT  2008    24     0.260
PRT  2008    25     0.316
PRT  2008    26     0.380
PRT  2008    27     0.450
PRT  2008    28     0.530
PRT  2008    29     0.619
PRT  2008    30     0.713
PRT  2008    31     0.809
PRT  2008    32     0.904
PRT  2008    33     0.990
PRT  2008    34     1.071
PRT  2008    35     1.143
PRT  2008    36     1.205
PRT  2008    37     1.256
PRT  2008    38     1.296
PRT  2008    39     1.328
PRT  2008    40     1.351
PRT  2008    41     1.367
PRT  2008    42     1.378
PRT  2008    43     1.385
PRT  2008    44     1.389
PRT  2008    45     1.391
PRT  2008    46     1.392
PRT  2008    47     1.392
PRT  2008    48     1.392
PRT  2008    49     1.393
PRT  2008    50     1.393
PRT  2008    51     1.393
PRT  2008    52     1.393
PRT  2008    53     1.393
PRT  2008    54     1.393
PRT  2008    55     1.393
PRT  2009    12     0.000
PRT  2009    13     0.000
PRT  2009    14     0.000
PRT  2009    15     0.001
PRT  2009    16     0.005
PRT  2009    17     0.013
PRT  2009    18     0.027
PRT  2009    19     0.048
PRT  2009    20     0.076
PRT  2009    21     0.112
PRT  2009    22     0.151
PRT  2009    23     0.197
PRT  2009    24     0.246
PRT  2009    25     0.301
PRT  2009    26     0.363
PRT  2009    27     0.431
PRT  2009    28     0.506
PRT  2009    29     0.589
PRT  2009    30     0.679
PRT  2009    31     0.772
PRT  2009    32     0.862
PRT  2009    33     0.948
PRT  2009    34     1.026
PRT  2009    35     1.096
PRT  2009    36     1.157
PRT  2009    37     1.207
PRT  2009    38     1.246
PRT  2009    39     1.278
PRT  2009    40     1.301
PRT  2009    41     1.318
PRT  2009    42     1.328
PRT  2009    43     1.335
PRT  2009    44     1.339
PRT  2009    45     1.342
PRT  2009    46     1.343
PRT  2009    47     1.343
PRT  2009    48     1.344
PRT  2009    49     1.344
PRT  2009    50     1.344
PRT  2009    51     1.344
PRT  2009    52     1.344
PRT  2009    53     1.344
PRT  2009    54     1.344
PRT  2009    55     1.344
PRT  2010    12     0.000
PRT  2010    13     0.000
PRT  2010    14     0.000
PRT  2010    15     0.001
PRT  2010    16     0.004
PRT  2010    17     0.012
PRT  2010    18     0.026
PRT  2010    19     0.045
PRT  2010    20     0.071
PRT  2010    21     0.105
PRT  2010    22     0.144
PRT  2010    23     0.189
PRT  2010    24     0.241
PRT  2010    25     0.299
PRT  2010    26     0.360
PRT  2010    27     0.431
PRT  2010    28     0.510
PRT  2010    29     0.597
PRT  2010    30     0.688
PRT  2010    31     0.784
PRT  2010    32     0.880
PRT  2010    33     0.970
PRT  2010    34     1.052
PRT  2010    35     1.124
PRT  2010    36     1.188
PRT  2010    37     1.242
PRT  2010    38     1.284
PRT  2010    39     1.317
PRT  2010    40     1.343
PRT  2010    41     1.362
PRT  2010    42     1.374
PRT  2010    43     1.381
PRT  2010    44     1.385
PRT  2010    45     1.388
PRT  2010    46     1.389
PRT  2010    47     1.390
PRT  2010    48     1.390
PRT  2010    49     1.390
PRT  2010    50     1.390
PRT  2010    51     1.390
PRT  2010    52     1.390
PRT  2010    53     1.390
PRT  2010    54     1.390
PRT  2010    55     1.390
PRT  2011    12     0.000
PRT  2011    13     0.000
PRT  2011    14     0.000
PRT  2011    15     0.001
PRT  2011    16     0.004
PRT  2011    17     0.011
PRT  2011    18     0.023
PRT  2011    19     0.039
PRT  2011    20     0.065
PRT  2011    21     0.095
PRT  2011    22     0.131
PRT  2011    23     0.172
PRT  2011    24     0.218
PRT  2011    25     0.268
PRT  2011    26     0.325
PRT  2011    27     0.391
PRT  2011    28     0.465
PRT  2011    29     0.549
PRT  2011    30     0.640
PRT  2011    31     0.733
PRT  2011    32     0.826
PRT  2011    33     0.916
PRT  2011    34     0.998
PRT  2011    35     1.073
PRT  2011    36     1.139
PRT  2011    37     1.195
PRT  2011    38     1.240
PRT  2011    39     1.274
PRT  2011    40     1.299
PRT  2011    41     1.318
PRT  2011    42     1.330
PRT  2011    43     1.339
PRT  2011    44     1.343
PRT  2011    45     1.345
PRT  2011    46     1.346
PRT  2011    47     1.347
PRT  2011    48     1.347
PRT  2011    49     1.347
PRT  2011    50     1.347
PRT  2011    51     1.347
PRT  2011    52     1.347
PRT  2011    53     1.347
PRT  2011    54     1.347
PRT  2011    55     1.347
PRT  2012    12     0.000
PRT  2012    13     0.000
PRT  2012    14     0.000
PRT  2012    15     0.001
PRT  2012    16     0.004
PRT  2012    17     0.010
PRT  2012    18     0.021
PRT  2012    19     0.037
PRT  2012    20     0.060
PRT  2012    21     0.088
PRT  2012    22     0.120
PRT  2012    23     0.157
PRT  2012    24     0.200
PRT  2012    25     0.248
PRT  2012    26     0.302
PRT  2012    27     0.365
PRT  2012    28     0.437
PRT  2012    29     0.515
PRT  2012    30     0.601
PRT  2012    31     0.692
PRT  2012    32     0.781
PRT  2012    33     0.865
PRT  2012    34     0.945
PRT  2012    35     1.018
PRT  2012    36     1.080
PRT  2012    37     1.133
PRT  2012    38     1.175
PRT  2012    39     1.209
PRT  2012    40     1.234
PRT  2012    41     1.252
PRT  2012    42     1.264
PRT  2012    43     1.271
PRT  2012    44     1.276
PRT  2012    45     1.278
PRT  2012    46     1.280
PRT  2012    47     1.280
PRT  2012    48     1.280
PRT  2012    49     1.281
PRT  2012    50     1.281
PRT  2012    51     1.281
PRT  2012    52     1.281
PRT  2012    53     1.281
PRT  2012    54     1.281
PRT  2012    55     1.281
RUS  1959    12     0.000
RUS  1959    13     0.000
RUS  1959    14     0.000
RUS  1959    15     0.000
RUS  1959    16     0.001
RUS  1959    17     0.003
RUS  1959    18     0.013
RUS  1959    19     0.046
RUS  1959    20     0.112
RUS  1959    21     0.235
RUS  1959    22     0.376
RUS  1959    23     0.552
RUS  1959    24     0.737
RUS  1959    25     0.927
RUS  1959    26     1.104
RUS  1959    27     1.265
RUS  1959    28     1.421
RUS  1959    29     1.566
RUS  1959    30     1.696
RUS  1959    31     1.827
RUS  1959    32     1.933
RUS  1959    33     2.034
RUS  1959    34     2.118
RUS  1959    35     2.196
RUS  1959    36     2.269
RUS  1959    37     2.328
RUS  1959    38     2.382
RUS  1959    39     2.430
RUS  1959    40     2.467
RUS  1959    41     2.501
RUS  1959    42     2.527
RUS  1959    43     2.546
RUS  1959    44     2.559
RUS  1959    45     2.567
RUS  1959    46     2.573
RUS  1959    47     2.576
RUS  1959    48     2.578
RUS  1959    49     2.580
RUS  1959    50     2.581
RUS  1959    51     2.581
RUS  1959    52     2.581
RUS  1959    53     2.582
RUS  1959    54     2.582
RUS  1959    55     2.582
RUS  1960    12     0.000
RUS  1960    13     0.000
RUS  1960    14     0.000
RUS  1960    15     0.000
RUS  1960    16     0.001
RUS  1960    17     0.004
RUS  1960    18     0.015
RUS  1960    19     0.049
RUS  1960    20     0.119
RUS  1960    21     0.240
RUS  1960    22     0.382
RUS  1960    23     0.548
RUS  1960    24     0.729
RUS  1960    25     0.913
RUS  1960    26     1.095
RUS  1960    27     1.256
RUS  1960    28     1.400
RUS  1960    29     1.550
RUS  1960    30     1.678
RUS  1960    31     1.811
RUS  1960    32     1.911
RUS  1960    33     2.017
RUS  1960    34     2.102
RUS  1960    35     2.179
RUS  1960    36     2.249
RUS  1960    37     2.312
RUS  1960    38     2.362
RUS  1960    39     2.411
RUS  1960    40     2.447
RUS  1960    41     2.480
RUS  1960    42     2.501
RUS  1960    43     2.522
RUS  1960    44     2.534
RUS  1960    45     2.542
RUS  1960    46     2.547
RUS  1960    47     2.550
RUS  1960    48     2.552
RUS  1960    49     2.553
RUS  1960    50     2.554
RUS  1960    51     2.554
RUS  1960    52     2.555
RUS  1960    53     2.555
RUS  1960    54     2.555
RUS  1960    55     2.555
RUS  1961    12     0.000
RUS  1961    13     0.000
RUS  1961    14     0.000
RUS  1961    15     0.000
RUS  1961    16     0.001
RUS  1961    17     0.004
RUS  1961    18     0.019
RUS  1961    19     0.062
RUS  1961    20     0.140
RUS  1961    21     0.275
RUS  1961    22     0.430
RUS  1961    23     0.597
RUS  1961    24     0.770
RUS  1961    25     0.943
RUS  1961    26     1.112
RUS  1961    27     1.273
RUS  1961    28     1.415
RUS  1961    29     1.544
RUS  1961    30     1.662
RUS  1961    31     1.787
RUS  1961    32     1.890
RUS  1961    33     1.978
RUS  1961    34     2.058
RUS  1961    35     2.127
RUS  1961    36     2.190
RUS  1961    37     2.246
RUS  1961    38     2.292
RUS  1961    39     2.331
RUS  1961    40     2.363
RUS  1961    41     2.393
RUS  1961    42     2.413
RUS  1961    43     2.428
RUS  1961    44     2.440
RUS  1961    45     2.446
RUS  1961    46     2.451
RUS  1961    47     2.454
RUS  1961    48     2.455
RUS  1961    49     2.456
RUS  1961    50     2.457
RUS  1961    51     2.457
RUS  1961    52     2.457
RUS  1961    53     2.457
RUS  1961    54     2.457
RUS  1961    55     2.458
RUS  1962    12     0.000
RUS  1962    13     0.000
RUS  1962    14     0.000
RUS  1962    15     0.000
RUS  1962    16     0.001
RUS  1962    17     0.004
RUS  1962    18     0.018
RUS  1962    19     0.063
RUS  1962    20     0.137
RUS  1962    21     0.262
RUS  1962    22     0.407
RUS  1962    23     0.570
RUS  1962    24     0.735
RUS  1962    25     0.900
RUS  1962    26     1.060
RUS  1962    27     1.211
RUS  1962    28     1.353
RUS  1962    29     1.478
RUS  1962    30     1.582
RUS  1962    31     1.703
RUS  1962    32     1.797
RUS  1962    33     1.889
RUS  1962    34     1.961
RUS  1962    35     2.030
RUS  1962    36     2.089
RUS  1962    37     2.140
RUS  1962    38     2.184
RUS  1962    39     2.223
RUS  1962    40     2.252
RUS  1962    41     2.279
RUS  1962    42     2.298
RUS  1962    43     2.313
RUS  1962    44     2.322
RUS  1962    45     2.330
RUS  1962    46     2.334
RUS  1962    47     2.336
RUS  1962    48     2.338
RUS  1962    49     2.338
RUS  1962    50     2.339
RUS  1962    51     2.339
RUS  1962    52     2.339
RUS  1962    53     2.339
RUS  1962    54     2.340
RUS  1962    55     2.340
RUS  1963    12     0.000
RUS  1963    13     0.000
RUS  1963    14     0.000
RUS  1963    15     0.000
RUS  1963    16     0.000
RUS  1963    17     0.004
RUS  1963    18     0.018
RUS  1963    19     0.065
RUS  1963    20     0.152
RUS  1963    21     0.282
RUS  1963    22     0.426
RUS  1963    23     0.588
RUS  1963    24     0.752
RUS  1963    25     0.912
RUS  1963    26     1.063
RUS  1963    27     1.205
RUS  1963    28     1.339
RUS  1963    29     1.465
RUS  1963    30     1.571
RUS  1963    31     1.678
RUS  1963    32     1.771
RUS  1963    33     1.857
RUS  1963    34     1.931
RUS  1963    35     1.992
RUS  1963    36     2.050
RUS  1963    37     2.097
RUS  1963    38     2.138
RUS  1963    39     2.173
RUS  1963    40     2.201
RUS  1963    41     2.226
RUS  1963    42     2.243
RUS  1963    43     2.257
RUS  1963    44     2.267
RUS  1963    45     2.273
RUS  1963    46     2.277
RUS  1963    47     2.279
RUS  1963    48     2.280
RUS  1963    49     2.281
RUS  1963    50     2.281
RUS  1963    51     2.282
RUS  1963    52     2.282
RUS  1963    53     2.282
RUS  1963    54     2.282
RUS  1963    55     2.282
RUS  1964    12     0.000
RUS  1964    13     0.000
RUS  1964    14     0.000
RUS  1964    15     0.000
RUS  1964    16     0.001
RUS  1964    17     0.003
RUS  1964    18     0.017
RUS  1964    19     0.061
RUS  1964    20     0.150
RUS  1964    21     0.285
RUS  1964    22     0.414
RUS  1964    23     0.565
RUS  1964    24     0.723
RUS  1964    25     0.876
RUS  1964    26     1.019
RUS  1964    27     1.149
RUS  1964    28     1.272
RUS  1964    29     1.390
RUS  1964    30     1.495
RUS  1964    31     1.597
RUS  1964    32     1.678
RUS  1964    33     1.763
RUS  1964    34     1.830
RUS  1964    35     1.892
