Cumulative period fertility rates (Lexis squares)
Last modified: 21/01/2015
Code Year    Age     CPFR
RUS  1964    36     1.943
RUS  1964    37     1.989
RUS  1964    38     2.026
RUS  1964    39     2.059
RUS  1964    40     2.084
RUS  1964    41     2.108
RUS  1964    42     2.123
RUS  1964    43     2.136
RUS  1964    44     2.145
RUS  1964    45     2.151
RUS  1964    46     2.154
RUS  1964    47     2.157
RUS  1964    48     2.158
RUS  1964    49     2.158
RUS  1964    50     2.159
RUS  1964    51     2.159
RUS  1964    52     2.159
RUS  1964    53     2.159
RUS  1964    54     2.159
RUS  1964    55     2.159
RUS  1965    12     0.000
RUS  1965    13     0.000
RUS  1965    14     0.000
RUS  1965    15     0.000
RUS  1965    16     0.000
RUS  1965    17     0.003
RUS  1965    18     0.014
RUS  1965    19     0.058
RUS  1965    20     0.143
RUS  1965    21     0.275
RUS  1965    22     0.415
RUS  1965    23     0.548
RUS  1965    24     0.694
RUS  1965    25     0.841
RUS  1965    26     0.982
RUS  1965    27     1.110
RUS  1965    28     1.227
RUS  1965    29     1.339
RUS  1965    30     1.440
RUS  1965    31     1.544
RUS  1965    32     1.624
RUS  1965    33     1.701
RUS  1965    34     1.768
RUS  1965    35     1.827
RUS  1965    36     1.881
RUS  1965    37     1.923
RUS  1965    38     1.962
RUS  1965    39     1.992
RUS  1965    40     2.017
RUS  1965    41     2.038
RUS  1965    42     2.053
RUS  1965    43     2.064
RUS  1965    44     2.073
RUS  1965    45     2.078
RUS  1965    46     2.082
RUS  1965    47     2.084
RUS  1965    48     2.085
RUS  1965    49     2.085
RUS  1965    50     2.086
RUS  1965    51     2.086
RUS  1965    52     2.086
RUS  1965    53     2.086
RUS  1965    54     2.086
RUS  1965    55     2.086
RUS  1966    12     0.000
RUS  1966    13     0.000
RUS  1966    14     0.000
RUS  1966    15     0.000
RUS  1966    16     0.001
RUS  1966    17     0.004
RUS  1966    18     0.017
RUS  1966    19     0.055
RUS  1966    20     0.142
RUS  1966    21     0.275
RUS  1966    22     0.420
RUS  1966    23     0.575
RUS  1966    24     0.711
RUS  1966    25     0.853
RUS  1966    26     0.994
RUS  1966    27     1.125
RUS  1966    28     1.243
RUS  1966    29     1.353
RUS  1966    30     1.452
RUS  1966    31     1.555
RUS  1966    32     1.639
RUS  1966    33     1.717
RUS  1966    34     1.783
RUS  1966    35     1.845
RUS  1966    36     1.897
RUS  1966    37     1.942
RUS  1966    38     1.977
RUS  1966    39     2.009
RUS  1966    40     2.032
RUS  1966    41     2.053
RUS  1966    42     2.066
RUS  1966    43     2.078
RUS  1966    44     2.085
RUS  1966    45     2.090
RUS  1966    46     2.093
RUS  1966    47     2.095
RUS  1966    48     2.096
RUS  1966    49     2.097
RUS  1966    50     2.097
RUS  1966    51     2.097
RUS  1966    52     2.098
RUS  1966    53     2.098
RUS  1966    54     2.098
RUS  1966    55     2.098
RUS  1967    12     0.000
RUS  1967    13     0.000
RUS  1967    14     0.000
RUS  1967    15     0.000
RUS  1967    16     0.001
RUS  1967    17     0.003
RUS  1967    18     0.016
RUS  1967    19     0.058
RUS  1967    20     0.132
RUS  1967    21     0.265
RUS  1967    22     0.408
RUS  1967    23     0.560
RUS  1967    24     0.709
RUS  1967    25     0.835
RUS  1967    26     0.965
RUS  1967    27     1.093
RUS  1967    28     1.207
RUS  1967    29     1.312
RUS  1967    30     1.404
RUS  1967    31     1.499
RUS  1967    32     1.579
RUS  1967    33     1.654
RUS  1967    34     1.717
RUS  1967    35     1.771
RUS  1967    36     1.822
RUS  1967    37     1.863
RUS  1967    38     1.897
RUS  1967    39     1.924
RUS  1967    40     1.947
RUS  1967    41     1.965
RUS  1967    42     1.978
RUS  1967    43     1.988
RUS  1967    44     1.995
RUS  1967    45     1.999
RUS  1967    46     2.002
RUS  1967    47     2.004
RUS  1967    48     2.005
RUS  1967    49     2.005
RUS  1967    50     2.005
RUS  1967    51     2.006
RUS  1967    52     2.006
RUS  1967    53     2.006
RUS  1967    54     2.006
RUS  1967    55     2.006
RUS  1968    12     0.000
RUS  1968    13     0.000
RUS  1968    14     0.000
RUS  1968    15     0.000
RUS  1968    16     0.001
RUS  1968    17     0.004
RUS  1968    18     0.016
RUS  1968    19     0.056
RUS  1968    20     0.141
RUS  1968    21     0.255
RUS  1968    22     0.400
RUS  1968    23     0.553
RUS  1968    24     0.702
RUS  1968    25     0.842
RUS  1968    26     0.963
RUS  1968    27     1.082
RUS  1968    28     1.195
RUS  1968    29     1.298
RUS  1968    30     1.390
RUS  1968    31     1.478
RUS  1968    32     1.554
RUS  1968    33     1.628
RUS  1968    34     1.690
RUS  1968    35     1.745
RUS  1968    36     1.790
RUS  1968    37     1.832
RUS  1968    38     1.865
RUS  1968    39     1.893
RUS  1968    40     1.913
RUS  1968    41     1.932
RUS  1968    42     1.944
RUS  1968    43     1.953
RUS  1968    44     1.959
RUS  1968    45     1.964
RUS  1968    46     1.966
RUS  1968    47     1.967
RUS  1968    48     1.968
RUS  1968    49     1.969
RUS  1968    50     1.969
RUS  1968    51     1.969
RUS  1968    52     1.969
RUS  1968    53     1.969
RUS  1968    54     1.969
RUS  1968    55     1.970
RUS  1969    12     0.000
RUS  1969    13     0.000
RUS  1969    14     0.000
RUS  1969    15     0.000
RUS  1969    16     0.001
RUS  1969    17     0.004
RUS  1969    18     0.016
RUS  1969    19     0.057
RUS  1969    20     0.139
RUS  1969    21     0.275
RUS  1969    22     0.409
RUS  1969    23     0.572
RUS  1969    24     0.725
RUS  1969    25     0.869
RUS  1969    26     1.001
RUS  1969    27     1.112
RUS  1969    28     1.221
RUS  1969    29     1.324
RUS  1969    30     1.415
RUS  1969    31     1.506
RUS  1969    32     1.580
RUS  1969    33     1.650
RUS  1969    34     1.712
RUS  1969    35     1.768
RUS  1969    36     1.814
RUS  1969    37     1.852
RUS  1969    38     1.886
RUS  1969    39     1.912
RUS  1969    40     1.933
RUS  1969    41     1.949
RUS  1969    42     1.961
RUS  1969    43     1.969
RUS  1969    44     1.975
RUS  1969    45     1.978
RUS  1969    46     1.981
RUS  1969    47     1.982
RUS  1969    48     1.983
RUS  1969    49     1.983
RUS  1969    50     1.983
RUS  1969    51     1.984
RUS  1969    52     1.984
RUS  1969    53     1.984
RUS  1969    54     1.984
RUS  1969    55     1.984
RUS  1970    12     0.000
RUS  1970    13     0.000
RUS  1970    14     0.000
RUS  1970    15     0.000
RUS  1970    16     0.001
RUS  1970    17     0.004
RUS  1970    18     0.017
RUS  1970    19     0.060
RUS  1970    20     0.149
RUS  1970    21     0.284
RUS  1970    22     0.451
RUS  1970    23     0.602
RUS  1970    24     0.765
RUS  1970    25     0.908
RUS  1970    26     1.036
RUS  1970    27     1.151
RUS  1970    28     1.248
RUS  1970    29     1.351
RUS  1970    30     1.443
RUS  1970    31     1.529
RUS  1970    32     1.605
RUS  1970    33     1.672
RUS  1970    34     1.731
RUS  1970    35     1.784
RUS  1970    36     1.831
RUS  1970    37     1.869
RUS  1970    38     1.900
RUS  1970    39     1.927
RUS  1970    40     1.947
RUS  1970    41     1.963
RUS  1970    42     1.974
RUS  1970    43     1.982
RUS  1970    44     1.987
RUS  1970    45     1.991
RUS  1970    46     1.992
RUS  1970    47     1.994
RUS  1970    48     1.994
RUS  1970    49     1.994
RUS  1970    50     1.995
RUS  1970    51     1.995
RUS  1970    52     1.995
RUS  1970    53     1.995
RUS  1970    54     1.995
RUS  1970    55     1.995
RUS  1971    12     0.000
RUS  1971    13     0.000
RUS  1971    14     0.000
RUS  1971    15     0.000
RUS  1971    16     0.001
RUS  1971    17     0.004
RUS  1971    18     0.019
RUS  1971    19     0.063
RUS  1971    20     0.156
RUS  1971    21     0.300
RUS  1971    22     0.464
RUS  1971    23     0.638
RUS  1971    24     0.782
RUS  1971    25     0.933
RUS  1971    26     1.059
RUS  1971    27     1.176
RUS  1971    28     1.285
RUS  1971    29     1.379
RUS  1971    30     1.474
RUS  1971    31     1.562
RUS  1971    32     1.639
RUS  1971    33     1.708
RUS  1971    34     1.766
RUS  1971    35     1.818
RUS  1971    36     1.864
RUS  1971    37     1.903
RUS  1971    38     1.934
RUS  1971    39     1.959
RUS  1971    40     1.979
RUS  1971    41     1.996
RUS  1971    42     2.006
RUS  1971    43     2.013
RUS  1971    44     2.018
RUS  1971    45     2.021
RUS  1971    46     2.023
RUS  1971    47     2.023
RUS  1971    48     2.024
RUS  1971    49     2.024
RUS  1971    50     2.024
RUS  1971    51     2.024
RUS  1971    52     2.024
RUS  1971    53     2.024
RUS  1971    54     2.024
RUS  1971    55     2.024
RUS  1972    12     0.000
RUS  1972    13     0.000
RUS  1972    14     0.000
RUS  1972    15     0.000
RUS  1972    16     0.001
RUS  1972    17     0.004
RUS  1972    18     0.020
RUS  1972    19     0.066
RUS  1972    20     0.159
RUS  1972    21     0.305
RUS  1972    22     0.470
RUS  1972    23     0.637
RUS  1972    24     0.803
RUS  1972    25     0.933
RUS  1972    26     1.071
RUS  1972    27     1.186
RUS  1972    28     1.294
RUS  1972    29     1.395
RUS  1972    30     1.480
RUS  1972    31     1.571
RUS  1972    32     1.646
RUS  1972    33     1.714
RUS  1972    34     1.773
RUS  1972    35     1.823
RUS  1972    36     1.868
RUS  1972    37     1.906
RUS  1972    38     1.938
RUS  1972    39     1.963
RUS  1972    40     1.982
RUS  1972    41     1.998
RUS  1972    42     2.009
RUS  1972    43     2.016
RUS  1972    44     2.021
RUS  1972    45     2.024
RUS  1972    46     2.025
RUS  1972    47     2.026
RUS  1972    48     2.026
RUS  1972    49     2.027
RUS  1972    50     2.027
RUS  1972    51     2.027
RUS  1972    52     2.027
RUS  1972    53     2.027
RUS  1972    54     2.027
RUS  1972    55     2.027
RUS  1973    12     0.000
RUS  1973    13     0.000
RUS  1973    14     0.000
RUS  1973    15     0.000
RUS  1973    16     0.001
RUS  1973    17     0.005
RUS  1973    18     0.019
RUS  1973    19     0.065
RUS  1973    20     0.161
RUS  1973    21     0.301
RUS  1973    22     0.465
RUS  1973    23     0.628
RUS  1973    24     0.780
RUS  1973    25     0.926
RUS  1973    26     1.044
RUS  1973    27     1.166
RUS  1973    28     1.268
RUS  1973    29     1.363
RUS  1973    30     1.447
RUS  1973    31     1.524
RUS  1973    32     1.599
RUS  1973    33     1.664
RUS  1973    34     1.720
RUS  1973    35     1.770
RUS  1973    36     1.810
RUS  1973    37     1.846
RUS  1973    38     1.876
RUS  1973    39     1.901
RUS  1973    40     1.919
RUS  1973    41     1.934
RUS  1973    42     1.944
RUS  1973    43     1.951
RUS  1973    44     1.956
RUS  1973    45     1.959
RUS  1973    46     1.960
RUS  1973    47     1.961
RUS  1973    48     1.961
RUS  1973    49     1.961
RUS  1973    50     1.961
RUS  1973    51     1.962
RUS  1973    52     1.962
RUS  1973    53     1.962
RUS  1973    54     1.962
RUS  1973    55     1.962
RUS  1974    12     0.000
RUS  1974    13     0.000
RUS  1974    14     0.000
RUS  1974    15     0.000
RUS  1974    16     0.001
RUS  1974    17     0.005
RUS  1974    18     0.021
RUS  1974    19     0.067
RUS  1974    20     0.170
RUS  1974    21     0.317
RUS  1974    22     0.483
RUS  1974    23     0.653
RUS  1974    24     0.811
RUS  1974    25     0.955
RUS  1974    26     1.092
RUS  1974    27     1.202
RUS  1974    28     1.316
RUS  1974    29     1.410
RUS  1974    30     1.495
RUS  1974    31     1.574
RUS  1974    32     1.638
RUS  1974    33     1.703
RUS  1974    34     1.757
RUS  1974    35     1.805
RUS  1974    36     1.846
RUS  1974    37     1.880
RUS  1974    38     1.909
RUS  1974    39     1.933
RUS  1974    40     1.953
RUS  1974    41     1.967
RUS  1974    42     1.977
RUS  1974    43     1.984
RUS  1974    44     1.989
RUS  1974    45     1.992
RUS  1974    46     1.993
RUS  1974    47     1.994
RUS  1974    48     1.994
RUS  1974    49     1.994
RUS  1974    50     1.994
RUS  1974    51     1.994
RUS  1974    52     1.994
RUS  1974    53     1.995
RUS  1974    54     1.995
RUS  1974    55     1.995
RUS  1975    12     0.000
RUS  1975    13     0.000
RUS  1975    14     0.000
RUS  1975    15     0.000
RUS  1975    16     0.001
RUS  1975    17     0.005
RUS  1975    18     0.022
RUS  1975    19     0.071
RUS  1975    20     0.172
RUS  1975    21     0.324
RUS  1975    22     0.492
RUS  1975    23     0.656
RUS  1975    24     0.814
RUS  1975    25     0.958
RUS  1975    26     1.087
RUS  1975    27     1.210
RUS  1975    28     1.309
RUS  1975    29     1.410
RUS  1975    30     1.493
RUS  1975    31     1.569
RUS  1975    32     1.636
RUS  1975    33     1.694
RUS  1975    34     1.748
RUS  1975    35     1.792
RUS  1975    36     1.831
RUS  1975    37     1.865
RUS  1975    38     1.890
RUS  1975    39     1.912
RUS  1975    40     1.931
RUS  1975    41     1.945
RUS  1975    42     1.955
RUS  1975    43     1.961
RUS  1975    44     1.966
RUS  1975    45     1.968
RUS  1975    46     1.969
RUS  1975    47     1.970
RUS  1975    48     1.970
RUS  1975    49     1.971
RUS  1975    50     1.971
RUS  1975    51     1.971
RUS  1975    52     1.971
RUS  1975    53     1.971
RUS  1975    54     1.971
RUS  1975    55     1.971
RUS  1976    12     0.000
RUS  1976    13     0.000
RUS  1976    14     0.000
RUS  1976    15     0.000
RUS  1976    16     0.001
RUS  1976    17     0.006
RUS  1976    18     0.024
RUS  1976    19     0.074
RUS  1976    20     0.181
RUS  1976    21     0.331
RUS  1976    22     0.501
RUS  1976    23     0.669
RUS  1976    24     0.824
RUS  1976    25     0.970
RUS  1976    26     1.100
RUS  1976    27     1.219
RUS  1976    28     1.331
RUS  1976    29     1.419
RUS  1976    30     1.508
RUS  1976    31     1.581
RUS  1976    32     1.643
RUS  1976    33     1.698
RUS  1976    34     1.743
RUS  1976    35     1.787
RUS  1976    36     1.823
RUS  1976    37     1.854
RUS  1976    38     1.879
RUS  1976    39     1.898
RUS  1976    40     1.915
RUS  1976    41     1.928
RUS  1976    42     1.937
RUS  1976    43     1.944
RUS  1976    44     1.948
RUS  1976    45     1.950
RUS  1976    46     1.952
RUS  1976    47     1.952
RUS  1976    48     1.953
RUS  1976    49     1.953
RUS  1976    50     1.953
RUS  1976    51     1.953
RUS  1976    52     1.953
RUS  1976    53     1.953
RUS  1976    54     1.953
RUS  1976    55     1.953
RUS  1977    12     0.000
RUS  1977    13     0.000
RUS  1977    14     0.000
RUS  1977    15     0.000
RUS  1977    16     0.001
RUS  1977    17     0.006
RUS  1977    18     0.025
RUS  1977    19     0.077
RUS  1977    20     0.185
RUS  1977    21     0.338
RUS  1977    22     0.502
RUS  1977    23     0.669
RUS  1977    24     0.822
RUS  1977    25     0.961
RUS  1977    26     1.089
RUS  1977    27     1.207
RUS  1977    28     1.312
RUS  1977    29     1.411
RUS  1977    30     1.489
RUS  1977    31     1.567
RUS  1977    32     1.627
RUS  1977    33     1.679
RUS  1977    34     1.725
RUS  1977    35     1.762
RUS  1977    36     1.798
RUS  1977    37     1.827
RUS  1977    38     1.850
RUS  1977    39     1.870
RUS  1977    40     1.884
RUS  1977    41     1.895
RUS  1977    42     1.904
RUS  1977    43     1.910
RUS  1977    44     1.914
RUS  1977    45     1.916
RUS  1977    46     1.917
RUS  1977    47     1.918
RUS  1977    48     1.918
RUS  1977    49     1.918
RUS  1977    50     1.918
RUS  1977    51     1.918
RUS  1977    52     1.918
RUS  1977    53     1.918
RUS  1977    54     1.918
RUS  1977    55     1.918
RUS  1978    12     0.000
RUS  1978    13     0.000
RUS  1978    14     0.000
RUS  1978    15     0.000
RUS  1978    16     0.001
RUS  1978    17     0.007
RUS  1978    18     0.027
RUS  1978    19     0.082
RUS  1978    20     0.191
RUS  1978    21     0.346
RUS  1978    22     0.517
RUS  1978    23     0.679
RUS  1978    24     0.830
RUS  1978    25     0.967
RUS  1978    26     1.092
RUS  1978    27     1.209
RUS  1978    28     1.314
RUS  1978    29     1.408
RUS  1978    30     1.495
RUS  1978    31     1.563
RUS  1978    32     1.627
RUS  1978    33     1.677
RUS  1978    34     1.721
RUS  1978    35     1.757
RUS  1978    36     1.787
RUS  1978    37     1.815
RUS  1978    38     1.836
RUS  1978    39     1.854
RUS  1978    40     1.867
RUS  1978    41     1.877
RUS  1978    42     1.885
RUS  1978    43     1.891
RUS  1978    44     1.894
RUS  1978    45     1.896
RUS  1978    46     1.897
RUS  1978    47     1.898
RUS  1978    48     1.898
RUS  1978    49     1.898
RUS  1978    50     1.899
RUS  1978    51     1.899
RUS  1978    52     1.899
RUS  1978    53     1.899
RUS  1978    54     1.899
RUS  1978    55     1.899
RUS  1979    12     0.000
RUS  1979    13     0.000
RUS  1979    14     0.000
RUS  1979    15     0.000
RUS  1979    16     0.001
RUS  1979    17     0.007
RUS  1979    18     0.028
RUS  1979    19     0.085
RUS  1979    20     0.199
RUS  1979    21     0.357
RUS  1979    22     0.527
RUS  1979    23     0.693
RUS  1979    24     0.838
RUS  1979    25     0.975
RUS  1979    26     1.097
RUS  1979    27     1.207
RUS  1979    28     1.309
RUS  1979    29     1.399
RUS  1979    30     1.479
RUS  1979    31     1.553
RUS  1979    32     1.607
RUS  1979    33     1.660
