England and Wales, Total Population, Exposure to risk (cohort 1x10)     Last modified: 03-Nov-2010, MPv5 (May07)

   Year      Age       Female          Male         Total
1870-1879     37      2762339.23   2544004.39   5306343.62 
1870-1879     38      2741374.58   2523794.64   5265169.22 
1870-1879     39      2715490.51   2496130.98   5211621.49 
1870-1879     40      2689416.16   2463312.58   5152728.75 
1870-1879     41      2660425.10   2429816.38   5090241.48 
1870-1879     42      2634009.54   2396687.45   5030696.99 
1870-1879     43      2613327.59   2369930.71   4983258.30 
1870-1879     44      2589322.74   2345512.21   4934834.95 
1870-1879     45      2560472.68   2323190.41   4883663.08 
1870-1879     46      2527858.08   2301968.93   4829827.01 
1870-1879     47      2503489.73   2286088.19   4789577.92 
1870-1879     48      2484642.10   2269487.27   4754129.37 
1870-1879     49      2464162.74   2250205.14   4714367.88 
1870-1879     50      2436135.86   2225355.72   4661491.58 
1870-1879     51      2407587.90   2197097.99   4604685.89 
1870-1879     52      2381287.48   2168036.28   4549323.76 
1870-1879     53      2352637.25   2135997.12   4488634.37 
1870-1879     54      2317813.63   2099173.71   4416987.33 
1870-1879     55      2285220.70   2064705.06   4349925.76 
1870-1879     56      2253273.75   2030898.70   4284172.45 
1870-1879     57      2220513.93   1993913.94   4214427.87 
1870-1879     58      2184784.72   1951409.09   4136193.81 
1870-1879     59      2145710.74   1903615.36   4049326.10 
1870-1879     60      2107331.21   1855794.00   3963125.21 
1870-1879     61      2071908.42   1811271.43   3883179.85 
1870-1879     62      2033375.09   1762940.79   3796315.87 
1870-1879     63      1993030.27   1710027.45   3703057.72 
1870-1879     64      1952094.40   1655087.19   3607181.59 
1870-1879     65      1910969.72   1599822.51   3510792.24 
1870-1879     66      1865620.74   1542910.08   3408530.82 
1870-1879     67      1813453.33   1480758.76   3294212.09 
1870-1879     68      1757030.52   1414652.54   3171683.07 
1870-1879     69      1699025.29   1348147.67   3047172.96 
1870-1879     70      1641247.78   1283664.80   2924912.58 
1870-1879     71      1583211.51   1216789.05   2800000.57 
1870-1879     72      1522868.16   1146731.87   2669600.03 
1870-1879     73      1454169.15   1071383.60   2525552.75 
1870-1879     74      1381911.20    994763.13   2376674.34 
1870-1879     75      1308245.30    917119.78   2225365.08 
1870-1879     76      1230101.07    836619.47   2066720.54 
1870-1879     77      1144617.42    753103.97   1897721.39 
1870-1879     78      1054267.14    669815.67   1724082.81 
1870-1879     79       961264.75    588268.62   1549533.37 
1870-1879     80       895520.92    528696.58   1424217.51 
1870-1879     81       808971.76    459776.33   1268748.10 
1870-1879     82       723928.53    394727.89   1118656.42 
1870-1879     83       639228.28    333270.94    972499.22 
1870-1879     84       556623.88    276644.93    833268.81 
1870-1879     85       478242.27    226094.71    704336.99 
1870-1879     86       405857.86    182180.74    588038.60 
1870-1879     87       339717.87    144076.81    483794.67 
1870-1879     88       280878.64    112156.10    393034.74 
1870-1879     89       228880.69     85768.69    314649.38 
1870-1879     90       183344.89     64467.61    247812.50 
1870-1879     91       144831.23     47861.02    192692.24 
1870-1879     92       112386.85     34692.83    147079.68 
1870-1879     93        85142.62     24548.32    109690.94 
1870-1879     94        63202.37     17031.32     80233.69 
1870-1879     95        45764.31     11458.02     57222.33 
1870-1879     96        32303.18      7477.60     39780.78 
1870-1879     97        22252.83      4725.52     26978.35 
1870-1879     98        14971.01      2901.75     17872.76 
1870-1879     99         9839.50      1734.76     11574.26 
1870-1879    100         6297.07      1006.00      7303.07 
1870-1879    101         3878.49       549.39      4427.87 
1870-1879    102         2309.84       292.79      2602.63 
1870-1879    103         1356.40       160.07      1516.47 
1870-1879    104          771.82        83.15       854.97 
1870-1879    105          415.42        42.51       457.93 
1870-1879    106          212.03        19.13       231.16 
1870-1879    107          106.87         9.24       116.12 
1870-1879    108           45.72         3.66        49.38 
1870-1879    109           15.54         0.78        16.32 
1870-1879    110+           7.18         0.00         7.18 
1880-1889      0      4056693.72   4139968.32   8196662.04 
1880-1889      1      3690726.86   3692921.93   7383648.79 
1880-1889      2      3546351.03   3535914.58   7082265.60 
1880-1889      3      3477031.39   3462664.37   6939695.76 
1880-1889      4      3431344.97   3415175.97   6846520.94 
1880-1889      5      3397293.44   3380168.56   6777462.00 
1880-1889      6      3379087.62   3361518.89   6740606.51 
1880-1889      7      3364592.13   3346779.62   6711371.74 
1880-1889      8      3352340.37   3334238.66   6686579.03 
1880-1889      9      3344494.10   3326060.10   6670554.20 
1880-1889     10      3340768.63   3321171.15   6661939.78 
1880-1889     11      3341405.15   3317607.73   6659012.88 
1880-1889     12      3334703.12   3306143.22   6640846.34 
1880-1889     13      3331529.49   3287676.08   6619205.57 
1880-1889     14      3332687.17   3266467.36   6599154.53 
1880-1889     15      3336126.49   3244031.93   6580158.42 
1880-1889     16      3336639.77   3218081.77   6554721.54 
1880-1889     17      3333742.19   3189578.05   6523320.25 
1880-1889     18      3324832.15   3154844.35   6479676.50 
1880-1889     19      3320209.66   3123946.78   6444156.44 
1880-1889     20      3323389.56   3099684.18   6423073.74 
1880-1889     21      3331432.76   3077068.86   6408501.63 
1880-1889     22      3323823.74   3045332.65   6369156.39 
1880-1889     23      3310789.14   3012232.34   6323021.48 
1880-1889     24      3292538.57   2980709.23   6273247.80 
1880-1889     25      3271310.79   2951396.59   6222707.38 
1880-1889     26      3249386.77   2921388.21   6170774.98 
1880-1889     27      3226436.78   2885676.77   6112113.55 
1880-1889     28      3203726.30   2842743.84   6046470.14 
1880-1889     29      3175938.01   2791125.50   5967063.51 
1880-1889     30      3142719.14   2738351.79   5881070.93 
1880-1889     31      3103040.86   2693815.78   5796856.65 
1880-1889     32      3065055.05   2657894.66   5722949.71 
1880-1889     33      3037981.98   2629798.21   5667780.19 
1880-1889     34      3014631.54   2601749.25   5616380.79 
1880-1889     35      2992422.97   2575524.59   5567947.56 
1880-1889     36      2966226.88   2552452.07   5518678.95 
1880-1889     37      2943338.72   2534017.06   5477355.78 
1880-1889     38      2926737.06   2521273.53   5448010.59 
1880-1889     39      2911669.14   2511777.71   5423446.86 
1880-1889     40      2890257.23   2499458.88   5389716.11 
1880-1889     41      2870264.88   2485538.52   5355803.40 
1880-1889     42      2854693.98   2472131.70   5326825.68 
1880-1889     43      2837387.37   2456095.95   5293483.32 
1880-1889     44      2815489.92   2437060.34   5252550.26 
1880-1889     45      2799953.88   2422984.74   5222938.62 
1880-1889     46      2785333.67   2409163.70   5194497.37 
1880-1889     47      2767523.35   2392053.51   5159576.87 
1880-1889     48      2747822.73   2373155.15   5120977.88 
1880-1889     49      2725277.81   2351310.92   5076588.73 
1880-1889     50      2702316.87   2326004.50   5028321.37 
1880-1889     51      2679926.86   2304473.72   4984400.58 
1880-1889     52      2655169.76   2283089.72   4938259.48 
1880-1889     53      2631811.21   2263583.41   4895394.62 
1880-1889     54      2608681.67   2243033.41   4851715.08 
1880-1889     55      2585714.28   2204511.47   4790225.75 
1880-1889     56      2558162.49   2168751.41   4726913.90 
1880-1889     57      2524727.02   2133151.84   4657878.86 
1880-1889     58      2490172.37   2095662.36   4585834.72 
1880-1889     59      2454710.83   2054801.12   4509511.95 
1880-1889     60      2418261.45   2001907.54   4420168.99 
1880-1889     61      2378235.79   1941478.47   4319714.27 
1880-1889     62      2340624.26   1881634.46   4222258.72 
1880-1889     63      2300801.84   1824421.96   4125223.79 
1880-1889     64      2258904.74   1768202.00   4027106.74 
1880-1889     65      2216484.95   1705580.19   3922065.14 
1880-1889     66      2170393.03   1640310.73   3810703.76 
1880-1889     67      2120808.15   1573323.07   3694131.22 
1880-1889     68      2068278.53   1502753.85   3571032.38 
1880-1889     69      2010614.79   1427662.37   3438277.17 
1880-1889     70      1950933.26   1348579.36   3299512.62 
1880-1889     71      1886797.61   1272254.88   3159052.49 
1880-1889     72      1817083.65   1194025.29   3011108.94 
1880-1889     73      1741010.06   1111940.01   2852950.07 
1880-1889     74      1660198.92   1029204.58   2689403.50 
1880-1889     75      1575220.31    946753.56   2521973.87 
1880-1889     76      1489177.42    865700.48   2354877.90 
1880-1889     77      1402033.18    786309.46   2188342.64 
1880-1889     78      1310438.55    709347.00   2019785.54 
1880-1889     79      1217335.47    630445.40   1847780.87 
1880-1889     80      1121307.32    558522.80   1679830.12 
1880-1889     81      1023468.77    488739.91   1512208.68 
1880-1889     82       926092.97    422711.61   1348804.58 
1880-1889     83       828730.54    360877.72   1189608.26 
1880-1889     84       733580.26    304208.00   1037788.26 
1880-1889     85       641900.83    252688.53    894589.36 
1880-1889     86       554325.52    207082.72    761408.24 
1880-1889     87       471898.01    166910.59    638808.60 
1880-1889     88       396621.69    132298.67    528920.36 
1880-1889     89       328418.25    103194.34    431612.60 
1880-1889     90       267016.40     78957.25    345973.65 
1880-1889     91       213447.21     59248.66    272695.86 
1880-1889     92       167387.79     43481.97    210869.76 
1880-1889     93       128493.44     31141.17    159634.61 
1880-1889     94        96690.97     21806.83    118497.80 
1880-1889     95        71299.16     14891.57     86190.73 
1880-1889     96        51436.15      9955.55     61391.70 
1880-1889     97        36354.19      6526.90     42881.09 
1880-1889     98        25263.69      4197.02     29460.71 
1880-1889     99        17245.68      2645.03     19890.71 
1880-1889    100        11375.32      1616.47     12991.78 
1880-1889    101         7238.61       954.20      8192.82 
1880-1889    102         4502.17       556.62      5058.79 
1880-1889    103         2745.37       318.61      3063.98 
1880-1889    104         1614.90       180.94      1795.83 
1880-1889    105          896.95       105.01      1001.96 
1880-1889    106          485.59        57.91       543.49 
1880-1889    107          262.25        28.02       290.27 
1880-1889    108          134.04        12.04       146.07 
1880-1889    109           59.33         3.07        62.40 
1880-1889    110+          50.97         0.00        50.97 
1890-1899      0      4125350.99   4199743.81   8325094.80 
1890-1899      1      3747019.08   3738807.65   7485826.73 
1890-1899      2      3620772.21   3602820.79   7223593.00 
1890-1899      3      3566607.96   3546518.31   7113126.26 
1890-1899      4      3531965.99   3511612.45   7043578.45 
1890-1899      5      3503790.72   3484288.02   6988078.74 
1890-1899      6      3484190.76   3468798.83   6952989.59 
1890-1899      7      3469798.79   3456677.71   6926476.50 
1890-1899      8      3461724.86   3447827.69   6909552.54 
1890-1899      9      3458524.32   3441550.06   6900074.38 
1890-1899     10      3450441.52   3431120.96   6881562.47 
1890-1899     11      3436631.46   3423650.46   6860281.92 
1890-1899     12      3431019.47   3411603.41   6842622.88 
1890-1899     13      3424247.23   3396188.40   6820435.62 
1890-1899     14      3415752.62   3378979.20   6794731.82 
1890-1899     15      3406111.46   3360927.48   6767038.93 
1890-1899     16      3395917.83   3341382.97   6737300.80 
1890-1899     17      3388707.41   3320195.69   6708903.10 
1890-1899     18      3382649.92   3282169.41   6664819.34 
1890-1899     19      3372991.20   3209322.21   6582313.41 
1890-1899     20      3360769.48   3129777.42   6490546.90 
1890-1899     21      3348318.98   3041346.70   6389665.68 
1890-1899     22      3333525.57   2949571.85   6283097.42 
1890-1899     23      3321565.43   2869209.75   6190775.18 
1890-1899     24      3309198.54   2803156.40   6112354.94 
1890-1899     25      3293592.19   2749421.43   6043013.62 
1890-1899     26      3274007.27   2709487.49   5983494.76 
1890-1899     27      3251420.44   2683386.30   5934806.74 
1890-1899     28      3228274.84   2671709.23   5899984.08 
1890-1899     29      3212399.42   2676856.72   5889256.14 
1890-1899     30      3198136.24   2685636.57   5883772.81 
1890-1899     31      3179072.63   2682079.00   5861151.63 
1890-1899     32      3159996.31   2674329.34   5834325.65 
1890-1899     33      3142843.94   2669663.08   5812507.02 
1890-1899     34      3127861.79   2665086.53   5792948.33 
1890-1899     35      3114873.53   2656861.69   5771735.22 
1890-1899     36      3101826.09   2645189.48   5747015.56 
1890-1899     37      3087364.22   2631871.91   5719236.13 
1890-1899     38      3071260.97   2617597.06   5688858.03 
1890-1899     39      3055239.19   2601756.25   5656995.45 
1890-1899     40      3041387.32   2585591.98   5626979.31 
1890-1899     41      3029894.21   2577813.83   5607708.04 
1890-1899     42      3016849.90   2571264.37   5588114.27 
1890-1899     43      3005648.40   2568424.02   5574072.42 
1890-1899     44      2996256.82   2566737.43   5562994.25 
1890-1899     45      2987509.21   2562995.42   5550504.63 
1890-1899     46      2976558.06   2547192.40   5523750.45 
1890-1899     47      2963704.13   2529332.58   5493036.71 
1890-1899     48      2948525.71   2509800.29   5458326.00 
1890-1899     49      2929635.78   2487549.52   5417185.30 
1890-1899     50      2907349.68   2481616.29   5388965.96 
1890-1899     51      2881164.71   2469042.96   5350207.67 
1890-1899     52      2856491.20   2448019.19   5304510.39 
1890-1899     53      2833797.02   2419927.39   5253724.41 
1890-1899     54      2807905.64   2384774.38   5192680.02 
1890-1899     55      2774268.68   2341788.09   5116056.77 
1890-1899     56      2743354.05   2301670.55   5045024.60 
1890-1899     57      2718514.72   2262826.21   4981340.93 
1890-1899     58      2696560.82   2222345.02   4918905.84 
1890-1899     59      2671433.68   2173015.93   4844449.61 
1890-1899     60      2646265.51   2118808.26   4765073.77 
1890-1899     61      2617038.61   2068866.68   4685905.29 
1890-1899     62      2584344.00   2015110.49   4599454.49 
1890-1899     63      2547132.34   1954868.00   4502000.34 
1890-1899     64      2506648.58   1892274.33   4398922.91 
1890-1899     65      2461479.29   1825688.60   4287167.89 
1890-1899     66      2413113.68   1756731.35   4169845.03 
1890-1899     67      2362244.98   1684430.49   4046675.47 
1890-1899     68      2307684.86   1608059.22   3915744.08 
1890-1899     69      2246507.28   1529808.24   3776315.52 
1890-1899     70      2181781.44   1448251.18   3630032.62 
1890-1899     71      2114298.51   1365354.84   3479653.35 
1890-1899     72      2039477.69   1278359.08   3317836.78 
1890-1899     73      1963940.71   1191367.87   3155308.58 
1890-1899     74      1881389.83   1103407.98   2984797.82 
1890-1899     75      1795017.80   1015428.23   2810446.03 
1890-1899     76      1698573.19    927972.71   2626545.90 
1890-1899     77      1606372.76    844552.27   2450925.04 
1890-1899     78      1510586.67    760919.09   2271505.76 
1890-1899     79      1412226.76    680629.70   2092856.46 
1890-1899     80      1312997.63    600941.20   1913938.83 
1890-1899     81      1208160.87    527401.14   1735562.01 
1890-1899     82      1102421.65    458081.87   1560503.51 
1890-1899     83       996406.29    392944.12   1389350.41 
1890-1899     84       891692.41    333182.44   1224874.85 
1890-1899     85       789637.90    279170.80   1068808.70 
1890-1899     86       691462.14    230695.89    922158.03 
1890-1899     87       598842.61    188021.14    786863.75 
1890-1899     88       512880.59    151337.44    664218.03 
1890-1899     89       433018.97    120027.77    553046.74 
1890-1899     90       359525.48     93666.16    453191.64 
1890-1899     91       294248.97     71951.36    366200.33 
1890-1899     92       236695.88     54174.12    290870.01 
1890-1899     93       186604.34     39888.93    226493.28 
1890-1899     94       144157.69     28648.87    172806.56 
1890-1899     95       109019.29     20085.93    129105.22 
1890-1899     96        80420.37     13726.80     94147.17 
1890-1899     97        57800.72      9086.83     66887.55 
1890-1899     98        40690.37      5884.46     46574.83 
1890-1899     99        27879.49      3724.38     31603.88 
1890-1899    100        18361.88      2249.18     20611.06 
1890-1899    101        11712.27      1317.00     13029.27 
1890-1899    102         7222.49       726.38      7948.87 
1890-1899    103         4292.80       390.35      4683.15 
1890-1899    104         2443.06       210.96      2654.01 
1890-1899    105         1341.35       103.23      1444.59 
1890-1899    106          708.32        47.56       755.88 
1890-1899    107          356.86        26.49       383.35 
1890-1899    108          181.99        14.71       196.70 
1890-1899    109           81.39         6.69        88.08 
1890-1899    110+              .            .            . 
1900-1909      0      4274882.06   4368245.15   8643127.21 
1900-1909      1      3950282.98   3970683.83   7920966.81 
1900-1909      2      3846089.18   3857224.72   7703313.90 
1900-1909      3      3796403.56   3803722.60   7600126.17 
1900-1909      4      3753660.29   3760009.16   7513669.45 
1900-1909      5      3723913.19   3729511.34   7453424.53 
1900-1909      6      3709024.45   3714223.04   7423247.48 
1900-1909      7      3705745.06   3711219.98   7416965.04 
1900-1909      8      3699147.83   3702818.30   7401966.13 
1900-1909      9      3683018.27   3681606.91   7364625.18 
1900-1909     10      3663385.09   3655757.52   7319142.62 
1900-1909     11      3656602.42   3644741.17   7301343.60 
1900-1909     12      3650252.31   3636808.58   7287060.88 
1900-1909     13      3637705.23   3623326.97   7261032.20 
1900-1909     14      3623625.48   3605427.85   7229053.33 
1900-1909     15      3611416.73   3582244.62   7193661.35 
1900-1909     16      3596915.10   3542939.70   7139854.80 
1900-1909     17      3580629.98   3496687.04   7077317.02 
1900-1909     18      3569687.84   3445732.78   7015420.61 
1900-1909     19      3560970.24   3413452.28   6974422.52 
1900-1909     20      3553508.40   3381787.46   6935295.86 
1900-1909     21      3546459.35   3358359.44   6904818.78 
1900-1909     22      3538717.98   3339580.02   6878298.00 
1900-1909     23      3530321.23   3323181.85   6853503.08 
1900-1909     24      3523826.53   3312871.21   6836697.74 
1900-1909     25      3517834.27   3309207.04   6827041.31 
1900-1909     26      3511217.58   3310389.48   6821607.06 
1900-1909     27      3503712.42   3313966.41   6817678.83 
1900-1909     28      3495681.57   3318038.18   6813719.75 
1900-1909     29      3489957.79   3321653.78   6811611.56 
1900-1909     30      3485738.23   3324401.43   6810139.66 
1900-1909     31      3477525.87   3335902.58   6813428.45 
1900-1909     32      3465823.32   3335424.06   6801247.37 
1900-1909     33      3458318.85   3333206.49   6791525.34 
1900-1909     34      3451794.45   3328908.89   6780703.34 
1900-1909     35      3442795.10   3325066.23   6767861.33 
1900-1909     36      3431765.58   3313076.64   6744842.22 
1900-1909     37      3421232.92   3301044.11   6722277.03 
1900-1909     38      3409919.26   3288759.12   6698678.38 
1900-1909     39      3396049.57   3279354.95   6675404.52 
1900-1909     40      3377675.52   3284316.33   6661991.85 
1900-1909     41      3353521.30   3271389.05   6624910.34 
1900-1909     42      3340709.95   3259041.27   6599751.23 
1900-1909     43      3327347.03   3236566.87   6563913.90 
1900-1909     44      3312821.19   3212394.58   6525215.77 
1900-1909     45      3301683.54   3185803.33   6487486.87 
1900-1909     46      3288615.95   3165152.13   6453768.08 
1900-1909     47      3274010.01   3142875.42   6416885.43 
1900-1909     48      3261372.45   3123034.70   6384407.15 
1900-1909     49      3249653.96   3104777.27   6354431.23 
1900-1909     50      3245944.81   3091894.04   6337838.85 
1900-1909     51      3232052.37   3070100.69   6302153.06 
1900-1909     52      3213758.63   3044283.14   6258041.77 
1900-1909     53      3194818.48   3016709.50   6211527.98 
1900-1909     54      3174960.69   2985374.56   6160335.25 
1900-1909     55      3154031.08   2950638.61   6104669.69 
1900-1909     56      3132176.96   2912909.55   6045086.51 
1900-1909     57      3108079.98   2871271.18   5979351.17 
1900-1909     58      3080320.77   2825604.94   5905925.71 
1900-1909     59      3049309.38   2772613.29   5821922.67 
1900-1909     60      3017416.84   2714196.39   5731613.23 
1900-1909     61      2985457.67   2649085.91   5634543.58 
1900-1909     62      2952885.03   2581332.56   5534217.60 
1900-1909     63      2917083.31   2509390.82   5426474.13 
1900-1909     64      2874963.36   2433333.74   5308297.10 
1900-1909     65      2826056.34   2350225.95   5176282.29 
1900-1909     66      2777045.95   2263631.78   5040677.73 
1900-1909     67      2725802.99   2174236.95   4900039.94 
1900-1909     68      2669184.83   2080106.92   4749291.75 
1900-1909     69      2609390.60   1984682.12   4594072.72 
1900-1909     70      2543580.28   1886066.00   4429646.29 
1900-1909     71      2475613.08   1786700.46   4262313.54 
1900-1909     72      2399960.53   1682877.38   4082837.91 
1900-1909     73      2319463.95   1576651.64   3896115.59 
1900-1909     74      2233262.94   1468194.09   3701457.03 
1900-1909     75      2142456.34   1359255.32   3501711.67 
1900-1909     76      2047486.90   1253112.33   3300599.23 
1900-1909     77      1948462.73   1146656.40   3095119.13 
1900-1909     78      1845840.35   1043219.04   2889059.39 
1900-1909     79      1739694.30    943093.40   2682787.69 
1900-1909     80      1625406.46    840952.59   2466359.05 
1900-1909     81      1513769.80    747643.04   2261412.84 
1900-1909     82      1400094.13    659232.46   2059326.58 
1900-1909     83      1285195.44    575806.17   1861001.61 
1900-1909     84      1169864.19    497565.76   1667429.96 
1900-1909     85      1054954.45    425025.42   1479979.87 
1900-1909     86       941695.80    359076.66   1300772.46 
1900-1909     87       831035.26    299538.14   1130573.39 
1900-1909     88       724481.20    246428.32    970909.51 
1900-1909     89       622835.29    199655.10    822490.39 
1900-1909     90       526734.77    158740.24    685475.02 
1900-1909     91       438005.71    124106.25    562111.96 
1900-1909     92       357603.87     95061.23    452665.10 
1900-1909     93       285583.82     70950.01    356533.83 
1900-1909     94       222796.98     51859.40    274656.38 
1900-1909     95       169740.74     36935.09    206675.83 
1900-1909     96       126402.72     25688.80    152091.52 
1900-1909     97        91893.23     17458.16    109351.39 
1900-1909     98        65145.23     11526.12     76671.35 
1900-1909     99        44989.55      7473.21     52462.76 
1900-1909    100               .            .            . 
1900-1909    101               .            .            . 
1900-1909    102               .            .            . 
1900-1909    103               .            .            . 
1900-1909    104               .            .            . 
1900-1909    105               .            .            . 
1900-1909    106               .            .            . 
1900-1909    107               .            .            . 
1900-1909    108               .            .            . 
1900-1909    109               .            .            . 
1900-1909    110+              .            .            . 
1910-1919      0      3738770.26   3843237.94   7582008.20 
1910-1919      1      3564110.66   3623984.01   7188094.67 
1910-1919      2      3470174.58   3515322.63   6985497.21 
1910-1919      3      3391565.54   3427327.15   6818892.69 
1910-1919      4      3363636.95   3398735.39   6762372.35 
1910-1919      5      3360034.38   3399224.59   6759258.97 
1910-1919      6      3355310.43   3396698.85   6752009.28 
1910-1919      7      3337313.46   3376114.40   6713427.86 
1910-1919      8      3314107.71   3349474.52   6663582.23 
1910-1919      9      3300143.13   3334263.53   6634406.66 
1910-1919     10      3303691.74   3336227.96   6639919.70 
1910-1919     11      3303852.22   3332394.63   6636246.84 
1910-1919     12      3296209.44   3319227.49   6615436.93 
1910-1919     13      3295442.15   3312847.19   6608289.34 
1910-1919     14      3306406.43   3317891.48   6624297.91 
1910-1919     15      3301770.94   3305835.21   6607606.15 
1910-1919     16      3292838.85   3287521.21   6580360.06 
1910-1919     17      3287645.96   3270594.11   6558240.07 
1910-1919     18      3285155.54   3253791.13   6538946.67 
1910-1919     19      3290347.26   3234192.42   6524539.68 
1910-1919     20      3296811.10   3212783.93   6509595.04 
1910-1919     21      3301210.50   3216652.69   6517863.20 
1910-1919     22      3302239.86   3221126.57   6523366.43 
1910-1919     23      3306333.63   3226437.97   6532771.60 
1910-1919     24      3308209.53   3233044.86   6541254.38 
1910-1919     25      3302299.53   3228612.73   6530912.26 
1910-1919     26      3297489.82   3213625.68   6511115.50 
1910-1919     27      3298083.84   3197798.48   6495882.32 
1910-1919     28      3297930.59   3183003.99   6480934.58 
1910-1919     29      3294043.79   3170002.97   6464046.76 
1910-1919     30      3286440.79   3181949.28   6468390.07 
1910-1919     31      3279718.12   3182601.90   6462320.02 
1910-1919     32      3258213.72   3166256.63   6424470.35 
1910-1919     33      3240428.67   3153869.29   6394297.96 
1910-1919     34      3233757.65   3150841.44   6384599.09 
1910-1919     35      3227427.89   3138343.91   6365771.80 
1910-1919     36      3227223.94   3135709.57   6362933.51 
1910-1919     37      3222137.67   3125422.86   6347560.53 
1910-1919     38      3217413.60   3117569.53   6334983.13 
1910-1919     39      3212483.84   3115319.54   6327803.38 
1910-1919     40      3208828.38   3108744.22   6317572.60 
1910-1919     41      3203754.40   3102349.19   6306103.60 
1910-1919     42      3193340.45   3090357.09   6283697.54 
1910-1919     43      3175668.00   3070408.26   6246076.26 
1910-1919     44      3162251.74   3053200.24   6215451.98 
1910-1919     45      3154239.47   3044961.07   6199200.54 
1910-1919     46      3140154.89   3031975.05   6172129.94 
1910-1919     47      3133982.77   3019594.81   6153577.58 
1910-1919     48      3122533.40   3002502.50   6125035.91 
1910-1919     49      3105726.95   2979288.93   6085015.88 
1910-1919     50      3089049.14   2958015.32   6047064.46 
1910-1919     51      3068530.07   2930953.53   5999483.60 
1910-1919     52      3056200.34   2911241.70   5967442.03 
1910-1919     53      3038804.48   2881713.91   5920518.38 
1910-1919     54      3020573.35   2849559.81   5870133.17 
1910-1919     55      3002311.37   2820293.77   5822605.14 
1910-1919     56      2976126.97   2780600.06   5756727.03 
1910-1919     57      2953869.45   2742013.73   5695883.17 
1910-1919     58      2930117.80   2698769.75   5628887.56 
1910-1919     59      2905298.74   2653388.65   5558687.38 
1910-1919     60      2875389.79   2602203.41   5477593.20 
1910-1919     61      2846365.22   2549383.58   5395748.81 
1910-1919     62      2813744.13   2490722.20   5304466.33 
1910-1919     63      2777308.19   2429188.72   5206496.91 
1910-1919     64      2738385.42   2365025.66   5103411.08 
1910-1919     65      2696865.77   2296959.95   4993825.72 
1910-1919     66      2653464.42   2226268.82   4879733.24 
1910-1919     67      2607331.98   2152936.29   4760268.27 
1910-1919     68      2557389.06   2073866.97   4631256.03 
1910-1919     69      2504244.22   1991404.05   4495648.27 
1910-1919     70      2446694.99   1905430.64   4352125.63 
1910-1919     71      2386312.65   1817587.23   4203899.87 
1910-1919     72      2322726.07   1727714.21   4050440.28 
1910-1919     73      2256398.23   1636804.05   3893202.28 
1910-1919     74      2185425.37   1544117.51   3729542.89 
1910-1919     75      2109780.62   1449382.60   3559163.22 
1910-1919     76      2029357.07   1354429.67   3383786.74 
1910-1919     77      1944233.66   1258404.00   3202637.66 
1910-1919     78      1856756.27   1163316.67   3020072.94 
1910-1919     79      1764470.71   1069523.59   2833994.30 
1910-1919     80      1665036.24    975269.16   2640305.39 
1910-1919     81      1565243.22    884536.19   2449779.41 
1910-1919     82      1462134.01    796448.33   2258582.34 
1910-1919     83      1355948.38    710932.45   2066880.83 
1910-1919     84      1247861.77    629249.97   1877111.73 
1910-1919     85      1138268.74    551722.97   1689991.71 
1910-1919     86      1028823.16    479236.96   1508060.12 
1910-1919     87       920717.57    412376.74   1333094.31 
1910-1919     88       814803.52    351159.90   1165963.42 
1910-1919     89       712098.99    295461.51   1007560.49 
1910-1919     90               .            .            . 
1910-1919     91               .            .            . 
1910-1919     92               .            .            . 
1910-1919     93               .            .            . 
1910-1919     94               .            .            . 
1910-1919     95               .            .            . 
1910-1919     96               .            .            . 
1910-1919     97               .            .            . 
1910-1919     98               .            .            . 
1910-1919     99               .            .            . 
1910-1919    100               .            .            . 
1910-1919    101               .            .            . 
1910-1919    102               .            .            . 
1910-1919    103               .            .            . 
1910-1919    104               .            .            . 
1910-1919    105               .            .            . 
1910-1919    106               .            .            . 
1910-1919    107               .            .            . 
1910-1919    108               .            .            . 
1910-1919    109               .            .            . 
1910-1919    110+              .            .            . 
1920-1929      0      3475482.12   3594647.53   7070129.65 
1920-1929      1      3326894.38   3404368.50   6731262.87 
1920-1929      2      3282958.97   3354782.49   6637741.46 
1920-1929      3      3263340.99   3333271.46   6596612.44 
1920-1929      4      3248245.88   3316236.47   6564482.35 
1920-1929      5      3236771.20   3303405.33   6540176.53 
1920-1929      6      3231208.96   3297113.25   6528322.21 
1920-1929      7      3230105.83   3295240.21   6525346.04 
1920-1929      8      3230200.74   3293718.74   6523919.48 
1920-1929      9      3229554.90   3290809.53   6520364.44 
1920-1929     10      3228442.82   3286643.30   6515086.12 
1920-1929     11      3223572.83   3277835.06   6501407.89 
1920-1929     12      3220008.19   3270135.63   6490143.82 
1920-1929     13      3223168.67   3268293.09   6491461.75 
1920-1929     14      3218494.11   3257023.17   6475517.28 
1920-1929     15      3207863.62   3238144.37   6446007.99 
1920-1929     16      3203922.20   3215412.67   6419334.87 
1920-1929     17      3235199.77   3214225.92   6449425.69 
1920-1929     18      3265659.71   3206736.07   6472395.79 
1920-1929     19      3255583.35   3199130.72   6454714.07 
1920-1929     20      3235307.28   3204345.92   6439653.20 
1920-1929     21      3228715.40   3199840.61   6428556.02 
1920-1929     22      3229446.88   3197043.75   6426490.63 
1920-1929     23      3227605.78   3194158.18   6421763.97 
1920-1929     24      3229322.05   3190932.72   6420254.77 
1920-1929     25      3236592.89   3180769.52   6417362.40 
1920-1929     26      3242075.21   3184167.16   6426242.37 
