Cumulative cohort fertility rates by birth order (horizontal parallelograms
Last modified: 25/09/2014
Code Cohort  Age     CCFR     CCFR1     CCFR2     CCFR3     CCFR4    CCFR5p
NOR  1991    28         .         .         .         .         .         .
NOR  1991    29         .         .         .         .         .         .
NOR  1991    30         .         .         .         .         .         .
NOR  1991    31         .         .         .         .         .         .
NOR  1991    32         .         .         .         .         .         .
NOR  1991    33         .         .         .         .         .         .
NOR  1991    34         .         .         .         .         .         .
NOR  1991    35         .         .         .         .         .         .
NOR  1991    36         .         .         .         .         .         .
NOR  1991    37         .         .         .         .         .         .
NOR  1991    38         .         .         .         .         .         .
NOR  1991    39         .         .         .         .         .         .
NOR  1991    40         .         .         .         .         .         .
NOR  1991    41         .         .         .         .         .         .
NOR  1991    42         .         .         .         .         .         .
NOR  1991    43         .         .         .         .         .         .
NOR  1991    44         .         .         .         .         .         .
NOR  1991    45         .         .         .         .         .         .
NOR  1991    46         .         .         .         .         .         .
NOR  1991    47         .         .         .         .         .         .
NOR  1991    48         .         .         .         .         .         .
NOR  1991    49         .         .         .         .         .         .
NOR  1991    50         .         .         .         .         .         .
NOR  1991    51         .         .         .         .         .         .
NOR  1991    52         .         .         .         .         .         .
NOR  1991    53         .         .         .         .         .         .
NOR  1991    54         .         .         .         .         .         .
NOR  1991    55         .         .         .         .         .         .
NOR  1992    12     0.000     0.000     0.000     0.000     0.000     0.000
NOR  1992    13     0.000     0.000     0.000     0.000     0.000     0.000
NOR  1992    14     0.000     0.000     0.000     0.000     0.000     0.000
NOR  1992    15     0.000     0.000     0.000     0.000     0.000     0.000
NOR  1992    16     0.001     0.001     0.000     0.000     0.000     0.000
NOR  1992    17     0.003     0.003     0.000     0.000     0.000     0.000
NOR  1992    18         .         .         .         .         .         .
NOR  1992    19         .         .         .         .         .         .
NOR  1992    20         .         .         .         .         .         .
NOR  1992    21         .         .         .         .         .         .
NOR  1992    22         .         .         .         .         .         .
NOR  1992    23         .         .         .         .         .         .
NOR  1992    24         .         .         .         .         .         .
NOR  1992    25         .         .         .         .         .         .
NOR  1992    26         .         .         .         .         .         .
NOR  1992    27         .         .         .         .         .         .
NOR  1992    28         .         .         .         .         .         .
NOR  1992    29         .         .         .         .         .         .
NOR  1992    30         .         .         .         .         .         .
NOR  1992    31         .         .         .         .         .         .
NOR  1992    32         .         .         .         .         .         .
NOR  1992    33         .         .         .         .         .         .
NOR  1992    34         .         .         .         .         .         .
NOR  1992    35         .         .         .         .         .         .
NOR  1992    36         .         .         .         .         .         .
NOR  1992    37         .         .         .         .         .         .
NOR  1992    38         .         .         .         .         .         .
NOR  1992    39         .         .         .         .         .         .
NOR  1992    40         .         .         .         .         .         .
NOR  1992    41         .         .         .         .         .         .
NOR  1992    42         .         .         .         .         .         .
NOR  1992    43         .         .         .         .         .         .
NOR  1992    44         .         .         .         .         .         .
NOR  1992    45         .         .         .         .         .         .
NOR  1992    46         .         .         .         .         .         .
NOR  1992    47         .         .         .         .         .         .
NOR  1992    48         .         .         .         .         .         .
NOR  1992    49         .         .         .         .         .         .
NOR  1992    50         .         .         .         .         .         .
NOR  1992    51         .         .         .         .         .         .
NOR  1992    52         .         .         .         .         .         .
NOR  1992    53         .         .         .         .         .         .
NOR  1992    54         .         .         .         .         .         .
NOR  1992    55         .         .         .         .         .         .
NOR  1993    12     0.000     0.000     0.000     0.000     0.000     0.000
NOR  1993    13     0.000     0.000     0.000     0.000     0.000     0.000
NOR  1993    14     0.000     0.000     0.000     0.000     0.000     0.000
NOR  1993    15     0.000     0.000     0.000     0.000     0.000     0.000
NOR  1993    16     0.000     0.000     0.000     0.000     0.000     0.000
NOR  1993    17         .         .         .         .         .         .
NOR  1993    18         .         .         .         .         .         .
NOR  1993    19         .         .         .         .         .         .
NOR  1993    20         .         .         .         .         .         .
NOR  1993    21         .         .         .         .         .         .
NOR  1993    22         .         .         .         .         .         .
NOR  1993    23         .         .         .         .         .         .
NOR  1993    24         .         .         .         .         .         .
NOR  1993    25         .         .         .         .         .         .
NOR  1993    26         .         .         .         .         .         .
NOR  1993    27         .         .         .         .         .         .
NOR  1993    28         .         .         .         .         .         .
NOR  1993    29         .         .         .         .         .         .
NOR  1993    30         .         .         .         .         .         .
NOR  1993    31         .         .         .         .         .         .
NOR  1993    32         .         .         .         .         .         .
NOR  1993    33         .         .         .         .         .         .
NOR  1993    34         .         .         .         .         .         .
NOR  1993    35         .         .         .         .         .         .
NOR  1993    36         .         .         .         .         .         .
NOR  1993    37         .         .         .         .         .         .
NOR  1993    38         .         .         .         .         .         .
NOR  1993    39         .         .         .         .         .         .
NOR  1993    40         .         .         .         .         .         .
NOR  1993    41         .         .         .         .         .         .
NOR  1993    42         .         .         .         .         .         .
NOR  1993    43         .         .         .         .         .         .
NOR  1993    44         .         .         .         .         .         .
NOR  1993    45         .         .         .         .         .         .
NOR  1993    46         .         .         .         .         .         .
NOR  1993    47         .         .         .         .         .         .
NOR  1993    48         .         .         .         .         .         .
NOR  1993    49         .         .         .         .         .         .
NOR  1993    50         .         .         .         .         .         .
NOR  1993    51         .         .         .         .         .         .
NOR  1993    52         .         .         .         .         .         .
NOR  1993    53         .         .         .         .         .         .
NOR  1993    54         .         .         .         .         .         .
NOR  1993    55         .         .         .         .         .         .
NOR  1994    12     0.000     0.000     0.000     0.000     0.000     0.000
NOR  1994    13     0.000     0.000     0.000     0.000     0.000     0.000
NOR  1994    14     0.000     0.000     0.000     0.000     0.000     0.000
NOR  1994    15     0.000     0.000     0.000     0.000     0.000     0.000
NOR  1994    16         .         .         .         .         .         .
NOR  1994    17         .         .         .         .         .         .
NOR  1994    18         .         .         .         .         .         .
NOR  1994    19         .         .         .         .         .         .
NOR  1994    20         .         .         .         .         .         .
NOR  1994    21         .         .         .         .         .         .
NOR  1994    22         .         .         .         .         .         .
NOR  1994    23         .         .         .         .         .         .
NOR  1994    24         .         .         .         .         .         .
NOR  1994    25         .         .         .         .         .         .
NOR  1994    26         .         .         .         .         .         .
NOR  1994    27         .         .         .         .         .         .
NOR  1994    28         .         .         .         .         .         .
NOR  1994    29         .         .         .         .         .         .
NOR  1994    30         .         .         .         .         .         .
NOR  1994    31         .         .         .         .         .         .
NOR  1994    32         .         .         .         .         .         .
NOR  1994    33         .         .         .         .         .         .
NOR  1994    34         .         .         .         .         .         .
NOR  1994    35         .         .         .         .         .         .
NOR  1994    36         .         .         .         .         .         .
NOR  1994    37         .         .         .         .         .         .
NOR  1994    38         .         .         .         .         .         .
NOR  1994    39         .         .         .         .         .         .
NOR  1994    40         .         .         .         .         .         .
NOR  1994    41         .         .         .         .         .         .
NOR  1994    42         .         .         .         .         .         .
NOR  1994    43         .         .         .         .         .         .
NOR  1994    44         .         .         .         .         .         .
NOR  1994    45         .         .         .         .         .         .
NOR  1994    46         .         .         .         .         .         .
NOR  1994    47         .         .         .         .         .         .
NOR  1994    48         .         .         .         .         .         .
NOR  1994    49         .         .         .         .         .         .
NOR  1994    50         .         .         .         .         .         .
NOR  1994    51         .         .         .         .         .         .
NOR  1994    52         .         .         .         .         .         .
NOR  1994    53         .         .         .         .         .         .
NOR  1994    54         .         .         .         .         .         .
NOR  1994    55         .         .         .         .         .         .
NOR  1995    12     0.000     0.000     0.000     0.000     0.000     0.000
NOR  1995    13     0.000     0.000     0.000     0.000     0.000     0.000
NOR  1995    14     0.000     0.000     0.000     0.000     0.000     0.000
NOR  1995    15         .         .         .         .         .         .
NOR  1995    16         .         .         .         .         .         .
NOR  1995    17         .         .         .         .         .         .
NOR  1995    18         .         .         .         .         .         .
NOR  1995    19         .         .         .         .         .         .
NOR  1995    20         .         .         .         .         .         .
NOR  1995    21         .         .         .         .         .         .
NOR  1995    22         .         .         .         .         .         .
NOR  1995    23         .         .         .         .         .         .
NOR  1995    24         .         .         .         .         .         .
NOR  1995    25         .         .         .         .         .         .
NOR  1995    26         .         .         .         .         .         .
NOR  1995    27         .         .         .         .         .         .
NOR  1995    28         .         .         .         .         .         .
NOR  1995    29         .         .         .         .         .         .
NOR  1995    30         .         .         .         .         .         .
NOR  1995    31         .         .         .         .         .         .
NOR  1995    32         .         .         .         .         .         .
NOR  1995    33         .         .         .         .         .         .
NOR  1995    34         .         .         .         .         .         .
NOR  1995    35         .         .         .         .         .         .
NOR  1995    36         .         .         .         .         .         .
NOR  1995    37         .         .         .         .         .         .
NOR  1995    38         .         .         .         .         .         .
NOR  1995    39         .         .         .         .         .         .
NOR  1995    40         .         .         .         .         .         .
NOR  1995    41         .         .         .         .         .         .
NOR  1995    42         .         .         .         .         .         .
NOR  1995    43         .         .         .         .         .         .
NOR  1995    44         .         .         .         .         .         .
NOR  1995    45         .         .         .         .         .         .
NOR  1995    46         .         .         .         .         .         .
NOR  1995    47         .         .         .         .         .         .
NOR  1995    48         .         .         .         .         .         .
NOR  1995    49         .         .         .         .         .         .
NOR  1995    50         .         .         .         .         .         .
NOR  1995    51         .         .         .         .         .         .
NOR  1995    52         .         .         .         .         .         .
NOR  1995    53         .         .         .         .         .         .
NOR  1995    54         .         .         .         .         .         .
NOR  1995    55         .         .         .         .         .         .
NOR  1996    12     0.000     0.000     0.000     0.000     0.000     0.000
NOR  1996    13     0.000     0.000     0.000     0.000     0.000     0.000
NOR  1996    14         .         .         .         .         .         .
NOR  1996    15         .         .         .         .         .         .
NOR  1996    16         .         .         .         .         .         .
NOR  1996    17         .         .         .         .         .         .
NOR  1996    18         .         .         .         .         .         .
NOR  1996    19         .         .         .         .         .         .
NOR  1996    20         .         .         .         .         .         .
NOR  1996    21         .         .         .         .         .         .
NOR  1996    22         .         .         .         .         .         .
NOR  1996    23         .         .         .         .         .         .
NOR  1996    24         .         .         .         .         .         .
NOR  1996    25         .         .         .         .         .         .
NOR  1996    26         .         .         .         .         .         .
NOR  1996    27         .         .         .         .         .         .
NOR  1996    28         .         .         .         .         .         .
NOR  1996    29         .         .         .         .         .         .
NOR  1996    30         .         .         .         .         .         .
NOR  1996    31         .         .         .         .         .         .
NOR  1996    32         .         .         .         .         .         .
NOR  1996    33         .         .         .         .         .         .
NOR  1996    34         .         .         .         .         .         .
NOR  1996    35         .         .         .         .         .         .
NOR  1996    36         .         .         .         .         .         .
NOR  1996    37         .         .         .         .         .         .
NOR  1996    38         .         .         .         .         .         .
NOR  1996    39         .         .         .         .         .         .
NOR  1996    40         .         .         .         .         .         .
NOR  1996    41         .         .         .         .         .         .
NOR  1996    42         .         .         .         .         .         .
NOR  1996    43         .         .         .         .         .         .
NOR  1996    44         .         .         .         .         .         .
NOR  1996    45         .         .         .         .         .         .
NOR  1996    46         .         .         .         .         .         .
NOR  1996    47         .         .         .         .         .         .
NOR  1996    48         .         .         .         .         .         .
NOR  1996    49         .         .         .         .         .         .
NOR  1996    50         .         .         .         .         .         .
NOR  1996    51         .         .         .         .         .         .
NOR  1996    52         .         .         .         .         .         .
NOR  1996    53         .         .         .         .         .         .
NOR  1996    54         .         .         .         .         .         .
NOR  1996    55         .         .         .         .         .         .
PRT  1944    12         .         .         .         .         .         .
PRT  1944    13         .         .         .         .         .         .
PRT  1944    14         .         .         .         .         .         .
PRT  1944    15     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1944    16     0.002     0.002     0.000     0.000     0.000     0.000
PRT  1944    17     0.009     0.009     0.000     0.000     0.000     0.000
PRT  1944    18     0.029     0.027     0.002     0.000     0.000     0.000
PRT  1944    19     0.073     0.063     0.008     0.001     0.000     0.000
PRT  1944    20     0.142     0.118     0.021     0.003     0.000     0.000
PRT  1944    21     0.251     0.198     0.044     0.008     0.001     0.000
PRT  1944    22     0.386     0.287     0.076     0.018     0.004     0.001
PRT  1944    23     0.555     0.389     0.121     0.034     0.008     0.002
PRT  1944    24     0.745     0.493     0.175     0.055     0.016     0.006
PRT  1944    25     0.944     0.591     0.236     0.080     0.026     0.011
PRT  1944    26     1.147     0.679     0.301     0.108     0.039     0.019
PRT  1944    27     1.340     0.753     0.366     0.137     0.054     0.030
PRT  1944    28     1.519     0.810     0.428     0.167     0.070     0.044
PRT  1944    29     1.676     0.850     0.484     0.196     0.085     0.060
PRT  1944    30     1.814     0.881     0.532     0.223     0.100     0.079
PRT  1944    31     1.945     0.907     0.576     0.248     0.115     0.098
PRT  1944    32     2.051     0.927     0.612     0.268     0.127     0.118
PRT  1944    33     2.142     0.942     0.640     0.286     0.138     0.136
PRT  1944    34     2.218     0.953     0.664     0.300     0.147     0.153
PRT  1944    35     2.278     0.962     0.682     0.312     0.154     0.168
PRT  1944    36     2.330     0.969     0.696     0.323     0.160     0.182
PRT  1944    37     2.372     0.975     0.707     0.330     0.165     0.194
PRT  1944    38     2.405     0.979     0.714     0.337     0.170     0.205
PRT  1944    39     2.432     0.982     0.719     0.343     0.174     0.215
PRT  1944    40     2.452     0.983     0.723     0.347     0.176     0.222
PRT  1944    41     2.467     0.985     0.725     0.349     0.179     0.229
PRT  1944    42     2.478     0.987     0.726     0.351     0.180     0.234
PRT  1944    43     2.485     0.988     0.727     0.351     0.182     0.237
PRT  1944    44     2.490     0.988     0.728     0.352     0.182     0.239
PRT  1944    45     2.493     0.989     0.728     0.353     0.183     0.241
PRT  1944    46     2.494     0.989     0.728     0.353     0.183     0.241
PRT  1944    47     2.495     0.989     0.728     0.353     0.183     0.242
PRT  1944    48     2.495     0.989     0.728     0.353     0.183     0.242
PRT  1944    49     2.495     0.989     0.728     0.353     0.183     0.242
PRT  1944    50     2.495     0.989     0.728     0.353     0.183     0.242
PRT  1944    51     2.495     0.989     0.728     0.353     0.183     0.242
PRT  1944    52     2.495     0.989     0.728     0.353     0.183     0.242
PRT  1944    53     2.495     0.989     0.728     0.353     0.183     0.242
PRT  1944    54     2.495     0.989     0.728     0.353     0.183     0.242
PRT  1944    55     2.495     0.989     0.728     0.353     0.183     0.242
PRT  1945    12         .         .         .         .         .         .
PRT  1945    13         .         .         .         .         .         .
PRT  1945    14     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1945    15     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1945    16     0.002     0.002     0.000     0.000     0.000     0.000
PRT  1945    17     0.010     0.010     0.000     0.000     0.000     0.000
PRT  1945    18     0.030     0.027     0.002     0.000     0.000     0.000
PRT  1945    19     0.073     0.064     0.008     0.001     0.000     0.000
PRT  1945    20     0.141     0.118     0.020     0.003     0.000     0.000
PRT  1945    21     0.248     0.196     0.043     0.008     0.001     0.000
PRT  1945    22     0.382     0.285     0.075     0.017     0.004     0.001
PRT  1945    23     0.547     0.387     0.119     0.031     0.008     0.003
PRT  1945    24     0.732     0.490     0.172     0.050     0.015     0.005
PRT  1945    25     0.928     0.588     0.233     0.074     0.024     0.010
PRT  1945    26     1.127     0.678     0.297     0.100     0.035     0.017
PRT  1945    27     1.315     0.751     0.360     0.129     0.048     0.027
PRT  1945    28     1.483     0.804     0.421     0.157     0.062     0.039
PRT  1945    29     1.633     0.844     0.475     0.184     0.076     0.054
PRT  1945    30     1.769     0.875     0.525     0.210     0.090     0.070
PRT  1945    31     1.893     0.902     0.569     0.233     0.103     0.086
PRT  1945    32     1.993     0.921     0.603     0.253     0.114     0.103
PRT  1945    33     2.077     0.935     0.632     0.269     0.123     0.118
PRT  1945    34     2.146     0.946     0.655     0.282     0.131     0.132
PRT  1945    35     2.204     0.955     0.672     0.293     0.138     0.145
PRT  1945    36     2.251     0.961     0.686     0.303     0.143     0.157
PRT  1945    37     2.290     0.966     0.696     0.311     0.148     0.168
PRT  1945    38     2.322     0.970     0.703     0.317     0.153     0.178
PRT  1945    39     2.346     0.973     0.709     0.322     0.156     0.186
PRT  1945    40     2.366     0.976     0.713     0.325     0.159     0.193
PRT  1945    41     2.380     0.978     0.715     0.328     0.161     0.199
PRT  1945    42     2.390     0.979     0.716     0.330     0.162     0.203
PRT  1945    43     2.396     0.979     0.717     0.331     0.163     0.206
PRT  1945    44     2.401     0.980     0.718     0.332     0.163     0.208
PRT  1945    45     2.403     0.980     0.718     0.332     0.164     0.209
PRT  1945    46     2.404     0.980     0.718     0.332     0.164     0.210
PRT  1945    47     2.405     0.980     0.718     0.332     0.164     0.210
PRT  1945    48     2.405     0.980     0.718     0.332     0.164     0.210
PRT  1945    49     2.405     0.980     0.718     0.332     0.164     0.210
PRT  1945    50     2.405     0.980     0.718     0.332     0.164     0.210
PRT  1945    51     2.405     0.980     0.718     0.332     0.164     0.210
PRT  1945    52     2.405     0.980     0.718     0.332     0.164     0.210
PRT  1945    53     2.405     0.980     0.718     0.332     0.164     0.210
PRT  1945    54     2.405     0.980     0.718     0.332     0.164     0.210
PRT  1945    55     2.405     0.980     0.718     0.332     0.164     0.210
PRT  1946    12         .         .         .         .         .         .
PRT  1946    13     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1946    14     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1946    15     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1946    16     0.002     0.002     0.000     0.000     0.000     0.000
PRT  1946    17     0.010     0.010     0.000     0.000     0.000     0.000
PRT  1946    18     0.030     0.028     0.002     0.000     0.000     0.000
PRT  1946    19     0.073     0.065     0.008     0.001     0.000     0.000
PRT  1946    20     0.143     0.120     0.020     0.003     0.000     0.000
PRT  1946    21     0.250     0.198     0.042     0.007     0.001     0.000
PRT  1946    22     0.383     0.288     0.074     0.016     0.003     0.001
PRT  1946    23     0.545     0.389     0.118     0.029     0.007     0.002
PRT  1946    24     0.730     0.493     0.171     0.047     0.013     0.005
PRT  1946    25     0.927     0.594     0.232     0.070     0.022     0.010
PRT  1946    26     1.125     0.683     0.296     0.097     0.032     0.016
PRT  1946    27     1.304     0.754     0.358     0.123     0.044     0.024
PRT  1946    28     1.468     0.808     0.418     0.150     0.057     0.036
PRT  1946    29     1.617     0.849     0.473     0.176     0.070     0.049
PRT  1946    30     1.749     0.881     0.524     0.199     0.082     0.063
PRT  1946    31     1.865     0.908     0.567     0.221     0.093     0.077
PRT  1946    32     1.958     0.925     0.602     0.238     0.103     0.090
PRT  1946    33     2.036     0.939     0.630     0.253     0.112     0.103
PRT  1946    34     2.101     0.949     0.652     0.266     0.119     0.115
PRT  1946    35     2.156     0.957     0.670     0.278     0.125     0.126
PRT  1946    36     2.202     0.964     0.684     0.288     0.131     0.137
PRT  1946    37     2.240     0.969     0.694     0.295     0.135     0.147
PRT  1946    38     2.272     0.972     0.702     0.302     0.140     0.156
PRT  1946    39     2.295     0.975     0.707     0.307     0.143     0.163
PRT  1946    40     2.313     0.978     0.710     0.311     0.146     0.170
PRT  1946    41     2.327     0.979     0.712     0.313     0.147     0.174
PRT  1946    42     2.336     0.980     0.714     0.315     0.149     0.178
PRT  1946    43     2.342     0.981     0.715     0.316     0.150     0.181
PRT  1946    44     2.346     0.981     0.715     0.316     0.150     0.183
PRT  1946    45     2.348     0.982     0.715     0.316     0.151     0.183
PRT  1946    46     2.349     0.982     0.716     0.317     0.151     0.184
PRT  1946    47     2.349     0.982     0.716     0.317     0.151     0.184
PRT  1946    48     2.349     0.982     0.716     0.317     0.151     0.184
PRT  1946    49     2.349     0.982     0.716     0.317     0.151     0.184
PRT  1946    50     2.349     0.982     0.716     0.317     0.151     0.184
PRT  1946    51     2.349     0.982     0.716     0.317     0.151     0.184
PRT  1946    52     2.349     0.982     0.716     0.317     0.151     0.184
PRT  1946    53     2.349     0.982     0.716     0.317     0.151     0.184
PRT  1946    54     2.350     0.982     0.716     0.317     0.151     0.184
PRT  1946    55     2.350     0.982     0.716     0.317     0.151     0.184
PRT  1947    12     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1947    13     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1947    14     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1947    15     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1947    16     0.003     0.003     0.000     0.000     0.000     0.000
PRT  1947    17     0.011     0.010     0.001     0.000     0.000     0.000
PRT  1947    18     0.032     0.030     0.003     0.000     0.000     0.000
PRT  1947    19     0.076     0.067     0.008     0.001     0.000     0.000
PRT  1947    20     0.149     0.124     0.021     0.003     0.000     0.000
PRT  1947    21     0.255     0.203     0.043     0.008     0.001     0.000
PRT  1947    22     0.386     0.292     0.075     0.016     0.003     0.001
PRT  1947    23     0.546     0.391     0.118     0.029     0.006     0.002
PRT  1947    24     0.730     0.497     0.171     0.046     0.012     0.004
PRT  1947    25     0.919     0.595     0.229     0.068     0.020     0.008
PRT  1947    26     1.106     0.681     0.290     0.092     0.030     0.013
PRT  1947    27     1.278     0.750     0.349     0.117     0.041     0.021
PRT  1947    28     1.440     0.804     0.410     0.142     0.053     0.031
PRT  1947    29     1.585     0.847     0.465     0.166     0.064     0.042
PRT  1947    30     1.709     0.880     0.514     0.187     0.074     0.053
PRT  1947    31     1.816     0.906     0.557     0.206     0.083     0.064
PRT  1947    32     1.903     0.922     0.592     0.223     0.092     0.075
PRT  1947    33     1.975     0.935     0.619     0.237     0.100     0.085
PRT  1947    34     2.036     0.944     0.640     0.250     0.106     0.095
PRT  1947    35     2.087     0.951     0.658     0.260     0.113     0.105
PRT  1947    36     2.129     0.957     0.671     0.270     0.118     0.114
PRT  1947    37     2.162     0.961     0.680     0.277     0.122     0.122
PRT  1947    38     2.190     0.965     0.687     0.284     0.125     0.129
PRT  1947    39     2.210     0.968     0.691     0.288     0.128     0.135
PRT  1947    40     2.226     0.970     0.695     0.291     0.131     0.139
PRT  1947    41     2.237     0.971     0.697     0.294     0.132     0.143
PRT  1947    42     2.245     0.973     0.698     0.295     0.133     0.146
PRT  1947    43     2.250     0.973     0.698     0.296     0.134     0.148
PRT  1947    44     2.253     0.974     0.699     0.296     0.135     0.149
PRT  1947    45     2.254     0.974     0.699     0.297     0.135     0.150
PRT  1947    46     2.255     0.974     0.699     0.297     0.135     0.150
PRT  1947    47     2.256     0.974     0.699     0.297     0.135     0.150
PRT  1947    48     2.256     0.974     0.699     0.297     0.135     0.150
PRT  1947    49     2.256     0.974     0.699     0.297     0.135     0.151
PRT  1947    50     2.256     0.974     0.699     0.297     0.135     0.151
PRT  1947    51     2.256     0.974     0.699     0.297     0.135     0.151
PRT  1947    52     2.256     0.974     0.699     0.297     0.135     0.151
PRT  1947    53     2.256     0.974     0.699     0.297     0.135     0.151
PRT  1947    54     2.256     0.974     0.699     0.297     0.135     0.151
PRT  1947    55     2.256     0.974     0.699     0.297     0.135     0.151
PRT  1948    12     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1948    13     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1948    14     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1948    15     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1948    16     0.003     0.003     0.000     0.000     0.000     0.000
PRT  1948    17     0.012     0.011     0.001     0.000     0.000     0.000
PRT  1948    18     0.035     0.032     0.002     0.000     0.000     0.000
PRT  1948    19     0.081     0.071     0.009     0.001     0.000     0.000
PRT  1948    20     0.153     0.129     0.021     0.003     0.000     0.000
PRT  1948    21     0.260     0.207     0.044     0.007     0.001     0.000
PRT  1948    22     0.389     0.295     0.075     0.015     0.003     0.001
PRT  1948    23     0.545     0.394     0.117     0.027     0.006     0.002
PRT  1948    24     0.722     0.497     0.168     0.043     0.011     0.003
PRT  1948    25     0.897     0.588     0.222     0.063     0.018     0.007
PRT  1948    26     1.074     0.670     0.280     0.086     0.027     0.012
PRT  1948    27     1.245     0.740     0.340     0.109     0.037     0.019
PRT  1948    28     1.401     0.795     0.398     0.132     0.048     0.027
PRT  1948    29     1.539     0.839     0.452     0.154     0.058     0.036
PRT  1948    30     1.657     0.870     0.501     0.173     0.066     0.045
PRT  1948    31     1.758     0.894     0.544     0.191     0.075     0.054
PRT  1948    32     1.845     0.910     0.580     0.208     0.083     0.064
PRT  1948    33     1.921     0.923     0.610     0.224     0.091     0.074
PRT  1948    34     1.983     0.932     0.634     0.237     0.098     0.083
PRT  1948    35     2.036     0.939     0.652     0.249     0.103     0.092
PRT  1948    36     2.078     0.946     0.664     0.259     0.109     0.101
PRT  1948    37     2.111     0.950     0.673     0.266     0.113     0.108
PRT  1948    38     2.138     0.954     0.680     0.272     0.117     0.115
PRT  1948    39     2.158     0.956     0.684     0.276     0.120     0.121
PRT  1948    40     2.173     0.959     0.688     0.280     0.122     0.125
PRT  1948    41     2.185     0.960     0.690     0.282     0.124     0.128
PRT  1948    42     2.192     0.961     0.691     0.283     0.125     0.131
PRT  1948    43     2.197     0.962     0.692     0.284     0.126     0.133
PRT  1948    44     2.201     0.963     0.692     0.285     0.127     0.134
PRT  1948    45     2.202     0.963     0.693     0.285     0.127     0.135
PRT  1948    46     2.203     0.963     0.693     0.286     0.127     0.135
PRT  1948    47     2.204     0.963     0.693     0.286     0.127     0.135
PRT  1948    48     2.204     0.963     0.693     0.286     0.127     0.135
PRT  1948    49     2.204     0.963     0.693     0.286     0.127     0.135
PRT  1948    50     2.204     0.963     0.693     0.286     0.127     0.135
PRT  1948    51     2.204     0.963     0.693     0.286     0.127     0.135
PRT  1948    52     2.204     0.963     0.693     0.286     0.127     0.135
PRT  1948    53     2.204     0.963     0.693     0.286     0.127     0.135
PRT  1948    54     2.204     0.963     0.693     0.286     0.127     0.135
PRT  1948    55     2.204     0.963     0.693     0.286     0.127     0.135
PRT  1949    12     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1949    13     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1949    14     0.000     0.000     0.000     0.000     0.000     0.000
PRT  1949    15     0.001     0.001     0.000     0.000     0.000     0.000
PRT  1949    16     0.003     0.003     0.000     0.000     0.000     0.000
PRT  1949    17     0.012     0.011     0.001     0.000     0.000     0.000
PRT  1949    18     0.036     0.033     0.002     0.000     0.000     0.000
PRT  1949    19     0.083     0.074     0.008     0.001     0.000     0.000
PRT  1949    20     0.155     0.131     0.020     0.003     0.000     0.000
PRT  1949    21     0.257     0.206     0.042     0.007     0.001     0.000
PRT  1949    22     0.383     0.292     0.073     0.014     0.003     0.001
PRT  1949    23     0.534     0.389     0.113     0.025     0.006     0.002
PRT  1949    24     0.701     0.486     0.160     0.041     0.010     0.003
PRT  1949    25     0.871     0.575     0.213     0.060     0.017     0.007
PRT  1949    26     1.048     0.659     0.271     0.081     0.025     0.011
PRT  1949    27     1.218     0.732     0.331     0.103     0.034     0.018
PRT  1949    28     1.368     0.788     0.388     0.123     0.044     0.025
PRT  1949    29     1.499     0.829     0.442     0.143     0.053     0.033
PRT  1949    30     1.609     0.857     0.490     0.161     0.060     0.041
PRT  1949    31     1.708     0.879     0.532     0.178     0.069     0.049
PRT  1949    32     1.792     0.894     0.569     0.195     0.077     0.057
PRT  1949    33     1.864     0.906     0.599     0.210     0.084     0.065
PRT  1949    34     1.923     0.916     0.621     0.223     0.090     0.073
PRT  1949    35     1.972     0.922     0.639     0.234     0.096     0.082
PRT  1949    36     2.012     0.928     0.651     0.243     0.100     0.089
PRT  1949    37     2.042     0.932     0.659     0.250     0.105     0.096
PRT  1949    38     2.067     0.935     0.666     0.256     0.108     0.102
PRT  1949    39     2.086     0.939     0.670     0.260     0.111     0.106
PRT  1949    40     2.100     0.941     0.673     0.263     0.113     0.110
PRT  1949    41     2.110     0.942     0.676     0.265     0.114     0.113
PRT  1949    42     2.117     0.943     0.677     0.267     0.115     0.115
PRT  1949    43     2.122     0.944     0.678     0.267     0.116     0.117
PRT  1949    44     2.125     0.944     0.679     0.268     0.116     0.118
PRT  1949    45     2.127     0.944     0.679     0.268     0.117     0.119
PRT  1949    46     2.128     0.944     0.679     0.269     0.117     0.119
PRT  1949    47     2.128     0.944     0.679     0.269     0.117     0.119
PRT  1949    48     2.128     0.944     0.679     0.269     0.117     0.119
PRT  1949    49     2.129     0.944     0.679     0.269     0.117     0.119
