Census-based period fertility tables, birth orders 1 to 5+
Last modified: 25/09/2014
Code Year     x       w0x       m1x       q1x     l0x    b1x     L0x   Sb1x       w1x       m2x       q2x    l1x    b2x     L1x   Sb2x       w2x       m3x       q3x    l2x    b3x     L2x   Sb3x       w3x       m4x       q4x    l3x    b4x     L3x   Sb4x       w4x      m5px      q5px    l4x   b5px     L4x  Sb5px
SWE  1997    54   0.12210   0.00000   0.00000    2200      0    2200   7800   0.16284   0.00000   0.00000   1814      0    1814   5986   0.42989   0.00000   0.00000   4182      0    4182   1804   0.20676   0.00000   0.00000   1434      0    1434    370   0.07841   0.00000   0.00000    370      0     370    124
SWE  1997    55+  0.12262   0.00000   0.00000    2200      0    2200   7800   0.16098   0.00000   0.00000   1814      0    1814   5986   0.42605   0.00000   0.00000   4182      0    4182   1804   0.20932   0.00000   0.00000   1434      0    1434    370   0.08104   0.00000   0.00000    370      0     370    124
SWE  1998    12-  1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  1998    13   0.99998   0.00000   0.00000   10000      0   10000      0   0.00002         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  1998    14   0.99991   0.00006   0.00006   10000      1   10000      0   0.00009         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  1998    15   0.99957   0.00065   0.00065    9999      6    9996      1   0.00043   0.04847   0.04733      1      0       4      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  1998    16   0.99812   0.00157   0.00157    9993     16    9985      7   0.00184   0.00000   0.00000      7      0      15      0   0.00004         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  1998    17   0.99436   0.00435   0.00434    9977     43    9956     23   0.00541   0.03734   0.03666     23      2      44      0   0.00022   0.00000   0.00000      0      0       1      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  1998    18   0.98745   0.00892   0.00888    9934     88    9890     66   0.01177   0.05237   0.05104     64      6     107      2   0.00076   0.02629   0.02595      2      0       3      0   0.00002         .         .      0      0       0      0   0.00001         .         .      0      0       0      0
SWE  1998    19   0.97478   0.01534   0.01522    9846    150    9771    154   0.02276   0.08065   0.07752    147     17     216      7   0.00233   0.04371   0.04278      7      1      13      0   0.00011   0.17987   0.16502      0      0       0      0   0.00001         .         .      0      0       0      0
SWE  1998    20   0.95345   0.02247   0.02222    9696    215    9588    304   0.04067   0.09518   0.09086    279     36     374     25   0.00546   0.06373   0.06176     24      2      36      1   0.00039   0.05246   0.05112      1      0       1      0   0.00003         .         .      0      0       0      0
SWE  1998    21   0.92386   0.03158   0.03109    9480    295    9333    520   0.06318   0.12785   0.12017    459     74     579     60   0.01189   0.07675   0.07392     58      6      83      3   0.00096   0.04137   0.04053      3      0       5      0   0.00010   0.00000   0.00000      0      0       0      0
SWE  1998    22   0.88416   0.03822   0.03750    9186    344    9014    814   0.08930   0.15538   0.14418    680    125     803    134   0.02403   0.07296   0.07039    125     12     170      9   0.00228   0.06701   0.06484      9      1      13      0   0.00024   0.07969   0.07664      0      0       1      0
SWE  1998    23   0.83726   0.04429   0.04333    8841    383    8650   1159   0.11588   0.17606   0.16182    900    179    1018    259   0.04155   0.07891   0.07591    238     24     301     22   0.00466   0.09944   0.09473     21      3      29      1   0.00064   0.11137   0.10549      1      0       2      0
SWE  1998    24   0.78356   0.05419   0.05276    8458    446    8235   1542   0.14117   0.17935   0.16459   1103    222    1236    439   0.06489   0.07492   0.07221    393     35     470     45   0.00895   0.07981   0.07675     41      4      54      4   0.00143   0.08530   0.08181      4      0       6      0
SWE  1998    25   0.71645   0.06589   0.06379    8012    511    7756   1988   0.16670   0.19199   0.17517   1328    282    1467    660   0.09846   0.06498   0.06293    579     44     678     81   0.01581   0.06634   0.06421     72      6      88      8   0.00257   0.12039   0.11355      8      1      11      1
SWE  1998    26   0.64329   0.07901   0.07601    7501    570    7216   2499   0.18924   0.20265   0.18401   1557    344    1699    942   0.13828   0.06507   0.06302    817     61     935    125   0.02467   0.07912   0.07611    110     10     132     14   0.00451   0.09027   0.08637     14      2      18      2
SWE  1998    27   0.56598   0.09079   0.08685    6931    602    6630   3069   0.20682   0.20860   0.18890   1783    400    1916   1286   0.18339   0.06410   0.06211   1101     79    1235    186   0.03642   0.07778   0.07487    161     15     189     25   0.00738   0.08505   0.08158     25      3      31      4
SWE  1998    28   0.48648   0.09987   0.09512    6329    602    6028   3671   0.21912   0.21798   0.19656   1985    456    2091   1686   0.23094   0.05803   0.05640   1421     91    1576    265   0.05181   0.06213   0.06026    225     16     259     39   0.01165   0.07958   0.07653     39      4      46      6
SWE  1998    29   0.41599   0.11301   0.10697    5727    613    5420   4273   0.22348   0.21415   0.19344   2132    478    2232   2142   0.27447   0.06461   0.06259   1785    125    1936    356   0.06933   0.06309   0.06116    301     22     347     55   0.01673   0.07802   0.07509     55      5      65     10
SWE  1998    30   0.35395   0.11573   0.10940    5114    559    4834   4886   0.21960   0.21611   0.19504   2266    502    2325   2620   0.31611   0.05551   0.05402   2138    128    2302    481   0.08807   0.04483   0.04384    404     20     453     77   0.02228   0.08462   0.08119     77      7      86     15
SWE  1998    31   0.30268   0.12029   0.11346    4555    517    4296   5445   0.21025   0.21889   0.19730   2323    515    2352   3122   0.35085   0.05450   0.05305   2513    146    2676    609   0.10749   0.04221   0.04134    511     24     567     98   0.02874   0.06957   0.06723     98      8     108     22
SWE  1998    32   0.26321   0.10760   0.10210    4038    412    3832   5962   0.19691   0.20055   0.18227   2325    465    2319   3637   0.37493   0.04830   0.04717   2882    146    3026    755   0.12785   0.03962   0.03886    633     27     689    122   0.03710   0.07057   0.06817    122      9     134     30
SWE  1998    33   0.23127   0.09453   0.09026    3626    327    3462   6374   0.18434   0.18221   0.16699   2272    409    2246   4102   0.39075   0.04633   0.04528   3201    154    3318    901   0.14796   0.03799   0.03728    752     31     811    149   0.04567   0.05738   0.05578    149      9     163     39
SWE  1998    34   0.20763   0.08777   0.08408    3298    277    3160   6702   0.17180   0.16230   0.15012   2190    351    2165   4511   0.39986   0.04030   0.03950   3457    143    3553   1055   0.16592   0.03451   0.03392    875     32     928    180   0.05479   0.05530   0.05381    180     11     195     49
SWE  1998    35   0.19087   0.07492   0.07221    3021    218    2912   6979   0.16022   0.14437   0.13465   2116    301    2083   4863   0.40205   0.03808   0.03736   3665    142    3739   1198   0.18154   0.02799   0.02760    986     29    1041    212   0.06532   0.04017   0.03938    212      9     225     59
SWE  1998    36   0.17886   0.06082   0.05902    2803    165    2720   7197   0.15216   0.12070   0.11383   2034    241    2001   5163   0.40339   0.03340   0.03285   3823    129    3876   1340   0.19209   0.02548   0.02516   1099     29    1148    241   0.07350   0.04635   0.04530    241     12     255     68
SWE  1998    37   0.16687   0.04846   0.04732    2637    125    2575   7363   0.14533   0.09027   0.08637   1958    175    1936   5405   0.40216   0.02560   0.02527   3935    102    3970   1470   0.20438   0.02030   0.02010   1200     25    1237    270   0.08125   0.03521   0.03460    270     10     282     80
SWE  1998    38   0.15716   0.04007   0.03929    2513     99    2463   7487   0.14227   0.06727   0.06508   1908    127    1895   5580   0.39806   0.01947   0.01928   4008     78    4032   1571   0.21566   0.01600   0.01587   1276     21    1305    295   0.08685   0.03300   0.03246    295     10     305     90
SWE  1998    39   0.15085   0.03199   0.03149    2414     76    2376   7586   0.14219   0.04838   0.04724   1879     91    1873   5707   0.39736   0.01435   0.01425   4057     58    4073   1650   0.22039   0.01186   0.01179   1334     16    1355    316   0.08921   0.02557   0.02525    316      8     324    100
SWE  1998    40   0.14573   0.02217   0.02192    2338     51    2312   7662   0.14153   0.03129   0.03081   1864     58    1861   5798   0.39862   0.00915   0.00911   4089     38    4100   1708   0.22284   0.00904   0.00900   1376     13    1389    332   0.09128   0.02283   0.02257    332      8     338    109
SWE  1998    41   0.14410   0.01348   0.01339    2287     31    2271   7713   0.14345   0.01846   0.01829   1857     34    1856   5856   0.39772   0.00514   0.00513   4110     21    4117   1746   0.22179   0.00620   0.00618   1401      9    1407    345   0.09294   0.01591   0.01578    345      6     349    116
SWE  1998    42   0.14229   0.00789   0.00786    2256     18    2247   7744   0.14647   0.01073   0.01067   1854     20    1853   5890   0.39880   0.00368   0.00367   4123     15    4126   1767   0.21992   0.00408   0.00408   1413      6    1418    353   0.09252   0.01064   0.01058    353      4     356    122
SWE  1998    43   0.14063   0.00498   0.00497    2238     11    2233   7762   0.14827   0.00733   0.00730   1852     14    1850   5910   0.40252   0.00179   0.00178   4128      7    4131   1782   0.21848   0.00265   0.00264   1423      4    1425    359   0.09010   0.00739   0.00736    359      3     361    126
SWE  1998    44   0.13726   0.00278   0.00278    2227      6    2224   7773   0.15132   0.00218   0.00218   1849      4    1850   5924   0.40702   0.00132   0.00132   4134      5    4133   1790   0.21552   0.00161   0.00161   1426      2    1428    363   0.08888   0.00391   0.00390    363      1     364    128
SWE  1998    45   0.13343   0.00051   0.00051    2221      1    2220   7779   0.15632   0.00142   0.00142   1851      3    1851   5928   0.41228   0.00025   0.00025   4133      1    4133   1795   0.21218   0.00081   0.00081   1430      1    1430    365   0.08579   0.00300   0.00299    365      1     366    130
SWE  1998    46   0.13207   0.00066   0.00066    2220      1    2219   7780   0.15973   0.00076   0.00076   1850      1    1850   5930   0.41749   0.00004   0.00004   4134      0    4135   1796   0.21023   0.00058   0.00058   1430      1    1429    366   0.08048   0.00087   0.00087    366      0     367    131
SWE  1998    47   0.12837   0.00027   0.00027    2218      1    2218   7782   0.16096   0.00011   0.00011   1850      0    1850   5932   0.42253   0.00020   0.00020   4136      1    4135   1796   0.20895   0.00008   0.00008   1429      0    1429    367   0.07919   0.00043   0.00043    367      0     367    131
SWE  1998    48   0.12425   0.00000   0.00000    2218      0    2218   7782   0.16198   0.00000   0.00000   1850      0    1850   5932   0.42790   0.00000   0.00000   4135      0    4135   1797   0.20883   0.00000   0.00000   1430      0    1430    367   0.07704   0.00021   0.00021    367      0     367    131
SWE  1998    49   0.12214   0.00000   0.00000    2218      0    2218   7782   0.16285   0.00010   0.00010   1850      0    1850   5932   0.43362   0.00000   0.00000   4135      0    4135   1797   0.20715   0.00000   0.00000   1430      0    1430    367   0.07424   0.00000   0.00000    367      0     367    131
SWE  1998    50   0.12029   0.00000   0.00000    2218      0    2218   7782   0.16468   0.00000   0.00000   1850      0    1850   5932   0.43660   0.00004   0.00004   4135      0    4135   1797   0.20489   0.00000   0.00000   1430      0    1430    367   0.07354   0.00000   0.00000    367      0     367    131
SWE  1998    51   0.11903   0.00000   0.00000    2218      0    2218   7782   0.16491   0.00000   0.00000   1850      0    1850   5932   0.44019   0.00000   0.00000   4135      0    4135   1797   0.20332   0.00000   0.00000   1430      0    1430    367   0.07256   0.00000   0.00000    367      0     367    131
SWE  1998    52   0.11969   0.00000   0.00000    2218      0    2218   7782   0.16556   0.00000   0.00000   1850      0    1850   5932   0.44340   0.00000   0.00000   4135      0    4135   1797   0.19971   0.00000   0.00000   1430      0    1430    367   0.07164   0.00000   0.00000    367      0     367    131
SWE  1998    53   0.11956   0.00000   0.00000    2218      0    2218   7782   0.16528   0.00000   0.00000   1850      0    1850   5932   0.44264   0.00000   0.00000   4135      0    4135   1797   0.19890   0.00000   0.00000   1430      0    1430    367   0.07362   0.00000   0.00000    367      0     367    131
SWE  1998    54   0.12018   0.00000   0.00000    2218      0    2218   7782   0.16366   0.00000   0.00000   1850      0    1850   5932   0.43654   0.00000   0.00000   4135      0    4135   1797   0.20254   0.00000   0.00000   1430      0    1430    367   0.07708   0.00000   0.00000    367      0     367    131
SWE  1998    55+  0.12210   0.00000   0.00000    2218      0    2218   7782   0.16321   0.00000   0.00000   1850      0    1850   5932   0.43102   0.00000   0.00000   4135      0    4135   1797   0.20571   0.00000   0.00000   1430      0    1430    367   0.07796   0.00000   0.00000    367      0     367    131
SWE  1999    12-  1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  1999    13   0.99997   0.00006   0.00006   10000      1   10000      0   0.00003         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  1999    14   0.99989   0.00010   0.00010    9999      1    9999      1   0.00011   0.00000   0.00000      1      0       1      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  1999    15   0.99954   0.00041   0.00041    9998      4    9996      2   0.00046   0.00000   0.00000      2      0       4      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  1999    16   0.99825   0.00198   0.00197    9994     20    9984      6   0.00170   0.04875   0.04759      6      1      15      0   0.00005         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  1999    17   0.99491   0.00402   0.00401    9975     40    9955     25   0.00491   0.02505   0.02474     25      1      44      1   0.00018   0.00000   0.00000      1      0       1      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  1999    18   0.98735   0.00941   0.00936    9935     93    9888     65   0.01188   0.05923   0.05753     64      6     108      2   0.00072   0.11159   0.10569      2      0       4      0   0.00005         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  1999    19   0.97496   0.01582   0.01569    9842    154    9764    158   0.02290   0.08406   0.08067    150     19     221      8   0.00202   0.09834   0.09373      8      1      14      0   0.00010   0.19021   0.17369      0      0       1      0   0.00002         .         .      0      0       0      0
SWE  1999    20   0.95575   0.02380   0.02352    9687    228    9573    313   0.03867   0.09856   0.09393    286     38     386     27   0.00523   0.06200   0.06014     25      2      38      2   0.00032   0.06288   0.06097      2      0       2      0   0.00003         .         .      0      0       0      0
SWE  1999    21   0.92777   0.03191   0.03140    9459    297    9311    541   0.06027   0.13014   0.12219    476     77     595     65   0.01098   0.05379   0.05238     61      5      88      4   0.00090   0.09069   0.08676      4      0       5      0   0.00008         .         .      0      0       0      0
SWE  1999    22   0.89355   0.03596   0.03533    9162    324    9000    838   0.08302   0.15478   0.14367    695    125     807    142   0.02101   0.07045   0.06805    134     13     179      9   0.00220   0.06294   0.06102      8      1      12      1   0.00022   0.08975   0.08590      1      0       1      0
SWE  1999    23   0.84949   0.04214   0.04127    8839    365    8656   1161   0.10785   0.17238   0.15870    894    173    1006    267   0.03763   0.08913   0.08533    246     27     306     21   0.00451   0.06302   0.06109     20      2      30      2   0.00051   0.03696   0.03629      2      0       2      0
SWE  1999    24   0.79759   0.05261   0.05126    8474    434    8257   1526   0.13378   0.17285   0.15910   1086    210    1216    441   0.05934   0.08212   0.07888    392     38     463     49   0.00807   0.09875   0.09411     45      6      59      3   0.00122   0.07269   0.07014      3      0       6      0
SWE  1999    25   0.73919   0.06221   0.06033    8039    485    7797   1961   0.15845   0.18435   0.16879   1310    266    1442    651   0.08639   0.07510   0.07238    564     49     654     87   0.01352   0.08080   0.07766     78      8      95      9   0.00244   0.11367   0.10755      9      1      12      1
SWE  1999    26   0.66783   0.07472   0.07203    7554    544    7282   2446   0.18158   0.20105   0.18269   1529    334    1661    917   0.12460   0.07208   0.06958    781     64     893    136   0.02187   0.08681   0.08320    119     12     141     17   0.00413   0.11606   0.10969     17      3      22      2
SWE  1999    27   0.59266   0.08812   0.08441    7010    592    6714   2990   0.19973   0.21244   0.19204   1739    397    1868   1251   0.16825   0.06305   0.06112   1050     75    1185    200   0.03264   0.07204   0.06953    171     14     197     29   0.00672   0.06298   0.06106     29      2      35      4
SWE  1999    28   0.51529   0.10046   0.09565    6419    614    6112   3581   0.21304   0.21760   0.19624   1934    446    2051   1648   0.21518   0.06631   0.06418   1373    101    1518    275   0.04630   0.06135   0.05952    232     16     269     43   0.01020   0.10603   0.10069     43      5      50      7
SWE  1999    29   0.43775   0.10976   0.10405    5805    604    5503   4195   0.22092   0.21639   0.19526   2102    476    2198   2094   0.26284   0.06063   0.05884   1718    114    1873    376   0.06316   0.06403   0.06205    316     23     357     60   0.01532   0.09329   0.08913     60      6      70     12
SWE  1999    30   0.37153   0.11661   0.11018    5201    573    4914   4799   0.22134   0.21567   0.19467   2230    496    2299   2570   0.30420   0.05451   0.05306   2080    122    2242    489   0.08182   0.05227   0.05094    407     24     451     83   0.02112   0.09125   0.08727     83      8      93     19
SWE  1999    31   0.31501   0.11776   0.11121    4628    515    4370   5372   0.21334   0.20010   0.18190   2307    471    2354   3065   0.34322   0.05528   0.05379   2454    144    2598    611   0.10157   0.05050   0.04926    505     28     559    106   0.02687   0.07302   0.07045    106      9     119     27
SWE  1999    32   0.27019   0.10822   0.10266    4113    422    3902   5887   0.20065   0.20141   0.18298   2350    473    2347   3537   0.37427   0.05028   0.04904   2782    147    2928    755   0.12124   0.04228   0.04141    621     29     676    134   0.03365   0.06613   0.06401    134     10     147     36
SWE  1999    33   0.23714   0.10047   0.09567    3691    353    3514   6309   0.18660   0.17461   0.16059   2300    400    2292   4009   0.39307   0.04475   0.04377   3107    144    3224    902   0.14076   0.03638   0.03573    739     29     794    163   0.04243   0.06746   0.06526    163     12     176     45
SWE  1999    34   0.21093   0.09266   0.08856    3338    296    3190   6662   0.17441   0.16219   0.15002   2253    362    2232   4409   0.40395   0.04123   0.04040   3363    143    3464   1047   0.15942   0.03378   0.03322    855     31     908    192   0.05129   0.05515   0.05367    192     11     206     57
SWE  1999    35   0.19157   0.07938   0.07635    3042    232    2926   6958   0.16277   0.13859   0.12961   2187    299    2161   4771   0.40910   0.03868   0.03795   3582    141    3656   1189   0.17609   0.03229   0.03178    967     33    1019    223   0.06047   0.04768   0.04657    223     11     238     69
SWE  1999    36   0.17789   0.06592   0.06382    2810    179    2720   7190   0.15291   0.11921   0.11251   2119    249    2090   5071   0.40813   0.03096   0.03048   3740    118    3802   1331   0.19042   0.02594   0.02561   1075     29    1118    256   0.07065   0.04067   0.03986    256     11     269     80
SWE  1999    37   0.16886   0.05598   0.05446    2630    143    2559   7370   0.14645   0.09357   0.08939   2050    190    2030   5320   0.40731   0.02546   0.02514   3871    100    3914   1449   0.19924   0.01978   0.01958   1164     24    1201    285   0.07815   0.03649   0.03583    285     11     296     91
SWE  1999    38   0.15948   0.04093   0.04011    2487    100    2437   7513   0.14128   0.07067   0.06826   2003    140    1984   5510   0.40470   0.01853   0.01836   3962     74    3994   1548   0.20941   0.01466   0.01455   1240     19    1267    308   0.08513   0.02673   0.02638    308      8     317    102
SWE  1999    39   0.15169   0.03297   0.03243    2387     77    2349   7613   0.13960   0.05355   0.05215   1962    104    1950   5650   0.39967   0.01388   0.01379   4028     56    4051   1622   0.21888   0.01268   0.01260   1295     17    1315    327   0.09016   0.02960   0.02917    327     10     335    110
SWE  1999    40   0.14708   0.02160   0.02137    2310     49    2285   7690   0.14041   0.03262   0.03210   1935     63    1929   5755   0.39806   0.00992   0.00987   4076     41    4087   1678   0.22267   0.00962   0.00957   1335     13    1349    344   0.09177   0.01779   0.01763    344      6     350    120
SWE  1999    41   0.14340   0.01392   0.01382    2261     31    2245   7739   0.14045   0.02249   0.02224   1922     43    1916   5818   0.39879   0.00631   0.00629   4099     26    4107   1719   0.22422   0.00627   0.00625   1362      9    1371    357   0.09314   0.01342   0.01333    357      5     361    126
SWE  1999    42   0.14271   0.01036   0.01031    2229     23    2218   7771   0.14291   0.01095   0.01089   1910     21    1911   5861   0.39797   0.00341   0.00341   4116     14    4119   1745   0.22220   0.00395   0.00394   1380      5    1384    365   0.09421   0.01022   0.01017    365      4     368    131
SWE  1999    43   0.14151   0.00500   0.00499    2206     11    2201   7794   0.14637   0.00578   0.00577   1912     11    1912   5882   0.39876   0.00208   0.00208   4123      9    4124   1759   0.22011   0.00251   0.00251   1388      3    1391    371   0.09324   0.00908   0.00904    371      3     372    135
SWE  1999    44   0.14037   0.00300   0.00299    2195      7    2192   7805   0.14826   0.00284   0.00283   1912      5    1913   5893   0.40226   0.00083   0.00083   4125      3    4126   1767   0.21852   0.00136   0.00136   1393      2    1394    374   0.09059   0.00426   0.00425    374      2     375    138
SWE  1999    45   0.13733   0.00114   0.00114    2189      2    2188   7811   0.15128   0.00161   0.00161   1913      3    1913   5898   0.40684   0.00056   0.00056   4127      2    4127   1771   0.21543   0.00008   0.00008   1395      0    1396    376   0.08911   0.00215   0.00214    376      1     376    140
SWE  1999    46   0.13355   0.00090   0.00090    2186      2    2185   7814   0.15620   0.00077   0.00077   1913      1    1913   5901   0.41210   0.00021   0.00021   4128      1    4128   1773   0.21218   0.00016   0.00016   1397      0    1397    376   0.08597   0.00120   0.00120    376      0     376    141
SWE  1999    47   0.13238   0.00000   0.00000    2184      0    2184   7816   0.15960   0.00000   0.00000   1913      0    1913   5903   0.41719   0.00004   0.00004   4128      0    4128   1774   0.21019   0.00008   0.00008   1398      0    1398    376   0.08064   0.00022   0.00022    376      0     376    141
SWE  1999    48   0.12879   0.00026   0.00026    2184      1    2184   7816   0.16086   0.00011   0.00011   1913      0    1913   5903   0.42229   0.00004   0.00004   4128      0    4128   1774   0.20880   0.00000   0.00000   1398      0    1398    376   0.07926   0.00022   0.00022    376      0     376    141
SWE  1999    49   0.12453   0.00013   0.00013    2184      0    2184   7816   0.16191   0.00000   0.00000   1913      0    1914   5903   0.42777   0.00000   0.00000   4128      0    4128   1774   0.20870   0.00000   0.00000   1398      0    1398    376   0.07709   0.00021   0.00021    376      0     376    141
SWE  1999    50   0.12244   0.00013   0.00013    2184      0    2183   7816   0.16273   0.00010   0.00010   1914      0    1914   5903   0.43349   0.00000   0.00000   4128      0    4128   1774   0.20713   0.00000   0.00000   1398      0    1398    376   0.07421   0.00000   0.00000    376      0     376    141
SWE  1999    51   0.12049   0.00013   0.00013    2183      0    2183   7817   0.16461   0.00009   0.00009   1914      0    1914   5903   0.43651   0.00000   0.00000   4129      0    4129   1774   0.20488   0.00000   0.00000   1398      0    1398    376   0.07352   0.00000   0.00000    376      0     376    141
SWE  1999    52   0.11914   0.00000   0.00000    2183      0    2183   7817   0.16490   0.00000   0.00000   1914      0    1914   5903   0.44009   0.00000   0.00000   4129      0    4129   1774   0.20326   0.00000   0.00000   1398      0    1398    376   0.07260   0.00000   0.00000    376      0     376    141
SWE  1999    53   0.11993   0.00000   0.00000    2183      0    2183   7817   0.16541   0.00000   0.00000   1914      0    1914   5903   0.44329   0.00000   0.00000   4129      0    4129   1774   0.19968   0.00000   0.00000   1398      0    1398    376   0.07170   0.00000   0.00000    376      0     376    141
SWE  1999    54   0.11978   0.00000   0.00000    2183      0    2183   7817   0.16505   0.00000   0.00000   1914      0    1914   5903   0.44266   0.00000   0.00000   4129      0    4129   1774   0.19886   0.00000   0.00000   1398      0    1398    376   0.07364   0.00000   0.00000    376      0     376    141
SWE  1999    55+  0.11951   0.00000   0.00000    2183      0    2183   7817   0.16352   0.00000   0.00000   1914      0    1914   5903   0.43877   0.00000   0.00000   4129      0    4129   1774   0.20136   0.00000   0.00000   1398      0    1398    376   0.07684   0.00000   0.00000    376      0     376    141
SWE  2000    12-  1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  2000    13   0.99998   0.00009   0.00009   10000      1   10000      0   0.00002         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  2000    14   0.99984   0.00010   0.00010    9999      1    9999      1   0.00015   0.00000   0.00000      1      0       1      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  2000    15   0.99951   0.00050   0.00050    9998      5    9996      2   0.00048   0.04125   0.04042      2      0       4      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  2000    16   0.99809   0.00185   0.00185    9993     19    9984      7   0.00186   0.01104   0.01098      7      0      16      0   0.00005         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  2000    17   0.99466   0.00537   0.00535    9975     53    9948     25   0.00512   0.04447   0.04351     25      2      51      0   0.00021   0.09824   0.09364      0      0       1      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
SWE  2000    18   0.98785   0.00877   0.00873    9921     87    9878     79   0.01145   0.05697   0.05539     76      7     117      3   0.00065   0.06277   0.06086      3      0       5      0   0.00003         .         .      0      0       0      0   0.00001         .         .      0      0       0      0
SWE  2000    19   0.97441   0.01723   0.01708    9835    168    9751    165   0.02357   0.06891   0.06662    156     16     235      9   0.00184   0.08737   0.08371      9      1      14      0   0.00017   0.23940   0.21380      0      0       1      0   0.00002         .         .      0      0       0      0
SWE  2000    20   0.95481   0.02503   0.02472    9667    239    9547    333   0.04008   0.08742   0.08376    308     36     414     26   0.00471   0.07935   0.07632     24      3      36      2   0.00036   0.05537   0.05388      1      0       2      0   0.00004         .         .      0      0       0      0
SWE  2000    21   0.92924   0.03342   0.03287    9428    310    9273    572   0.05959   0.11654   0.11012    511     74     637     62   0.01022   0.07485   0.07215     57      6      83      4   0.00088   0.09187   0.08783      4      1       6      0   0.00008         .         .      0      0       0      0
SWE  2000    22   0.89643   0.03629   0.03564    9118    325    8955    882   0.08224   0.13069   0.12268    746    113     863    136   0.01924   0.08399   0.08060    125     14     166     11   0.00188   0.10754   0.10205     10      2      14      1   0.00021   0.19287   0.17591      1      0       1      0
SWE  2000    23   0.85864   0.04445   0.04349    8793    382    8602   1207   0.10348   0.15618   0.14487    958    169    1080    249   0.03324   0.07064   0.06823    224     20     286     25   0.00412   0.07127   0.06882     22      2      29      2   0.00053   0.03702   0.03635      2      0       3      0
SWE  2000    24   0.81016   0.05138   0.05010    8410    421    8200   1590   0.12695   0.17678   0.16242   1172    228    1288    418   0.05391   0.09038   0.08647    373     41     452     45   0.00792   0.12107   0.11416     40      7      54      4   0.00106   0.10642   0.10105      4      1       7      0
SWE  2000    25   0.75257   0.06397   0.06199    7989    495    7741   2011   0.15303   0.18823   0.17204   1366    282    1496    645   0.07961   0.07316   0.07057    559     48     657     86   0.01267   0.07083   0.06841     75      7      92     11   0.00211   0.15807   0.14650     11      2      14      1
SWE  2000    26   0.68874   0.08112   0.07796    7494    584    7202   2506   0.17734   0.18939   0.17301   1579    329    1735    927   0.11055   0.07634   0.07354    793     69     900    134   0.01945   0.07614   0.07335    116     11     141     18   0.00391   0.16730   0.15439     18      4      22      3
SWE  2000    27   0.61476   0.09146   0.08746    6910    604    6607   3090   0.19660   0.20449   0.18552   1835    402    1967   1255   0.15283   0.06746   0.06526   1053     80    1189    202   0.02959   0.07991   0.07684    174     16     202     28   0.00622   0.08483   0.08138     28      3      35      7
SWE  2000    28   0.53911   0.10656   0.10117    6305    638    5986   3695   0.21055   0.21650   0.19535   2037    467    2157   1658   0.19862   0.06837   0.06611   1375    104    1528    283   0.04242   0.06625   0.06412    238     18     276     44   0.00931   0.10846   0.10288     44      6      52     10
SWE  2000    29   0.46265   0.11743   0.11092    5667    629    5353   4333   0.21972   0.21085   0.19075   2208    487    2312   2125   0.24627   0.06531   0.06324   1737    124    1893    387   0.05778   0.06209   0.06022    324     23     370     63   0.01358   0.09423   0.08999     63      7      72     16
