Cumulative period fertility rates (vertical parallelograms)
Last modified: 25/09/2014
Code Year  ARDY  Cohort     CPFR
LTU  1999   33    1966     1.250
LTU  1999   34    1965     1.293
LTU  1999   35    1964     1.328
LTU  1999   36    1963     1.361
LTU  1999   37    1962     1.386
LTU  1999   38    1961     1.405
LTU  1999   39    1960     1.422
LTU  1999   40    1959     1.434
LTU  1999   41    1958     1.444
LTU  1999   42    1957     1.450
LTU  1999   43    1956     1.455
LTU  1999   44    1955     1.458
LTU  1999   45    1954     1.459
LTU  1999   46    1953     1.460
LTU  1999   47    1952     1.460
LTU  1999   48    1951     1.461
LTU  1999   49    1950     1.461
LTU  1999   50    1949     1.461
LTU  1999   51    1948     1.461
LTU  1999   52    1947     1.461
LTU  1999   53    1946     1.461
LTU  1999   54    1945     1.461
LTU  1999   55    1944     1.461
LTU  2000   12    1988     0.000
LTU  2000   13    1987     0.000
LTU  2000   14    1986     0.000
LTU  2000   15    1985     0.000
LTU  2000   16    1984     0.001
LTU  2000   17    1983     0.005
LTU  2000   18    1982     0.017
LTU  2000   19    1981     0.045
LTU  2000   20    1980     0.098
LTU  2000   21    1979     0.171
LTU  2000   22    1978     0.259
LTU  2000   23    1977     0.355
LTU  2000   24    1976     0.458
LTU  2000   25    1975     0.565
LTU  2000   26    1974     0.667
LTU  2000   27    1973     0.763
LTU  2000   28    1972     0.855
LTU  2000   29    1971     0.933
LTU  2000   30    1970     1.004
LTU  2000   31    1969     1.072
LTU  2000   32    1968     1.130
LTU  2000   33    1967     1.181
LTU  2000   34    1966     1.223
LTU  2000   35    1965     1.258
LTU  2000   36    1964     1.287
LTU  2000   37    1963     1.312
LTU  2000   38    1962     1.334
LTU  2000   39    1961     1.350
LTU  2000   40    1960     1.362
LTU  2000   41    1959     1.372
LTU  2000   42    1958     1.379
LTU  2000   43    1957     1.384
LTU  2000   44    1956     1.387
LTU  2000   45    1955     1.388
LTU  2000   46    1954     1.389
LTU  2000   47    1953     1.389
LTU  2000   48    1952     1.390
LTU  2000   49    1951     1.390
LTU  2000   50    1950     1.390
LTU  2000   51    1949     1.390
LTU  2000   52    1948     1.390
LTU  2000   53    1947     1.390
LTU  2000   54    1946     1.390
LTU  2000   55    1945     1.390
LTU  2001   12    1989     0.000
LTU  2001   13    1988     0.000
LTU  2001   14    1987     0.000
LTU  2001   15    1986     0.000
LTU  2001   16    1985     0.001
LTU  2001   17    1984     0.004
LTU  2001   18    1983     0.017
LTU  2001   19    1982     0.040
LTU  2001   20    1981     0.085
LTU  2001   21    1980     0.146
LTU  2001   22    1979     0.222
LTU  2001   23    1978     0.305
LTU  2001   24    1977     0.396
LTU  2001   25    1976     0.493
LTU  2001   26    1975     0.591
LTU  2001   27    1974     0.689
LTU  2001   28    1973     0.774
LTU  2001   29    1972     0.852
LTU  2001   30    1971     0.920
LTU  2001   31    1970     0.982
LTU  2001   32    1969     1.035
LTU  2001   33    1968     1.082
LTU  2001   34    1967     1.124
LTU  2001   35    1966     1.158
LTU  2001   36    1965     1.186
LTU  2001   37    1964     1.213
LTU  2001   38    1963     1.233
LTU  2001   39    1962     1.249
LTU  2001   40    1961     1.261
LTU  2001   41    1960     1.270
LTU  2001   42    1959     1.277
LTU  2001   43    1958     1.281
LTU  2001   44    1957     1.285
LTU  2001   45    1956     1.286
LTU  2001   46    1955     1.287
LTU  2001   47    1954     1.287
LTU  2001   48    1953     1.288
LTU  2001   49    1952     1.288
LTU  2001   50    1951     1.288
LTU  2001   51    1950     1.288
LTU  2001   52    1949     1.288
LTU  2001   53    1948     1.288
LTU  2001   54    1947     1.288
LTU  2001   55    1946     1.288
LTU  2002   12    1990     0.000
LTU  2002   13    1989     0.000
LTU  2002   14    1988     0.000
LTU  2002   15    1987     0.000
LTU  2002   16    1986     0.001
LTU  2002   17    1985     0.005
LTU  2002   18    1984     0.017
LTU  2002   19    1983     0.040
LTU  2002   20    1982     0.080
LTU  2002   21    1981     0.138
LTU  2002   22    1980     0.207
LTU  2002   23    1979     0.285
LTU  2002   24    1978     0.372
LTU  2002   25    1977     0.466
LTU  2002   26    1976     0.558
LTU  2002   27    1975     0.648
LTU  2002   28    1974     0.730
LTU  2002   29    1973     0.806
LTU  2002   30    1972     0.875
LTU  2002   31    1971     0.937
LTU  2002   32    1970     0.991
LTU  2002   33    1969     1.038
LTU  2002   34    1968     1.078
LTU  2002   35    1967     1.112
LTU  2002   36    1966     1.142
LTU  2002   37    1965     1.164
LTU  2002   38    1964     1.184
LTU  2002   39    1963     1.198
LTU  2002   40    1962     1.209
LTU  2002   41    1961     1.217
LTU  2002   42    1960     1.223
LTU  2002   43    1959     1.228
LTU  2002   44    1958     1.231
LTU  2002   45    1957     1.232
LTU  2002   46    1956     1.233
LTU  2002   47    1955     1.234
LTU  2002   48    1954     1.234
LTU  2002   49    1953     1.234
LTU  2002   50    1952     1.234
LTU  2002   51    1951     1.234
LTU  2002   52    1950     1.234
LTU  2002   53    1949     1.234
LTU  2002   54    1948     1.234
LTU  2002   55    1947     1.234
LTU  2003   12    1991     0.000
LTU  2003   13    1990     0.000
LTU  2003   14    1989     0.000
LTU  2003   15    1988     0.000
LTU  2003   16    1987     0.001
LTU  2003   17    1986     0.005
