Cumulative period fertility rates (vertical parallelograms)
Last modified: 25/09/2014
Code Year  ARDY  Cohort     CPFR
BGR  1974   47    1927     2.289
BGR  1974   48    1926     2.289
BGR  1974   49    1925     2.289
BGR  1974   50    1924     2.290
BGR  1974   51    1923     2.290
BGR  1974   52    1922     2.290
BGR  1974   53    1921     2.290
BGR  1974   54    1920     2.290
BGR  1974   55    1919     2.290
BGR  1975   12    1963     0.000
BGR  1975   13    1962     0.000
BGR  1975   14    1961     0.000
BGR  1975   15    1960     0.001
BGR  1975   16    1959     0.009
BGR  1975   17    1958     0.030
BGR  1975   18    1957     0.075
BGR  1975   19    1956     0.154
BGR  1975   20    1955     0.287
BGR  1975   21    1954     0.474
BGR  1975   22    1953     0.686
BGR  1975   23    1952     0.899
BGR  1975   24    1951     1.099
BGR  1975   25    1950     1.282
BGR  1975   26    1949     1.446
BGR  1975   27    1948     1.589
BGR  1975   28    1947     1.710
BGR  1975   29    1946     1.813
BGR  1975   30    1945     1.897
BGR  1975   31    1944     1.966
BGR  1975   32    1943     2.022
BGR  1975   33    1942     2.068
BGR  1975   34    1941     2.104
BGR  1975   35    1940     2.133
BGR  1975   36    1939     2.155
BGR  1975   37    1938     2.173
BGR  1975   38    1937     2.187
BGR  1975   39    1936     2.198
BGR  1975   40    1935     2.206
BGR  1975   41    1934     2.212
BGR  1975   42    1933     2.217
BGR  1975   43    1932     2.220
BGR  1975   44    1931     2.222
BGR  1975   45    1930     2.223
BGR  1975   46    1929     2.224
BGR  1975   47    1928     2.225
BGR  1975   48    1927     2.225
BGR  1975   49    1926     2.225
BGR  1975   50    1925     2.225
BGR  1975   51    1924     2.225
BGR  1975   52    1923     2.225
BGR  1975   53    1922     2.225
BGR  1975   54    1921     2.225
BGR  1975   55    1920     2.225
BGR  1976   12    1964     0.000
BGR  1976   13    1963     0.000
BGR  1976   14    1962     0.000
BGR  1976   15    1961     0.002
BGR  1976   16    1960     0.010
BGR  1976   17    1959     0.031
BGR  1976   18    1958     0.077
BGR  1976   19    1957     0.159
BGR  1976   20    1956     0.301
BGR  1976   21    1955     0.497
BGR  1976   22    1954     0.718
BGR  1976   23    1953     0.938
BGR  1976   24    1952     1.140
BGR  1976   25    1951     1.322
BGR  1976   26    1950     1.483
BGR  1976   27    1949     1.624
BGR  1976   28    1948     1.744
BGR  1976   29    1947     1.844
BGR  1976   30    1946     1.926
BGR  1976   31    1945     1.993
BGR  1976   32    1944     2.047
BGR  1976   33    1943     2.090
BGR  1976   34    1942     2.125
BGR  1976   35    1941     2.152
BGR  1976   36    1940     2.173
BGR  1976   37    1939     2.192
BGR  1976   38    1938     2.205
BGR  1976   39    1937     2.216
BGR  1976   40    1936     2.224
BGR  1976   41    1935     2.231
BGR  1976   42    1934     2.235
BGR  1976   43    1933     2.238
BGR  1976   44    1932     2.240
BGR  1976   45    1931     2.241
BGR  1976   46    1930     2.242
BGR  1976   47    1929     2.242
BGR  1976   48    1928     2.242
BGR  1976   49    1927     2.242
BGR  1976   50    1926     2.242
BGR  1976   51    1925     2.242
BGR  1976   52    1924     2.242
BGR  1976   53    1923     2.243
BGR  1976   54    1922     2.243
BGR  1976   55    1921     2.243
BGR  1977   12    1965     0.000
BGR  1977   13    1964     0.000
BGR  1977   14    1963     0.000
BGR  1977   15    1962     0.002
BGR  1977   16    1961     0.009
BGR  1977   17    1960     0.030
BGR  1977   18    1959     0.076
BGR  1977   19    1958     0.159
BGR  1977   20    1957     0.302
BGR  1977   21    1956     0.506
BGR  1977   22    1955     0.732
BGR  1977   23    1954     0.951
BGR  1977   24    1953     1.153
BGR  1977   25    1952     1.332
BGR  1977   26    1951     1.486
BGR  1977   27    1950     1.619
BGR  1977   28    1949     1.734
BGR  1977   29    1948     1.829
BGR  1977   30    1947     1.907
BGR  1977   31    1946     1.972
BGR  1977   32    1945     2.023
BGR  1977   33    1944     2.062
BGR  1977   34    1943     2.094
BGR  1977   35    1942     2.120
BGR  1977   36    1941     2.141
BGR  1977   37    1940     2.157
BGR  1977   38    1939     2.171
BGR  1977   39    1938     2.181
BGR  1977   40    1937     2.189
BGR  1977   41    1936     2.194
BGR  1977   42    1935     2.199
BGR  1977   43    1934     2.201
BGR  1977   44    1933     2.203
BGR  1977   45    1932     2.204
BGR  1977   46    1931     2.205
BGR  1977   47    1930     2.205
BGR  1977   48    1929     2.205
BGR  1977   49    1928     2.206
BGR  1977   50    1927     2.206
BGR  1977   51    1926     2.206
BGR  1977   52    1925     2.206
BGR  1977   53    1924     2.206
BGR  1977   54    1923     2.206
BGR  1977   55    1922     2.206
BGR  1978   12    1966     0.000
BGR  1978   13    1965     0.000
BGR  1978   14    1964     0.000
BGR  1978   15    1963     0.002
BGR  1978   16    1962     0.009
BGR  1978   17    1961     0.030
BGR  1978   18    1960     0.075
BGR  1978   19    1959     0.150
BGR  1978   20    1958     0.296
BGR  1978   21    1957     0.501
BGR  1978   22    1956     0.724
BGR  1978   23    1955     0.944
BGR  1978   24    1954     1.141
BGR  1978   25    1953     1.318
BGR  1978   26    1952     1.470
BGR  1978   27    1951     1.600
BGR  1978   28    1950     1.708
BGR  1978   29    1949     1.797
BGR  1978   30    1948     1.872
BGR  1978   31    1947     1.931
BGR  1978   32    1946     1.980
BGR  1978   33    1945     2.018
BGR  1978   34    1944     2.048
BGR  1978   35    1943     2.072
BGR  1978   36    1942     2.090
BGR  1978   37    1941     2.106
BGR  1978   38    1940     2.118
BGR  1978   39    1939     2.128
BGR  1978   40    1938     2.135
BGR  1978   41    1937     2.140
BGR  1978   42    1936     2.143
BGR  1978   43    1935     2.145
BGR  1978   44    1934     2.147
BGR  1978   45    1933     2.148
BGR  1978   46    1932     2.149
BGR  1978   47    1931     2.149
BGR  1978   48    1930     2.149
BGR  1978   49    1929     2.149
BGR  1978   50    1928     2.149
BGR  1978   51    1927     2.149
BGR  1978   52    1926     2.149
BGR  1978   53    1925     2.149
BGR  1978   54    1924     2.149
BGR  1978   55    1923     2.149
BGR  1979   12    1967     0.000
BGR  1979   13    1966     0.000
BGR  1979   14    1965     0.000
BGR  1979   15    1964     0.002
BGR  1979   16    1963     0.011
BGR  1979   17    1962     0.034
BGR  1979   18    1961     0.081
BGR  1979   19    1960     0.159
BGR  1979   20    1959     0.311
BGR  1979   21    1958     0.519
BGR  1979   22    1957     0.744
BGR  1979   23    1956     0.966
BGR  1979   24    1955     1.169
BGR  1979   25    1954     1.343
BGR  1979   26    1953     1.495
BGR  1979   27    1952     1.623
BGR  1979   28    1951     1.728
BGR  1979   29    1950     1.816
BGR  1979   30    1949     1.887
BGR  1979   31    1948     1.946
BGR  1979   32    1947     1.993
BGR  1979   33    1946     2.029
BGR  1979   34    1945     2.059
BGR  1979   35    1944     2.081
BGR  1979   36    1943     2.100
BGR  1979   37    1942     2.113
BGR  1979   38    1941     2.125
BGR  1979   39    1940     2.133
BGR  1979   40    1939     2.141
BGR  1979   41    1938     2.146
BGR  1979   42    1937     2.150
BGR  1979   43    1936     2.152
BGR  1979   44    1935     2.154
BGR  1979   45    1934     2.155
BGR  1979   46    1933     2.155
BGR  1979   47    1932     2.156
BGR  1979   48    1931     2.156
BGR  1979   49    1930     2.156
BGR  1979   50    1929     2.156
BGR  1979   51    1928     2.156
BGR  1979   52    1927     2.156
BGR  1979   53    1926     2.156
BGR  1979   54    1925     2.156
BGR  1979   55    1924     2.156
BGR  1980   12    1968     0.000
BGR  1980   13    1967     0.000
BGR  1980   14    1966     0.000
BGR  1980   15    1965     0.002
BGR  1980   16    1964     0.010
BGR  1980   17    1963     0.034
BGR  1980   18    1962     0.081
BGR  1980   19    1961     0.158
BGR  1980   20    1960     0.307
BGR  1980   21    1959     0.509
BGR  1980   22    1958     0.726
BGR  1980   23    1957     0.938
BGR  1980   24    1956     1.127
BGR  1980   25    1955     1.296
BGR  1980   26    1954     1.439
BGR  1980   27    1953     1.559
BGR  1980   28    1952     1.658
BGR  1980   29    1951     1.740
BGR  1980   30    1950     1.807
BGR  1980   31    1949     1.860
BGR  1980   32    1948     1.903
BGR  1980   33    1947     1.938
BGR  1980   34    1946     1.965
BGR  1980   35    1945     1.986
BGR  1980   36    1944     2.002
BGR  1980   37    1943     2.015
BGR  1980   38    1942     2.025
BGR  1980   39    1941     2.033
BGR  1980   40    1940     2.040
BGR  1980   41    1939     2.045
BGR  1980   42    1938     2.048
BGR  1980   43    1937     2.050
BGR  1980   44    1936     2.052
BGR  1980   45    1935     2.053
BGR  1980   46    1934     2.053
BGR  1980   47    1933     2.054
BGR  1980   48    1932     2.054
BGR  1980   49    1931     2.054
BGR  1980   50    1930     2.054
BGR  1980   51    1929     2.054
BGR  1980   52    1928     2.054
BGR  1980   53    1927     2.054
BGR  1980   54    1926     2.054
BGR  1980   55    1925     2.054
BGR  1981   12    1969     0.000
BGR  1981   13    1968     0.000
BGR  1981   14    1967     0.000
BGR  1981   15    1966     0.002
BGR  1981   16    1965     0.009
BGR  1981   17    1964     0.031
BGR  1981   18    1963     0.078
BGR  1981   19    1962     0.154
BGR  1981   20    1961     0.294
BGR  1981   21    1960     0.489
BGR  1981   22    1959     0.699
BGR  1981   23    1958     0.904
BGR  1981   24    1957     1.090
BGR  1981   25    1956     1.256
BGR  1981   26    1955     1.398
BGR  1981   27    1954     1.515
BGR  1981   28    1953     1.612
BGR  1981   29    1952     1.691
BGR  1981   30    1951     1.754
BGR  1981   31    1950     1.807
BGR  1981   32    1949     1.849
BGR  1981   33    1948     1.884
BGR  1981   34    1947     1.912
BGR  1981   35    1946     1.934
BGR  1981   36    1945     1.951
BGR  1981   37    1944     1.963
BGR  1981   38    1943     1.973
BGR  1981   39    1942     1.981
BGR  1981   40    1941     1.989
BGR  1981   41    1940     1.994
BGR  1981   42    1939     1.997
BGR  1981   43    1938     1.999
BGR  1981   44    1937     2.001
BGR  1981   45    1936     2.002
BGR  1981   46    1935     2.002
BGR  1981   47    1934     2.002
BGR  1981   48    1933     2.002
BGR  1981   49    1932     2.002
BGR  1981   50    1931     2.003
BGR  1981   51    1930     2.003
BGR  1981   52    1929     2.003
BGR  1981   53    1928     2.003
BGR  1981   54    1927     2.003
BGR  1981   55    1926     2.003
BGR  1982   12    1970     0.000
BGR  1982   13    1969     0.000
BGR  1982   14    1968     0.000
BGR  1982   15    1967     0.003
BGR  1982   16    1966     0.014
BGR  1982   17    1965     0.039
BGR  1982   18    1964     0.089
BGR  1982   19    1963     0.173
BGR  1982   20    1962     0.321
BGR  1982   21    1961     0.516
BGR  1982   22    1960     0.725
BGR  1982   23    1959     0.924
BGR  1982   24    1958     1.105
BGR  1982   25    1957     1.268
BGR  1982   26    1956     1.410
BGR  1982   27    1955     1.530
BGR  1982   28    1954     1.626
BGR  1982   29    1953     1.707
BGR  1982   30    1952     1.771
BGR  1982   31    1951     1.822
BGR  1982   32    1950     1.864
BGR  1982   33    1949     1.897
BGR  1982   34    1948     1.924
BGR  1982   35    1947     1.945
BGR  1982   36    1946     1.962
BGR  1982   37    1945     1.975
BGR  1982   38    1944     1.985
BGR  1982   39    1943     1.993
BGR  1982   40    1942     1.999
BGR  1982   41    1941     2.003
BGR  1982   42    1940     2.006
BGR  1982   43    1939     2.009
BGR  1982   44    1938     2.010
BGR  1982   45    1937     2.011
BGR  1982   46    1936     2.011
BGR  1982   47    1935     2.011
BGR  1982   48    1934     2.011
BGR  1982   49    1933     2.012
BGR  1982   50    1932     2.012
BGR  1982   51    1931     2.012
BGR  1982   52    1930     2.012
BGR  1982   53    1929     2.012
BGR  1982   54    1928     2.012
BGR  1982   55    1927     2.012
BGR  1983   12    1971     0.000
BGR  1983   13    1970     0.000
BGR  1983   14    1969     0.000
BGR  1983   15    1968     0.003
BGR  1983   16    1967     0.012
BGR  1983   17    1966     0.037
BGR  1983   18    1965     0.086
BGR  1983   19    1964     0.163
BGR  1983   20    1963     0.315
BGR  1983   21    1962     0.509
BGR  1983   22    1961     0.710
BGR  1983   23    1960     0.906
BGR  1983   24    1959     1.087
BGR  1983   25    1958     1.249
BGR  1983   26    1957     1.390
BGR  1983   27    1956     1.513
BGR  1983   28    1955     1.610
BGR  1983   29    1954     1.691
BGR  1983   30    1953     1.759
BGR  1983   31    1952     1.812
BGR  1983   32    1951     1.856
BGR  1983   33    1950     1.890
BGR  1983   34    1949     1.918
BGR  1983   35    1948     1.939
BGR  1983   36    1947     1.956
BGR  1983   37    1946     1.969
BGR  1983   38    1945     1.979
BGR  1983   39    1944     1.987
BGR  1983   40    1943     1.993
BGR  1983   41    1942     1.997
BGR  1983   42    1941     2.000
BGR  1983   43    1940     2.002
BGR  1983   44    1939     2.004
BGR  1983   45    1938     2.004
BGR  1983   46    1937     2.005
BGR  1983   47    1936     2.005
BGR  1983   48    1935     2.005
BGR  1983   49    1934     2.005
BGR  1983   50    1933     2.005
BGR  1983   51    1932     2.005
BGR  1983   52    1931     2.005
BGR  1983   53    1930     2.005
BGR  1983   54    1929     2.005
BGR  1983   55    1928     2.005
BGR  1984   12    1972     0.000
BGR  1984   13    1971     0.000
BGR  1984   14    1970     0.000
BGR  1984   15    1969     0.003
BGR  1984   16    1968     0.013
BGR  1984   17    1967     0.036
BGR  1984   18    1966     0.084
BGR  1984   19    1965     0.163
BGR  1984   20    1964     0.310
BGR  1984   21    1963     0.510
BGR  1984   22    1962     0.713
BGR  1984   23    1961     0.906
BGR  1984   24    1960     1.084
BGR  1984   25    1959     1.244
BGR  1984   26    1958     1.384
BGR  1984   27    1957     1.503
BGR  1984   28    1956     1.606
BGR  1984   29    1955     1.687
BGR  1984   30    1954     1.754
BGR  1984   31    1953     1.810
BGR  1984   32    1952     1.855
BGR  1984   33    1951     1.891
BGR  1984   34    1950     1.919
BGR  1984   35    1949     1.940
BGR  1984   36    1948     1.958
BGR  1984   37    1947     1.971
BGR  1984   38    1946     1.981
BGR  1984   39    1945     1.989
BGR  1984   40    1944     1.995
BGR  1984   41    1943     2.000
BGR  1984   42    1942     2.002
BGR  1984   43    1941     2.004
BGR  1984   44    1940     2.006
BGR  1984   45    1939     2.006
BGR  1984   46    1938     2.007
BGR  1984   47    1937     2.007
BGR  1984   48    1936     2.007
BGR  1984   49    1935     2.007
BGR  1984   50    1934     2.007
BGR  1984   51    1933     2.007
BGR  1984   52    1932     2.007
BGR  1984   53    1931     2.007
BGR  1984   54    1930     2.007
BGR  1984   55    1929     2.007
BGR  1985   12    1973     0.000
BGR  1985   13    1972     0.000
BGR  1985   14    1971     0.000
BGR  1985   15    1970     0.003
BGR  1985   16    1969     0.014
BGR  1985   17    1968     0.038
BGR  1985   18    1967     0.089
BGR  1985   19    1966     0.168
BGR  1985   20    1965     0.313
BGR  1985   21    1964     0.502
BGR  1985   22    1963     0.705
BGR  1985   23    1962     0.898
BGR  1985   24    1961     1.069
BGR  1985   25    1960     1.224
BGR  1985   26    1959     1.361
BGR  1985   27    1958     1.477
BGR  1985   28    1957     1.576
BGR  1985   29    1956     1.658
BGR  1985   30    1955     1.723
BGR  1985   31    1954     1.778
BGR  1985   32    1953     1.822
BGR  1985   33    1952     1.857
BGR  1985   34    1951     1.886
BGR  1985   35    1950     1.908
BGR  1985   36    1949     1.926
BGR  1985   37    1948     1.939
BGR  1985   38    1947     1.949
BGR  1985   39    1946     1.957
BGR  1985   40    1945     1.963
BGR  1985   41    1944     1.967
BGR  1985   42    1943     1.970
BGR  1985   43    1942     1.972
BGR  1985   44    1941     1.973
BGR  1985   45    1940     1.974
BGR  1985   46    1939     1.975
BGR  1985   47    1938     1.975
BGR  1985   48    1937     1.975
BGR  1985   49    1936     1.975
BGR  1985   50    1935     1.975
BGR  1985   51    1934     1.975
BGR  1985   52    1933     1.975
BGR  1985   53    1932     1.975
BGR  1985   54    1931     1.975
BGR  1985   55    1930     1.975
BGR  1986   12    1974     0.000
BGR  1986   13    1973     0.000
BGR  1986   14    1972     0.000
BGR  1986   15    1971     0.003
BGR  1986   16    1970     0.011
BGR  1986   17    1969     0.034
BGR  1986   18    1968     0.082
BGR  1986   19    1967     0.162
BGR  1986   20    1966     0.312
BGR  1986   21    1965     0.508
BGR  1986   22    1964     0.713
BGR  1986   23    1963     0.913
BGR  1986   24    1962     1.093
BGR  1986   25    1961     1.253
BGR  1986   26    1960     1.393
BGR  1986   27    1959     1.510
BGR  1986   28    1958     1.610
BGR  1986   29    1957     1.691
BGR  1986   30    1956     1.758
BGR  1986   31    1955     1.813
BGR  1986   32    1954     1.859
BGR  1986   33    1953     1.896
BGR  1986   34    1952     1.923
BGR  1986   35    1951     1.947
BGR  1986   36    1950     1.965
BGR  1986   37    1949     1.979
BGR  1986   38    1948     1.990
BGR  1986   39    1947     1.999
BGR  1986   40    1946     2.005
BGR  1986   41    1945     2.010
BGR  1986   42    1944     2.013
BGR  1986   43    1943     2.015
BGR  1986   44    1942     2.017
BGR  1986   45    1941     2.017
BGR  1986   46    1940     2.018
BGR  1986   47    1939     2.018
BGR  1986   48    1938     2.018
BGR  1986   49    1937     2.018
BGR  1986   50    1936     2.018
BGR  1986   51    1935     2.018
BGR  1986   52    1934     2.018
BGR  1986   53    1933     2.018
BGR  1986   54    1932     2.018
BGR  1986   55    1931     2.018
BGR  1987   12    1975     0.000
BGR  1987   13    1974     0.000
BGR  1987   14    1973     0.000
BGR  1987   15    1972     0.003
BGR  1987   16    1971     0.011
BGR  1987   17    1970     0.033
BGR  1987   18    1969     0.081
BGR  1987   19    1968     0.155
BGR  1987   20    1967     0.301
BGR  1987   21    1966     0.487
BGR  1987   22    1965     0.687
BGR  1987   23    1964     0.880
BGR  1987   24    1963     1.063
BGR  1987   25    1962     1.218
BGR  1987   26    1961     1.353
BGR  1987   27    1960     1.470
BGR  1987   28    1959     1.567
BGR  1987   29    1958     1.649
BGR  1987   30    1957     1.713
BGR  1987   31    1956     1.767
BGR  1987   32    1955     1.809
BGR  1987   33    1954     1.845
BGR  1987   34    1953     1.873
BGR  1987   35    1952     1.895
BGR  1987   36    1951     1.912
BGR  1987   37    1950     1.926
BGR  1987   38    1949     1.936
BGR  1987   39    1948     1.945
BGR  1987   40    1947     1.951
BGR  1987   41    1946     1.955
BGR  1987   42    1945     1.958
BGR  1987   43    1944     1.960
BGR  1987   44    1943     1.962
BGR  1987   45    1942     1.963
BGR  1987   46    1941     1.963
BGR  1987   47    1940     1.963
BGR  1987   48    1939     1.963
BGR  1987   49    1938     1.963
BGR  1987   50    1937     1.963
BGR  1987   51    1936     1.963
BGR  1987   52    1935     1.963
BGR  1987   53    1934     1.963
BGR  1987   54    1933     1.963
BGR  1987   55    1932     1.963
BGR  1988   12    1976     0.000
BGR  1988   13    1975     0.000
BGR  1988   14    1974     0.000
BGR  1988   15    1973     0.003
BGR  1988   16    1972     0.012
BGR  1988   17    1971     0.036
BGR  1988   18    1970     0.081
BGR  1988   19    1969     0.155
BGR  1988   20    1968     0.292
BGR  1988   21    1967     0.482
BGR  1988   22    1966     0.685
BGR  1988   23    1965     0.884
BGR  1988   24    1964     1.063
BGR  1988   25    1963     1.224
BGR  1988   26    1962     1.359
BGR  1988   27    1961     1.479
BGR  1988   28    1960     1.577
BGR  1988   29    1959     1.658
BGR  1988   30    1958     1.722
BGR  1988   31    1957     1.776
BGR  1988   32    1956     1.819
BGR  1988   33    1955     1.852
BGR  1988   34    1954     1.881
BGR  1988   35    1953     1.902
BGR  1988   36    1952     1.920
BGR  1988   37    1951     1.934
BGR  1988   38    1950     1.945
BGR  1988   39    1949     1.952
BGR  1988   40    1948     1.958
BGR  1988   41    1947     1.962
BGR  1988   42    1946     1.965
BGR  1988   43    1945     1.968
BGR  1988   44    1944     1.969
BGR  1988   45    1943     1.970
BGR  1988   46    1942     1.970
BGR  1988   47    1941     1.970
BGR  1988   48    1940     1.970
BGR  1988   49    1939     1.970
BGR  1988   50    1938     1.970
BGR  1988   51    1937     1.970
BGR  1988   52    1936     1.970
BGR  1988   53    1935     1.970
BGR  1988   54    1934     1.970
BGR  1988   55    1933     1.970
BGR  1989   12    1977     0.000
BGR  1989   13    1976     0.000
BGR  1989   14    1975     0.001
BGR  1989   15    1974     0.003
BGR  1989   16    1973     0.013
BGR  1989   17    1972     0.039
BGR  1989   18    1971     0.086
BGR  1989   19    1970     0.157
BGR  1989   20    1969     0.288
BGR  1989   21    1968     0.466
BGR  1989   22    1967     0.661
BGR  1989   23    1966     0.850
BGR  1989   24    1965     1.022
BGR  1989   25    1964     1.174
BGR  1989   26    1963     1.306
BGR  1989   27    1962     1.415
BGR  1989   28    1961     1.506
BGR  1989   29    1960     1.581
BGR  1989   30    1959     1.645
BGR  1989   31    1958     1.697
BGR  1989   32    1957     1.736
BGR  1989   33    1956     1.771
BGR  1989   34    1955     1.798
BGR  1989   35    1954     1.820
BGR  1989   36    1953     1.836
BGR  1989   37    1952     1.850
BGR  1989   38    1951     1.861
BGR  1989   39    1950     1.870
BGR  1989   40    1949     1.876
BGR  1989   41    1948     1.880
BGR  1989   42    1947     1.883
BGR  1989   43    1946     1.885
BGR  1989   44    1945     1.886
BGR  1989   45    1944     1.887
BGR  1989   46    1943     1.888
BGR  1989   47    1942     1.888
BGR  1989   48    1941     1.888
BGR  1989   49    1940     1.888
BGR  1989   50    1939     1.888
BGR  1989   51    1938     1.888
BGR  1989   52    1937     1.888
BGR  1989   53    1936     1.888
BGR  1989   54    1935     1.888
BGR  1989   55    1934     1.888
BGR  1990   12    1978     0.000
BGR  1990   13    1977     0.000
BGR  1990   14    1976     0.001
BGR  1990   15    1975     0.004
BGR  1990   16    1974     0.015
BGR  1990   17    1973     0.040
BGR  1990   18    1972     0.088
BGR  1990   19    1971     0.159
BGR  1990   20    1970     0.284
BGR  1990   21    1969     0.453
BGR  1990   22    1968     0.630
BGR  1990   23    1967     0.810
BGR  1990   24    1966     0.969
BGR  1990   25    1965     1.112
BGR  1990   26    1964     1.233
BGR  1990   27    1963     1.337
BGR  1990   28    1962     1.424
BGR  1990   29    1961     1.496
BGR  1990   30    1960     1.556
BGR  1990   31    1959     1.602
BGR  1990   32    1958     1.640
BGR  1990   33    1957     1.672
BGR  1990   34    1956     1.698
BGR  1990   35    1955     1.719
BGR  1990   36    1954     1.736
BGR  1990   37    1953     1.750
BGR  1990   38    1952     1.760
BGR  1990   39    1951     1.768
BGR  1990   40    1950     1.774
BGR  1990   41    1949     1.778
BGR  1990   42    1948     1.781
BGR  1990   43    1947     1.783
BGR  1990   44    1946     1.785
BGR  1990   45    1945     1.785
BGR  1990   46    1944     1.786
BGR  1990   47    1943     1.786
BGR  1990   48    1942     1.786
BGR  1990   49    1941     1.786
BGR  1990   50    1940     1.786
BGR  1990   51    1939     1.786
BGR  1990   52    1938     1.786
BGR  1990   53    1937     1.786
BGR  1990   54    1936     1.786
BGR  1990   55    1935     1.786
BGR  1991   12    1979     0.000
BGR  1991   13    1978     0.000
BGR  1991   14    1977     0.001
BGR  1991   15    1976     0.005
BGR  1991   16    1975     0.018
BGR  1991   17    1974     0.046
BGR  1991   18    1973     0.094
BGR  1991   19    1972     0.170
BGR  1991   20    1971     0.294
BGR  1991   21    1970     0.455
BGR  1991   22    1969     0.625
BGR  1991   23    1968     0.784
BGR  1991   24    1967     0.932
BGR  1991   25    1966     1.056
BGR  1991   26    1965     1.164
BGR  1991   27    1964     1.254
BGR  1991   28    1963     1.332
BGR  1991   29    1962     1.393
BGR  1991   30    1961     1.443
BGR  1991   31    1960     1.484
BGR  1991   32    1959     1.518
BGR  1991   33    1958     1.545
BGR  1991   34    1957     1.567
BGR  1991   35    1956     1.585
BGR  1991   36    1955     1.600
BGR  1991   37    1954     1.612
BGR  1991   38    1953     1.621
BGR  1991   39    1952     1.627
BGR  1991   40    1951     1.633
BGR  1991   41    1950     1.637
BGR  1991   42    1949     1.639
BGR  1991   43    1948     1.641
BGR  1991   44    1947     1.642
BGR  1991   45    1946     1.643
BGR  1991   46    1945     1.643
BGR  1991   47    1944     1.643
BGR  1991   48    1943     1.644
BGR  1991   49    1942     1.644
BGR  1991   50    1941     1.644
BGR  1991   51    1940     1.644
BGR  1991   52    1939     1.644
BGR  1991   53    1938     1.644
BGR  1991   54    1937     1.644
BGR  1991   55    1936     1.644
BGR  1992   12    1980     0.000
BGR  1992   13    1979     0.000
BGR  1992   14    1978     0.001
BGR  1992   15    1977     0.005
BGR  1992   16    1976     0.019
BGR  1992   17    1975     0.048
BGR  1992   18    1974     0.097
BGR  1992   19    1973     0.166
BGR  1992   20    1972     0.284
BGR  1992   21    1971     0.435
BGR  1992   22    1970     0.588
BGR  1992   23    1969     0.737
BGR  1992   24    1968     0.871
BGR  1992   25    1967     0.989
BGR  1992   26    1966     1.092
BGR  1992   27    1965     1.178
BGR  1992   28    1964     1.249
BGR  1992   29    1963     1.304
BGR  1992   30    1962     1.351
BGR  1992   31    1961     1.390
BGR  1992   32    1960     1.422
BGR  1992   33    1959     1.448
BGR  1992   34    1958     1.470
BGR  1992   35    1957     1.487
BGR  1992   36    1956     1.501
BGR  1992   37    1955     1.511
BGR  1992   38    1954     1.520
BGR  1992   39    1953     1.527
BGR  1992   40    1952     1.532
BGR  1992   41    1951     1.536
BGR  1992   42    1950     1.539
BGR  1992   43    1949     1.541
BGR  1992   44    1948     1.542
BGR  1992   45    1947     1.543
BGR  1992   46    1946     1.543
BGR  1992   47    1945     1.544
BGR  1992   48    1944     1.544
BGR  1992   49    1943     1.544
BGR  1992   50    1942     1.544
BGR  1992   51    1941     1.544
BGR  1992   52    1940     1.544
BGR  1992   53    1939     1.544
BGR  1992   54    1938     1.544
BGR  1992   55    1937     1.544
BGR  1993   12    1981     0.000
BGR  1993   13    1980     0.000
BGR  1993   14    1979     0.001
BGR  1993   15    1978     0.005
BGR  1993   16    1977     0.019
BGR  1993   17    1976     0.047
BGR  1993   18    1975     0.095
BGR  1993   19    1974     0.163
BGR  1993   20    1973     0.266
BGR  1993   21    1972     0.404
BGR  1993   22    1971     0.545
BGR  1993   23    1970     0.680
BGR  1993   24    1969     0.806
BGR  1993   25    1968     0.919
BGR  1993   26    1967     1.019
BGR  1993   27    1966     1.101
BGR  1993   28    1965     1.171
BGR  1993   29    1964     1.228
BGR  1993   30    1963     1.276
BGR  1993   31    1962     1.314
BGR  1993   32    1961     1.345
BGR  1993   33    1960     1.370
BGR  1993   34    1959     1.391
BGR  1993   35    1958     1.408
BGR  1993   36    1957     1.421
BGR  1993   37    1956     1.432
BGR  1993   38    1955     1.441
BGR  1993   39    1954     1.448
BGR  1993   40    1953     1.453
BGR  1993   41    1952     1.458
BGR  1993   42    1951     1.461
BGR  1993   43    1950     1.463
BGR  1993   44    1949     1.464
BGR  1993   45    1948     1.465
BGR  1993   46    1947     1.465
BGR  1993   47    1946     1.465
BGR  1993   48    1945     1.465
BGR  1993   49    1944     1.465
BGR  1993   50    1943     1.465
BGR  1993   51    1942     1.466
BGR  1993   52    1941     1.466
BGR  1993   53    1940     1.466
BGR  1993   54    1939     1.466
BGR  1993   55    1938     1.466
BGR  1994   12    1982     0.000
BGR  1994   13    1981     0.000
BGR  1994   14    1980     0.001
BGR  1994   15    1979     0.005
BGR  1994   16    1978     0.018
BGR  1994   17    1977     0.046
BGR  1994   18    1976     0.092
BGR  1994   19    1975     0.157
BGR  1994   20    1974     0.248
BGR  1994   21    1973     0.364
BGR  1994   22    1972     0.488
BGR  1994   23    1971     0.612
BGR  1994   24    1970     0.728
BGR  1994   25    1969     0.834
BGR  1994   26    1968     0.927
BGR  1994   27    1967     1.011
BGR  1994   28    1966     1.080
BGR  1994   29    1965     1.138
BGR  1994   30    1964     1.187
BGR  1994   31    1963     1.227
BGR  1994   32    1962     1.259
BGR  1994   33    1961     1.284
BGR  1994   34    1960     1.305
BGR  1994   35    1959     1.321
BGR  1994   36    1958     1.335
BGR  1994   37    1957     1.347
