Cumulative cohort fertility rates (horizontal parallelograms
Last modified: 25/09/2014
Code Cohort  Age     CCFR
CHE  1951    37     1.689
CHE  1951    38     1.712
CHE  1951    39     1.731
CHE  1951    40     1.745
CHE  1951    41     1.755
CHE  1951    42     1.762
CHE  1951    43     1.766
CHE  1951    44     1.768
CHE  1951    45     1.769
CHE  1951    46     1.769
CHE  1951    47     1.769
CHE  1951    48     1.769
CHE  1951    49     1.770
CHE  1951    50     1.770
CHE  1951    51     1.770
CHE  1951    52     1.770
CHE  1951    53     1.770
CHE  1951    54     1.770
CHE  1951    55     1.770
CHE  1952    12     0.000
CHE  1952    13     0.000
CHE  1952    14     0.000
CHE  1952    15     0.000
CHE  1952    16     0.001
CHE  1952    17     0.004
CHE  1952    18     0.016
CHE  1952    19     0.049
CHE  1952    20     0.103
CHE  1952    21     0.174
CHE  1952    22     0.262
CHE  1952    23     0.364
CHE  1952    24     0.471
CHE  1952    25     0.591
CHE  1952    26     0.713
CHE  1952    27     0.842
CHE  1952    28     0.971
CHE  1952    29     1.094
CHE  1952    30     1.208
CHE  1952    31     1.311
CHE  1952    32     1.401
CHE  1952    33     1.476
CHE  1952    34     1.540
CHE  1952    35     1.593
CHE  1952    36     1.637
CHE  1952    37     1.671
CHE  1952    38     1.699
CHE  1952    39     1.718
CHE  1952    40     1.732
CHE  1952    41     1.743
CHE  1952    42     1.749
CHE  1952    43     1.752
CHE  1952    44     1.755
CHE  1952    45     1.756
CHE  1952    46     1.756
CHE  1952    47     1.757
CHE  1952    48     1.757
CHE  1952    49     1.757
CHE  1952    50     1.757
CHE  1952    51     1.757
CHE  1952    52     1.757
CHE  1952    53     1.757
CHE  1952    54     1.757
CHE  1952    55     1.757
CHE  1953    12     0.000
CHE  1953    13     0.000
CHE  1953    14     0.000
CHE  1953    15     0.000
CHE  1953    16     0.001
CHE  1953    17     0.004
CHE  1953    18     0.018
CHE  1953    19     0.050
CHE  1953    20     0.101
CHE  1953    21     0.168
CHE  1953    22     0.250
CHE  1953    23     0.345
CHE  1953    24     0.452
CHE  1953    25     0.567
CHE  1953    26     0.693
CHE  1953    27     0.821
CHE  1953    28     0.951
CHE  1953    29     1.076
CHE  1953    30     1.192
CHE  1953    31     1.297
CHE  1953    32     1.388
CHE  1953    33     1.467
CHE  1953    34     1.534
CHE  1953    35     1.590
CHE  1953    36     1.635
CHE  1953    37     1.671
CHE  1953    38     1.700
CHE  1953    39     1.720
CHE  1953    40     1.734
CHE  1953    41     1.744
CHE  1953    42     1.751
CHE  1953    43     1.754
CHE  1953    44     1.756
CHE  1953    45     1.757
CHE  1953    46     1.758
CHE  1953    47     1.758
CHE  1953    48     1.758
CHE  1953    49     1.758
CHE  1953    50     1.758
CHE  1953    51     1.758
CHE  1953    52     1.758
CHE  1953    53     1.758
CHE  1953    54     1.758
CHE  1953    55     1.758
CHE  1954    12     0.000
CHE  1954    13     0.000
CHE  1954    14     0.000
CHE  1954    15     0.000
CHE  1954    16     0.001
CHE  1954    17     0.005
CHE  1954    18     0.019
CHE  1954    19     0.051
CHE  1954    20     0.098
CHE  1954    21     0.161
CHE  1954    22     0.240
CHE  1954    23     0.328
CHE  1954    24     0.429
CHE  1954    25     0.543
CHE  1954    26     0.669
CHE  1954    27     0.800
CHE  1954    28     0.930
CHE  1954    29     1.054
CHE  1954    30     1.168
CHE  1954    31     1.277
CHE  1954    32     1.370
CHE  1954    33     1.452
CHE  1954    34     1.523
CHE  1954    35     1.579
CHE  1954    36     1.627
CHE  1954    37     1.664
CHE  1954    38     1.693
CHE  1954    39     1.714
CHE  1954    40     1.728
CHE  1954    41     1.738
CHE  1954    42     1.745
CHE  1954    43     1.749
CHE  1954    44     1.752
CHE  1954    45     1.753
CHE  1954    46     1.754
CHE  1954    47     1.754
CHE  1954    48     1.754
CHE  1954    49     1.754
CHE  1954    50     1.754
CHE  1954    51     1.754
CHE  1954    52     1.754
CHE  1954    53     1.754
CHE  1954    54     1.754
CHE  1954    55     1.754
CHE  1955    12     0.000
CHE  1955    13     0.000
CHE  1955    14     0.000
CHE  1955    15     0.000
CHE  1955    16     0.001
CHE  1955    17     0.004
CHE  1955    18     0.018
CHE  1955    19     0.045
CHE  1955    20     0.088
CHE  1955    21     0.143
CHE  1955    22     0.214
CHE  1955    23     0.299
CHE  1955    24     0.401
CHE  1955    25     0.514
CHE  1955    26     0.642
CHE  1955    27     0.776
CHE  1955    28     0.905
CHE  1955    29     1.030
CHE  1955    30     1.148
CHE  1955    31     1.256
CHE  1955    32     1.353
CHE  1955    33     1.437
CHE  1955    34     1.510
CHE  1955    35     1.570
CHE  1955    36     1.620
CHE  1955    37     1.659
CHE  1955    38     1.688
CHE  1955    39     1.709
CHE  1955    40     1.724
CHE  1955    41     1.735
CHE  1955    42     1.741
CHE  1955    43     1.745
CHE  1955    44     1.748
CHE  1955    45     1.749
CHE  1955    46     1.750
CHE  1955    47     1.751
CHE  1955    48     1.751
CHE  1955    49     1.751
CHE  1955    50     1.751
CHE  1955    51     1.751
CHE  1955    52     1.751
CHE  1955    53     1.751
CHE  1955    54     1.751
CHE  1955    55     1.751
CHE  1956    12     0.000
CHE  1956    13     0.000
CHE  1956    14     0.000
CHE  1956    15     0.000
CHE  1956    16     0.001
CHE  1956    17     0.004
CHE  1956    18     0.017
CHE  1956    19     0.042
CHE  1956    20     0.079
CHE  1956    21     0.126
CHE  1956    22     0.189
CHE  1956    23     0.270
CHE  1956    24     0.370
CHE  1956    25     0.484
CHE  1956    26     0.610
CHE  1956    27     0.741
CHE  1956    28     0.872
CHE  1956    29     1.000
CHE  1956    30     1.123
CHE  1956    31     1.236
CHE  1956    32     1.339
CHE  1956    33     1.429
CHE  1956    34     1.505
CHE  1956    35     1.568
CHE  1956    36     1.620
CHE  1956    37     1.659
CHE  1956    38     1.688
CHE  1956    39     1.710
CHE  1956    40     1.726
CHE  1956    41     1.738
CHE  1956    42     1.745
CHE  1956    43     1.750
CHE  1956    44     1.753
CHE  1956    45     1.754
CHE  1956    46     1.755
CHE  1956    47     1.755
CHE  1956    48     1.755
CHE  1956    49     1.755
CHE  1956    50     1.755
CHE  1956    51     1.756
CHE  1956    52     1.756
CHE  1956    53     1.756
CHE  1956    54     1.756
CHE  1956    55     1.756
CHE  1957    12     0.000
CHE  1957    13     0.000
CHE  1957    14     0.000
CHE  1957    15     0.000
CHE  1957    16     0.001
CHE  1957    17     0.005
CHE  1957    18     0.016
CHE  1957    19     0.037
CHE  1957    20     0.067
CHE  1957    21     0.113
CHE  1957    22     0.175
CHE  1957    23     0.255
CHE  1957    24     0.353
CHE  1957    25     0.466
CHE  1957    26     0.589
CHE  1957    27     0.715
CHE  1957    28     0.846
CHE  1957    29     0.977
CHE  1957    30     1.099
CHE  1957    31     1.214
CHE  1957    32     1.317
CHE  1957    33     1.411
CHE  1957    34     1.486
CHE  1957    35     1.551
CHE  1957    36     1.602
CHE  1957    37     1.642
CHE  1957    38     1.673
CHE  1957    39     1.695
CHE  1957    40     1.712
CHE  1957    41     1.723
CHE  1957    42     1.731
CHE  1957    43     1.736
CHE  1957    44     1.739
CHE  1957    45     1.740
CHE  1957    46     1.741
CHE  1957    47     1.741
CHE  1957    48     1.742
CHE  1957    49     1.742
CHE  1957    50     1.742
CHE  1957    51     1.742
CHE  1957    52     1.742
CHE  1957    53     1.742
CHE  1957    54     1.742
CHE  1957    55         .
CHE  1958    12     0.000
CHE  1958    13     0.000
CHE  1958    14     0.000
CHE  1958    15     0.000
CHE  1958    16     0.001
CHE  1958    17     0.004
CHE  1958    18     0.013
CHE  1958    19     0.030
CHE  1958    20     0.059
CHE  1958    21     0.102
CHE  1958    22     0.163
CHE  1958    23     0.243
CHE  1958    24     0.341
CHE  1958    25     0.452
CHE  1958    26     0.574
CHE  1958    27     0.706
CHE  1958    28     0.839
CHE  1958    29     0.969
CHE  1958    30     1.094
CHE  1958    31     1.212
CHE  1958    32     1.320
CHE  1958    33     1.413
CHE  1958    34     1.491
CHE  1958    35     1.555
CHE  1958    36     1.607
CHE  1958    37     1.648
CHE  1958    38     1.678
CHE  1958    39     1.702
CHE  1958    40     1.720
CHE  1958    41     1.732
CHE  1958    42     1.740
CHE  1958    43     1.745
CHE  1958    44     1.748
CHE  1958    45     1.750
CHE  1958    46     1.751
CHE  1958    47     1.751
CHE  1958    48     1.751
CHE  1958    49     1.751
CHE  1958    50     1.751
CHE  1958    51     1.751
CHE  1958    52     1.751
CHE  1958    53     1.751
CHE  1958    54         .
CHE  1958    55         .
CHE  1959    12     0.000
CHE  1959    13     0.000
CHE  1959    14     0.000
CHE  1959    15     0.000
CHE  1959    16     0.001
CHE  1959    17     0.004
CHE  1959    18     0.011
CHE  1959    19     0.027
CHE  1959    20     0.053
CHE  1959    21     0.098
CHE  1959    22     0.161
CHE  1959    23     0.241
CHE  1959    24     0.337
CHE  1959    25     0.447
CHE  1959    26     0.572
CHE  1959    27     0.703
CHE  1959    28     0.836
CHE  1959    29     0.969
CHE  1959    30     1.101
CHE  1959    31     1.223
CHE  1959    32     1.335
CHE  1959    33     1.429
CHE  1959    34     1.507
CHE  1959    35     1.572
CHE  1959    36     1.626
CHE  1959    37     1.667
CHE  1959    38     1.699
CHE  1959    39     1.722
CHE  1959    40     1.741
CHE  1959    41     1.755
CHE  1959    42     1.763
CHE  1959    43     1.768
CHE  1959    44     1.771
CHE  1959    45     1.772
CHE  1959    46     1.773
CHE  1959    47     1.773
CHE  1959    48     1.774
CHE  1959    49     1.774
CHE  1959    50     1.774
CHE  1959    51     1.774
CHE  1959    52     1.774
CHE  1959    53         .
CHE  1959    54         .
CHE  1959    55         .
CHE  1960    12     0.000
CHE  1960    13     0.000
CHE  1960    14     0.000
CHE  1960    15     0.000
CHE  1960    16     0.001
CHE  1960    17     0.003
CHE  1960    18     0.009
CHE  1960    19     0.023
CHE  1960    20     0.052
CHE  1960    21     0.096
CHE  1960    22     0.159
CHE  1960    23     0.237
CHE  1960    24     0.330
CHE  1960    25     0.440
CHE  1960    26     0.562
CHE  1960    27     0.691
CHE  1960    28     0.826
CHE  1960    29     0.965
CHE  1960    30     1.096
CHE  1960    31     1.219
CHE  1960    32     1.330
CHE  1960    33     1.423
CHE  1960    34     1.501
CHE  1960    35     1.566
CHE  1960    36     1.622
CHE  1960    37     1.666
CHE  1960    38     1.700
CHE  1960    39     1.725
CHE  1960    40     1.744
CHE  1960    41     1.758
CHE  1960    42     1.768
CHE  1960    43     1.773
CHE  1960    44     1.776
CHE  1960    45     1.778
CHE  1960    46     1.779
CHE  1960    47     1.779
CHE  1960    48     1.780
CHE  1960    49     1.780
CHE  1960    50     1.780
CHE  1960    51     1.780
CHE  1960    52         .
CHE  1960    53         .
CHE  1960    54         .
CHE  1960    55         .
CHE  1961    12     0.000
CHE  1961    13     0.000
CHE  1961    14     0.000
CHE  1961    15     0.000
CHE  1961    16     0.001
CHE  1961    17     0.002
CHE  1961    18     0.008
CHE  1961    19     0.023
CHE  1961    20     0.051
CHE  1961    21     0.093
CHE  1961    22     0.153
CHE  1961    23     0.227
CHE  1961    24     0.315
CHE  1961    25     0.419
CHE  1961    26     0.537
CHE  1961    27     0.666
CHE  1961    28     0.803
CHE  1961    29     0.940
CHE  1961    30     1.074
CHE  1961    31     1.199
CHE  1961    32     1.309
CHE  1961    33     1.399
CHE  1961    34     1.479
CHE  1961    35     1.548
CHE  1961    36     1.604
CHE  1961    37     1.648
CHE  1961    38     1.683
CHE  1961    39     1.709
CHE  1961    40     1.729
CHE  1961    41     1.743
CHE  1961    42     1.752
CHE  1961    43     1.758
CHE  1961    44     1.762
CHE  1961    45     1.764
CHE  1961    46     1.765
CHE  1961    47     1.766
CHE  1961    48     1.766
CHE  1961    49     1.766
CHE  1961    50     1.766
CHE  1961    51         .
CHE  1961    52         .
CHE  1961    53         .
CHE  1961    54         .
CHE  1961    55         .
CHE  1962    12     0.000
CHE  1962    13     0.000
CHE  1962    14     0.000
CHE  1962    15     0.000
CHE  1962    16     0.000
CHE  1962    17     0.002
CHE  1962    18     0.009
CHE  1962    19     0.023
CHE  1962    20     0.050
CHE  1962    21     0.091
CHE  1962    22     0.145
CHE  1962    23     0.214
CHE  1962    24     0.298
CHE  1962    25     0.396
CHE  1962    26     0.514
CHE  1962    27     0.641
CHE  1962    28     0.775
CHE  1962    29     0.911
CHE  1962    30     1.040
CHE  1962    31     1.163
CHE  1962    32     1.271
CHE  1962    33     1.365
CHE  1962    34     1.448
CHE  1962    35     1.518
CHE  1962    36     1.575
CHE  1962    37     1.622
CHE  1962    38     1.658
CHE  1962    39     1.686
CHE  1962    40     1.706
CHE  1962    41     1.721
CHE  1962    42     1.731
CHE  1962    43     1.737
CHE  1962    44     1.741
CHE  1962    45     1.743
CHE  1962    46     1.744
CHE  1962    47     1.745
CHE  1962    48     1.745
CHE  1962    49     1.746
CHE  1962    50         .
CHE  1962    51         .
CHE  1962    52         .
CHE  1962    53         .
CHE  1962    54         .
CHE  1962    55         .
CHE  1963    12     0.000
CHE  1963    13     0.000
CHE  1963    14     0.000
CHE  1963    15     0.000
CHE  1963    16     0.000
CHE  1963    17     0.002
CHE  1963    18     0.008
CHE  1963    19     0.021
CHE  1963    20     0.045
CHE  1963    21     0.081
CHE  1963    22     0.130
CHE  1963    23     0.192
CHE  1963    24     0.273
CHE  1963    25     0.370
CHE  1963    26     0.484
CHE  1963    27     0.610
CHE  1963    28     0.743
CHE  1963    29     0.878
CHE  1963    30     1.004
CHE  1963    31     1.124
CHE  1963    32     1.231
CHE  1963    33     1.329
CHE  1963    34     1.415
CHE  1963    35     1.485
CHE  1963    36     1.545
CHE  1963    37     1.593
CHE  1963    38     1.630
CHE  1963    39     1.658
CHE  1963    40     1.680
CHE  1963    41     1.695
CHE  1963    42     1.705
CHE  1963    43     1.711
CHE  1963    44     1.715
CHE  1963    45     1.717
CHE  1963    46     1.719
CHE  1963    47     1.719
CHE  1963    48     1.720
CHE  1963    49         .
CHE  1963    50         .
CHE  1963    51         .
CHE  1963    52         .
CHE  1963    53         .
CHE  1963    54         .
CHE  1963    55         .
CHE  1964    12     0.000
CHE  1964    13     0.000
CHE  1964    14     0.000
CHE  1964    15     0.000
CHE  1964    16     0.000
CHE  1964    17     0.002
CHE  1964    18     0.008
CHE  1964    19     0.020
CHE  1964    20     0.042
CHE  1964    21     0.075
CHE  1964    22     0.120
CHE  1964    23     0.179
CHE  1964    24     0.256
CHE  1964    25     0.350
CHE  1964    26     0.461
CHE  1964    27     0.585
CHE  1964    28     0.714
CHE  1964    29     0.844
CHE  1964    30     0.967
CHE  1964    31     1.084
CHE  1964    32     1.193
CHE  1964    33     1.293
CHE  1964    34     1.377
CHE  1964    35     1.448
CHE  1964    36     1.509
CHE  1964    37     1.558
CHE  1964    38     1.596
CHE  1964    39     1.626
CHE  1964    40     1.649
CHE  1964    41     1.666
CHE  1964    42     1.677
CHE  1964    43     1.685
CHE  1964    44     1.689
CHE  1964    45     1.692
CHE  1964    46     1.693
CHE  1964    47     1.694
CHE  1964    48         .
CHE  1964    49         .
CHE  1964    50         .
CHE  1964    51         .
CHE  1964    52         .
CHE  1964    53         .
CHE  1964    54         .
CHE  1964    55         .
CHE  1965    12     0.000
CHE  1965    13     0.000
CHE  1965    14     0.000
CHE  1965    15     0.000
CHE  1965    16     0.001
CHE  1965    17     0.002
CHE  1965    18     0.007
CHE  1965    19     0.018
CHE  1965    20     0.036
CHE  1965    21     0.065
CHE  1965    22     0.107
CHE  1965    23     0.163
CHE  1965    24     0.236
CHE  1965    25     0.326
CHE  1965    26     0.436
CHE  1965    27     0.556
CHE  1965    28     0.680
CHE  1965    29     0.806
CHE  1965    30     0.928
CHE  1965    31     1.045
CHE  1965    32     1.157
CHE  1965    33     1.255
CHE  1965    34     1.341
CHE  1965    35     1.415
CHE  1965    36     1.477
CHE  1965    37     1.526
CHE  1965    38     1.565
CHE  1965    39     1.596
CHE  1965    40     1.622
CHE  1965    41     1.640
CHE  1965    42     1.653
CHE  1965    43     1.660
CHE  1965    44     1.665
CHE  1965    45     1.668
CHE  1965    46     1.669
CHE  1965    47         .
CHE  1965    48         .
CHE  1965    49         .
CHE  1965    50         .
CHE  1965    51         .
CHE  1965    52         .
CHE  1965    53         .
CHE  1965    54         .
CHE  1965    55         .
CHE  1966    12     0.000
CHE  1966    13     0.000
CHE  1966    14     0.000
CHE  1966    15     0.000
CHE  1966    16     0.000
CHE  1966    17     0.002
CHE  1966    18     0.006
CHE  1966    19     0.016
CHE  1966    20     0.035
CHE  1966    21     0.063
CHE  1966    22     0.104
CHE  1966    23     0.160
CHE  1966    24     0.234
CHE  1966    25     0.325
CHE  1966    26     0.431
CHE  1966    27     0.544
CHE  1966    28     0.663
CHE  1966    29     0.786
CHE  1966    30     0.909
CHE  1966    31     1.027
CHE  1966    32     1.137
CHE  1966    33     1.235
CHE  1966    34     1.323
CHE  1966    35     1.398
CHE  1966    36     1.461
CHE  1966    37     1.513
CHE  1966    38     1.556
CHE  1966    39     1.590
CHE  1966    40     1.615
CHE  1966    41     1.636
CHE  1966    42     1.649
CHE  1966    43     1.657
CHE  1966    44     1.662
CHE  1966    45     1.665
CHE  1966    46         .
CHE  1966    47         .
CHE  1966    48         .
CHE  1966    49         .
CHE  1966    50         .
CHE  1966    51         .
CHE  1966    52         .
CHE  1966    53         .
CHE  1966    54         .
CHE  1966    55         .
CHE  1967    12     0.000
CHE  1967    13     0.000
CHE  1967    14     0.000
CHE  1967    15     0.000
CHE  1967    16     0.000
CHE  1967    17     0.002
CHE  1967    18     0.005
CHE  1967    19     0.014
CHE  1967    20     0.030
CHE  1967    21     0.057
CHE  1967    22     0.096
CHE  1967    23     0.151
CHE  1967    24     0.224
CHE  1967    25     0.311
CHE  1967    26     0.409
CHE  1967    27     0.518
CHE  1967    28     0.636
CHE  1967    29     0.759
CHE  1967    30     0.881
CHE  1967    31     0.998
CHE  1967    32     1.110
CHE  1967    33     1.212
CHE  1967    34     1.300
CHE  1967    35     1.374
CHE  1967    36     1.439
CHE  1967    37     1.494
CHE  1967    38     1.540
CHE  1967    39     1.575
CHE  1967    40     1.602
CHE  1967    41     1.623
CHE  1967    42     1.637
CHE  1967    43     1.646
CHE  1967    44     1.651
CHE  1967    45         .
CHE  1967    46         .
CHE  1967    47         .
CHE  1967    48         .
CHE  1967    49         .
CHE  1967    50         .
CHE  1967    51         .
CHE  1967    52         .
CHE  1967    53         .
CHE  1967    54         .
CHE  1967    55         .
CHE  1968    12     0.000
CHE  1968    13     0.000
CHE  1968    14     0.000
CHE  1968    15     0.000
CHE  1968    16     0.000
CHE  1968    17     0.001
CHE  1968    18     0.005
CHE  1968    19     0.013
CHE  1968    20     0.029
CHE  1968    21     0.055
CHE  1968    22     0.095
CHE  1968    23     0.150
CHE  1968    24     0.221
CHE  1968    25     0.306
CHE  1968    26     0.398
CHE  1968    27     0.503
CHE  1968    28     0.617
CHE  1968    29     0.738
CHE  1968    30     0.859
CHE  1968    31     0.976
CHE  1968    32     1.089
CHE  1968    33     1.190
CHE  1968    34     1.277
CHE  1968    35     1.354
CHE  1968    36     1.421
CHE  1968    37     1.478
CHE  1968    38     1.526
CHE  1968    39     1.563
CHE  1968    40     1.592
CHE  1968    41     1.614
CHE  1968    42     1.629
CHE  1968    43     1.639
CHE  1968    44         .
CHE  1968    45         .
CHE  1968    46         .
CHE  1968    47         .
CHE  1968    48         .
CHE  1968    49         .
CHE  1968    50         .
CHE  1968    51         .
CHE  1968    52         .
CHE  1968    53         .
CHE  1968    54         .
CHE  1968    55         .
CHE  1969    12     0.000
CHE  1969    13     0.000
CHE  1969    14     0.000
CHE  1969    15     0.000
CHE  1969    16     0.001
CHE  1969    17     0.002
CHE  1969    18     0.006
CHE  1969    19     0.014
CHE  1969    20     0.031
CHE  1969    21     0.059
CHE  1969    22     0.101
CHE  1969    23     0.157
CHE  1969    24     0.225
CHE  1969    25     0.303
CHE  1969    26     0.395
CHE  1969    27     0.500
CHE  1969    28     0.613
CHE  1969    29     0.729
CHE  1969    30     0.847
CHE  1969    31     0.964
CHE  1969    32     1.073
CHE  1969    33     1.169
CHE  1969    34     1.257
CHE  1969    35     1.337
CHE  1969    36     1.408
CHE  1969    37     1.470
CHE  1969    38     1.520
CHE  1969    39     1.561
CHE  1969    40     1.593
CHE  1969    41     1.616
CHE  1969    42     1.632
CHE  1969    43         .
CHE  1969    44         .
CHE  1969    45         .
CHE  1969    46         .
CHE  1969    47         .
CHE  1969    48         .
CHE  1969    49         .
CHE  1969    50         .
CHE  1969    51         .
CHE  1969    52         .
CHE  1969    53         .
CHE  1969    54         .
CHE  1969    55         .
CHE  1970    12     0.000
CHE  1970    13     0.000
CHE  1970    14     0.000
CHE  1970    15     0.000
CHE  1970    16     0.000
CHE  1970    17     0.001
CHE  1970    18     0.005
CHE  1970    19     0.014
CHE  1970    20     0.031
CHE  1970    21     0.060
CHE  1970    22     0.100
CHE  1970    23     0.149
CHE  1970    24     0.213
CHE  1970    25     0.285
CHE  1970    26     0.372
CHE  1970    27     0.472
CHE  1970    28     0.578
CHE  1970    29     0.692
CHE  1970    30     0.810
CHE  1970    31     0.925
CHE  1970    32     1.031
CHE  1970    33     1.131
CHE  1970    34     1.223
CHE  1970    35     1.307
CHE  1970    36     1.383
CHE  1970    37     1.447
CHE  1970    38     1.501
CHE  1970    39     1.545
CHE  1970    40     1.579
CHE  1970    41     1.604
CHE  1970    42         .
CHE  1970    43         .
CHE  1970    44         .
CHE  1970    45         .
CHE  1970    46         .
CHE  1970    47         .
CHE  1970    48         .
CHE  1970    49         .
CHE  1970    50         .
CHE  1970    51         .
CHE  1970    52         .
CHE  1970    53         .
CHE  1970    54         .
CHE  1970    55         .
CHE  1971    12     0.000
CHE  1971    13     0.000
CHE  1971    14     0.000
CHE  1971    15     0.000
CHE  1971    16     0.000
CHE  1971    17     0.001
CHE  1971    18     0.005
CHE  1971    19     0.014
CHE  1971    20     0.033
CHE  1971    21     0.063
CHE  1971    22     0.102
CHE  1971    23     0.150
CHE  1971    24     0.210
CHE  1971    25     0.283
CHE  1971    26     0.370
CHE  1971    27     0.464
CHE  1971    28     0.569
CHE  1971    29     0.680
CHE  1971    30     0.791
CHE  1971    31     0.899
CHE  1971    32     1.004
CHE  1971    33     1.103
CHE  1971    34     1.198
CHE  1971    35     1.283
CHE  1971    36     1.361
CHE  1971    37     1.428
CHE  1971    38     1.485
CHE  1971    39     1.531
CHE  1971    40     1.566
CHE  1971    41         .
CHE  1971    42         .
CHE  1971    43         .
CHE  1971    44         .
CHE  1971    45         .
CHE  1971    46         .
CHE  1971    47         .
CHE  1971    48         .
CHE  1971    49         .
CHE  1971    50         .
CHE  1971    51         .
CHE  1971    52         .
CHE  1971    53         .
CHE  1971    54         .
CHE  1971    55         .
CHE  1972    12     0.000
CHE  1972    13     0.000
CHE  1972    14     0.000
CHE  1972    15     0.000
CHE  1972    16     0.000
CHE  1972    17     0.002
CHE  1972    18     0.006
CHE  1972    19     0.016
CHE  1972    20     0.035
CHE  1972    21     0.063
CHE  1972    22     0.101
CHE  1972    23     0.148
CHE  1972    24     0.209
CHE  1972    25     0.278
CHE  1972    26     0.362
CHE  1972    27     0.456
CHE  1972    28     0.559
CHE  1972    29     0.665
CHE  1972    30     0.771
CHE  1972    31     0.879
CHE  1972    32     0.987
CHE  1972    33     1.089
CHE  1972    34     1.186
CHE  1972    35     1.276
CHE  1972    36     1.360
CHE  1972    37     1.430
CHE  1972    38     1.490
CHE  1972    39     1.538
CHE  1972    40         .
CHE  1972    41         .
CHE  1972    42         .
CHE  1972    43         .
CHE  1972    44         .
CHE  1972    45         .
CHE  1972    46         .
CHE  1972    47         .
CHE  1972    48         .
CHE  1972    49         .
CHE  1972    50         .
CHE  1972    51         .
CHE  1972    52         .
CHE  1972    53         .
CHE  1972    54         .
CHE  1972    55         .
CHE  1973    12     0.000
CHE  1973    13     0.000
CHE  1973    14     0.000
CHE  1973    15     0.000
CHE  1973    16     0.000
CHE  1973    17     0.002
CHE  1973    18     0.006
CHE  1973    19     0.017
CHE  1973    20     0.036
CHE  1973    21     0.061
CHE  1973    22     0.098
CHE  1973    23     0.143
CHE  1973    24     0.202
CHE  1973    25     0.271
CHE  1973    26     0.351
CHE  1973    27     0.443
CHE  1973    28     0.541
CHE  1973    29     0.642
CHE  1973    30     0.746
CHE  1973    31     0.854
CHE  1973    32     0.961
CHE  1973    33     1.066
CHE  1973    34     1.166
CHE  1973    35     1.262
CHE  1973    36     1.348
CHE  1973    37     1.421
CHE  1973    38     1.483
CHE  1973    39         .
CHE  1973    40         .
CHE  1973    41         .
CHE  1973    42         .
CHE  1973    43         .
CHE  1973    44         .
CHE  1973    45         .
CHE  1973    46         .
CHE  1973    47         .
CHE  1973    48         .
CHE  1973    49         .
CHE  1973    50         .
CHE  1973    51         .
CHE  1973    52         .
CHE  1973    53         .
CHE  1973    54         .
CHE  1973    55         .
CHE  1974    12     0.000
CHE  1974    13     0.000
CHE  1974    14     0.000
CHE  1974    15     0.000
CHE  1974    16     0.000
CHE  1974    17     0.002
CHE  1974    18     0.006
CHE  1974    19     0.016
CHE  1974    20     0.033
CHE  1974    21     0.059
CHE  1974    22     0.094
CHE  1974    23     0.142
CHE  1974    24     0.201
CHE  1974    25     0.270
CHE  1974    26     0.352
CHE  1974    27     0.440
CHE  1974    28     0.533
CHE  1974    29     0.631
CHE  1974    30     0.736
CHE  1974    31     0.843
CHE  1974    32     0.952
CHE  1974    33     1.057
CHE  1974    34     1.159
CHE  1974    35     1.255
CHE  1974    36     1.344
CHE  1974    37     1.420
CHE  1974    38         .
CHE  1974    39         .
CHE  1974    40         .
CHE  1974    41         .
CHE  1974    42         .
CHE  1974    43         .
CHE  1974    44         .
CHE  1974    45         .
CHE  1974    46         .
CHE  1974    47         .
CHE  1974    48         .
CHE  1974    49         .
CHE  1974    50         .
CHE  1974    51         .
CHE  1974    52         .
CHE  1974    53         .
CHE  1974    54         .
CHE  1974    55         .
CHE  1975    12     0.000
CHE  1975    13     0.000
CHE  1975    14     0.000
CHE  1975    15     0.000
CHE  1975    16     0.000
CHE  1975    17     0.002
CHE  1975    18     0.005
CHE  1975    19     0.014
CHE  1975    20     0.029
CHE  1975    21     0.056
CHE  1975    22     0.094
CHE  1975    23     0.140
CHE  1975    24     0.197
CHE  1975    25     0.264
CHE  1975    26     0.338
CHE  1975    27     0.419
CHE  1975    28     0.508
CHE  1975    29     0.606
CHE  1975    30     0.711
CHE  1975    31     0.821
CHE  1975    32     0.934
CHE  1975    33     1.045
CHE  1975    34     1.150
CHE  1975    35     1.251
CHE  1975    36     1.342
CHE  1975    37         .
CHE  1975    38         .
CHE  1975    39         .
CHE  1975    40         .
CHE  1975    41         .
CHE  1975    42         .
CHE  1975    43         .
CHE  1975    44         .
CHE  1975    45         .
CHE  1975    46         .
CHE  1975    47         .
CHE  1975    48         .
CHE  1975    49         .
CHE  1975    50         .
CHE  1975    51         .
CHE  1975    52         .
CHE  1975    53         .
CHE  1975    54         .
CHE  1975    55         .
CHE  1976    12     0.000
CHE  1976    13     0.000
CHE  1976    14     0.000
CHE  1976    15     0.000
CHE  1976    16     0.000
CHE  1976    17     0.001
CHE  1976    18     0.005
CHE  1976    19     0.013
CHE  1976    20     0.028
CHE  1976    21     0.054
CHE  1976    22     0.091
CHE  1976    23     0.139
CHE  1976    24     0.198
CHE  1976    25     0.261
CHE  1976    26     0.331
CHE  1976    27     0.410
CHE  1976    28     0.496
CHE  1976    29     0.590
CHE  1976    30     0.695
CHE  1976    31     0.804
CHE  1976    32     0.918
CHE  1976    33     1.027
CHE  1976    34     1.134
CHE  1976    35     1.238
CHE  1976    36         .
CHE  1976    37         .
CHE  1976    38         .
