Conditional fertility rates by calendar year, age and birth order (based on parity distribution from population census)
Last modified: 25/09/2014
Code Year  Age       m1x       m2x       m3x       m4x      m5px
NOR  1994   52   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1994   53   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1994   54   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1994   55+  0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1995   12-  0.00000         .         .         .         .
NOR  1995   13   0.00000         .         .         .         .
NOR  1995   14   0.00008         .         .         .         .
NOR  1995   15   0.00043   0.00000         .         .         .
NOR  1995   16   0.00270   0.00000         .         .         .
NOR  1995   17   0.00893   0.03330   0.00000         .         .
NOR  1995   18   0.01820   0.04032   0.00000         .         .
NOR  1995   19   0.03346   0.06093   0.04490         .         .
NOR  1995   20   0.04512   0.09232   0.05312   0.00000         .
NOR  1995   21   0.05096   0.12027   0.04910   0.05403         .
NOR  1995   22   0.06432   0.13380   0.07181   0.12389   0.11993
NOR  1995   23   0.07692   0.15476   0.07210   0.03602   0.07747
NOR  1995   24   0.09127   0.17203   0.07491   0.06169   0.07247
NOR  1995   25   0.10992   0.17928   0.08308   0.06797   0.16895
NOR  1995   26   0.12070   0.19117   0.07784   0.04749   0.09432
NOR  1995   27   0.13158   0.20422   0.08232   0.07396   0.07291
NOR  1995   28   0.13531   0.21505   0.08663   0.06008   0.09917
NOR  1995   29   0.14257   0.21899   0.08483   0.05284   0.08837
NOR  1995   30   0.13647   0.20992   0.08176   0.05078   0.07626
NOR  1995   31   0.12135   0.21510   0.08478   0.04799   0.07078
NOR  1995   32   0.10832   0.19857   0.07312   0.04568   0.06796
NOR  1995   33   0.09603   0.17282   0.07112   0.04159   0.05306
NOR  1995   34   0.08116   0.15532   0.06473   0.03414   0.05058
NOR  1995   35   0.06914   0.11782   0.05676   0.03295   0.04299
NOR  1995   36   0.06020   0.09563   0.04454   0.02852   0.04096
NOR  1995   37   0.04101   0.07479   0.03325   0.02599   0.04277
NOR  1995   38   0.03767   0.04909   0.02252   0.01968   0.03179
NOR  1995   39   0.02687   0.03520   0.01356   0.01283   0.02743
NOR  1995   40   0.01495   0.02627   0.00893   0.01069   0.02780
NOR  1995   41   0.01294   0.01320   0.00459   0.00649   0.01123
NOR  1995   42   0.00615   0.00862   0.00295   0.00356   0.00908
NOR  1995   43   0.00425   0.00416   0.00154   0.00162   0.00701
NOR  1995   44   0.00218   0.00227   0.00076   0.00044   0.00465
NOR  1995   45   0.00072   0.00102   0.00015   0.00043   0.00122
NOR  1995   46   0.00036   0.00000   0.00000   0.00041   0.00039
NOR  1995   47   0.00036   0.00026   0.00000   0.00026   0.00000
NOR  1995   48   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1995   49   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1995   50   0.00007   0.00000   0.00000   0.00000   0.00000
NOR  1995   51   0.00015   0.00000   0.00000   0.00000   0.00000
NOR  1995   52   0.00012   0.00000   0.00000   0.00000   0.00000
NOR  1995   53   0.00008   0.00000   0.00000   0.00000   0.00000
NOR  1995   54   0.00002   0.00000   0.00000   0.00000   0.00000
NOR  1995   55+  0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1996   12-  0.00000         .         .         .         .
NOR  1996   13   0.00000         .         .         .         .
NOR  1996   14   0.00008         .         .         .         .
NOR  1996   15   0.00039   0.00000         .         .         .
NOR  1996   16   0.00270   0.00000         .         .         .
NOR  1996   17   0.00876   0.01702   0.00000         .         .
NOR  1996   18   0.01888   0.04792   0.00000         .         .
NOR  1996   19   0.03403   0.06658   0.02233         .         .
NOR  1996   20   0.04379   0.08981   0.02097   0.00000         .
NOR  1996   21   0.05137   0.11572   0.07134   0.02817         .
NOR  1996   22   0.06197   0.13242   0.05853   0.09393   0.00000
NOR  1996   23   0.07270   0.14730   0.08604   0.07936   0.05018
NOR  1996   24   0.08843   0.17103   0.07074   0.06763   0.12088
NOR  1996   25   0.10663   0.17636   0.08691   0.05889   0.06754
NOR  1996   26   0.12009   0.19182   0.08114   0.06531   0.09966
NOR  1996   27   0.13734   0.20261   0.08760   0.07276   0.08669
NOR  1996   28   0.14349   0.21458   0.08388   0.07623   0.10650
NOR  1996   29   0.14363   0.23044   0.08604   0.04928   0.07874
NOR  1996   30   0.13796   0.21552   0.08242   0.05239   0.07540
NOR  1996   31   0.12347   0.21576   0.08622   0.05085   0.06399
NOR  1996   32   0.11146   0.20684   0.08002   0.04983   0.05303
NOR  1996   33   0.08828   0.17414   0.07472   0.04441   0.05556
NOR  1996   34   0.08667   0.16194   0.06744   0.03498   0.05639
NOR  1996   35   0.06621   0.13383   0.05486   0.03348   0.04846
NOR  1996   36   0.06187   0.09989   0.04836   0.02725   0.03693
NOR  1996   37   0.04479   0.07433   0.03447   0.02037   0.04525
NOR  1996   38   0.03701   0.05998   0.02319   0.01870   0.03468
NOR  1996   39   0.02817   0.04130   0.01254   0.01345   0.02585
NOR  1996   40   0.01812   0.02496   0.00986   0.01057   0.01918
NOR  1996   41   0.01082   0.01405   0.00614   0.00442   0.01420
NOR  1996   42   0.00652   0.00988   0.00429   0.00445   0.01231
NOR  1996   43   0.00390   0.00431   0.00170   0.00242   0.00727
NOR  1996   44   0.00142   0.00220   0.00108   0.00147   0.00305
NOR  1996   45   0.00036   0.00025   0.00023   0.00073   0.00253
NOR  1996   46   0.00036   0.00051   0.00015   0.00000   0.00122
NOR  1996   47   0.00036   0.00000   0.00008   0.00014   0.00039
NOR  1996   48   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1996   49   0.00000   0.00000   0.00007   0.00012   0.00000
NOR  1996   50   0.00000   0.00000   0.00000   0.00000   0.00017
NOR  1996   51   0.00000   0.00000   0.00000   0.00000   0.00009
NOR  1996   52   0.00000   0.00000   0.00000   0.00000   0.00005
NOR  1996   53   0.00000   0.00000   0.00000   0.00000   0.00003
NOR  1996   54   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1996   55+  0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1997   12-  0.00000         .         .         .         .
NOR  1997   13   0.00004         .         .         .         .
NOR  1997   14   0.00008         .         .         .         .
NOR  1997   15   0.00027   0.00000         .         .         .
NOR  1997   16   0.00280   0.03207         .         .         .
NOR  1997   17   0.00921   0.02173         .         .         .
NOR  1997   18   0.01731   0.04114   0.07163         .         .
NOR  1997   19   0.03120   0.06884   0.03515         .         .
NOR  1997   20   0.04287   0.09103   0.04345   0.00000         .
NOR  1997   21   0.05146   0.11256   0.05689   0.00000         .
NOR  1997   22   0.05659   0.14148   0.07730   0.08310   0.00000
NOR  1997   23   0.06746   0.15787   0.06575   0.04619   0.05350
NOR  1997   24   0.08095   0.17258   0.07668   0.04940   0.07913
NOR  1997   25   0.09623   0.17442   0.08230   0.06768   0.12122
NOR  1997   26   0.11594   0.18850   0.08549   0.06769   0.10861
NOR  1997   27   0.12866   0.19483   0.08977   0.05736   0.07516
NOR  1997   28   0.14011   0.21243   0.08661   0.06527   0.07144
NOR  1997   29   0.14025   0.21622   0.08752   0.05055   0.08465
NOR  1997   30   0.13416   0.21104   0.08082   0.05007   0.09372
NOR  1997   31   0.12603   0.21856   0.08380   0.05843   0.07035
NOR  1997   32   0.11237   0.19767   0.07502   0.04258   0.06172
NOR  1997   33   0.09911   0.18201   0.07793   0.04391   0.06013
NOR  1997   34   0.08572   0.14828   0.06730   0.03771   0.06191
NOR  1997   35   0.07946   0.13252   0.06026   0.03388   0.04670
NOR  1997   36   0.06399   0.09963   0.04721   0.03026   0.04083
NOR  1997   37   0.04603   0.07707   0.03131   0.02256   0.03946
NOR  1997   38   0.03336   0.06003   0.02400   0.01990   0.02940
NOR  1997   39   0.03033   0.04062   0.01780   0.01522   0.02387
NOR  1997   40   0.01825   0.02863   0.00915   0.00920   0.02149
NOR  1997   41   0.01132   0.01862   0.00668   0.00825   0.01282
NOR  1997   42   0.00649   0.01257   0.00379   0.00427   0.01189
NOR  1997   43   0.00281   0.00451   0.00113   0.00315   0.00546
NOR  1997   44   0.00293   0.00250   0.00081   0.00028   0.00680
NOR  1997   45   0.00071   0.00049   0.00031   0.00073   0.00303
NOR  1997   46   0.00037   0.00000   0.00008   0.00000   0.00042
NOR  1997   47   0.00036   0.00026   0.00000   0.00014   0.00121
NOR  1997   48   0.00000   0.00026   0.00008   0.00000   0.00039
NOR  1997   49   0.00000   0.00000   0.00007   0.00000   0.00000
NOR  1997   50   0.00013   0.00022   0.00000   0.00000   0.00000
NOR  1997   51   0.00011   0.00017   0.00000   0.00000   0.00000
NOR  1997   52   0.00007   0.00009   0.00000   0.00000   0.00000
NOR  1997   53   0.00004   0.00004   0.00000   0.00000   0.00000
NOR  1997   54   0.00001   0.00001   0.00000   0.00000   0.00000
NOR  1997   55+  0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1998   12-  0.00000         .         .         .         .
NOR  1998   13   0.00000         .         .         .         .
NOR  1998   14   0.00004         .         .         .         .
NOR  1998   15   0.00051   0.00000         .         .         .
NOR  1998   16   0.00249   0.00000         .         .         .
NOR  1998   17   0.00879   0.01794   0.00000         .         .
NOR  1998   18   0.01772   0.03068   0.00000         .         .
NOR  1998   19   0.03013   0.05490   0.02477         .         .
NOR  1998   20   0.03914   0.08662   0.04287   0.00000         .
NOR  1998   21   0.04821   0.11914   0.06373   0.02977         .
NOR  1998   22   0.05773   0.14179   0.05865   0.03497   0.17667
NOR  1998   23   0.06167   0.13866   0.07556   0.05751   0.06376
NOR  1998   24   0.07843   0.15796   0.07538   0.09376   0.02878
NOR  1998   25   0.09259   0.17154   0.07341   0.07762   0.09930
NOR  1998   26   0.10666   0.17491   0.08902   0.06183   0.05177
NOR  1998   27   0.12416   0.20057   0.08306   0.05556   0.13822
NOR  1998   28   0.13659   0.20481   0.08658   0.05877   0.08305
NOR  1998   29   0.13878   0.21552   0.08714   0.05714   0.10157
NOR  1998   30   0.13872   0.21679   0.08128   0.04896   0.08187
NOR  1998   31   0.13278   0.20706   0.08000   0.04841   0.07624
NOR  1998   32   0.11677   0.19633   0.07779   0.04391   0.06145
NOR  1998   33   0.09708   0.17275   0.06526   0.03813   0.07322
NOR  1998   34   0.08164   0.15101   0.06545   0.03771   0.05115
NOR  1998   35   0.08260   0.13819   0.05619   0.03165   0.04524
NOR  1998   36   0.06631   0.10948   0.04537   0.02787   0.03721
NOR  1998   37   0.05319   0.08546   0.03183   0.02291   0.03131
NOR  1998   38   0.04112   0.05887   0.02318   0.01874   0.02901
NOR  1998   39   0.03058   0.04636   0.01671   0.01286   0.02453
NOR  1998   40   0.01990   0.03050   0.01105   0.01175   0.01851
NOR  1998   41   0.01107   0.01880   0.00653   0.00530   0.01162
NOR  1998   42   0.00797   0.00802   0.00280   0.00358   0.01172
NOR  1998   43   0.00681   0.00451   0.00137   0.00248   0.00566
NOR  1998   44   0.00188   0.00203   0.00128   0.00129   0.00416
NOR  1998   45   0.00033   0.00137   0.00037   0.00014   0.00127
NOR  1998   46   0.00000   0.00000   0.00008   0.00029   0.00130
NOR  1998   47   0.00000   0.00000   0.00008   0.00015   0.00084
NOR  1998   48   0.00000   0.00000   0.00000   0.00000   0.00040
NOR  1998   49   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1998   50   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1998   51   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1998   52   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1998   53   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1998   54   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1998   55+  0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1999   12-  0.00000         .         .         .         .
NOR  1999   13   0.00000         .         .         .         .
NOR  1999   14   0.00008         .         .         .         .
NOR  1999   15   0.00055   0.06111         .         .         .
NOR  1999   16   0.00268   0.00000         .         .         .
NOR  1999   17   0.00738   0.01970         .         .         .
NOR  1999   18   0.01565   0.03284   0.00000         .         .
NOR  1999   19   0.02924   0.06740   0.04057         .         .
NOR  1999   20   0.04017   0.08602   0.05526   0.00000         .
NOR  1999   21   0.05082   0.11424   0.08368   0.03032         .
NOR  1999   22   0.05510   0.13079   0.05680   0.09536   0.00000
NOR  1999   23   0.06243   0.15502   0.06506   0.07919   0.06009
NOR  1999   24   0.07518   0.16505   0.08266   0.08302   0.08754
NOR  1999   25   0.09116   0.17132   0.08236   0.06919   0.06031
NOR  1999   26   0.11202   0.17872   0.09004   0.06909   0.06456
NOR  1999   27   0.12452   0.19579   0.08578   0.05507   0.10397
NOR  1999   28   0.13656   0.20925   0.08956   0.05836   0.10230
NOR  1999   29   0.14523   0.21214   0.08206   0.04940   0.09167
NOR  1999   30   0.13676   0.21843   0.08171   0.05712   0.06580
NOR  1999   31   0.13473   0.21712   0.08485   0.05476   0.07554
NOR  1999   32   0.11361   0.20244   0.07792   0.04760   0.06867
NOR  1999   33   0.10736   0.17849   0.07371   0.04447   0.07323
NOR  1999   34   0.09399   0.17442   0.06592   0.04238   0.05481
NOR  1999   35   0.08671   0.12786   0.05625   0.03567   0.04736
NOR  1999   36   0.06829   0.11160   0.04414   0.02666   0.03920
NOR  1999   37   0.05202   0.08762   0.03526   0.02444   0.03330
NOR  1999   38   0.03895   0.06418   0.02532   0.01944   0.03192
NOR  1999   39   0.02407   0.04238   0.01773   0.01375   0.02667
NOR  1999   40   0.01906   0.02872   0.01062   0.01090   0.02166
NOR  1999   41   0.01161   0.01832   0.00502   0.00516   0.01585
NOR  1999   42   0.01091   0.00801   0.00376   0.00368   0.01125
NOR  1999   43   0.00603   0.00559   0.00137   0.00185   0.00552
NOR  1999   44   0.00297   0.00339   0.00129   0.00220   0.00356
NOR  1999   45   0.00063   0.00068   0.00008   0.00086   0.00164
NOR  1999   46   0.00065   0.00023   0.00015   0.00043   0.00209
NOR  1999   47   0.00071   0.00000   0.00000   0.00044   0.00043
NOR  1999   48   0.00000   0.00000   0.00000   0.00000   0.00042
NOR  1999   49   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1999   50   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1999   51   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1999   52   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1999   53   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1999   54   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  1999   55+  0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2000   12-  0.00000         .         .         .         .
NOR  2000   13   0.00004         .         .         .         .
NOR  2000   14   0.00004         .         .         .         .
NOR  2000   15   0.00062   0.07418         .         .         .
NOR  2000   16   0.00216   0.04638         .         .         .
NOR  2000   17   0.00867   0.02991         .         .         .
NOR  2000   18   0.01532   0.03264   0.00000         .         .
NOR  2000   19   0.02945   0.05696   0.02855         .         .
NOR  2000   20   0.04082   0.08087   0.07834   0.00000         .
NOR  2000   21   0.04820   0.11396   0.04945   0.00000         .
NOR  2000   22   0.05265   0.13121   0.08050   0.05256   0.18584
NOR  2000   23   0.06181   0.15860   0.07714   0.06803   0.00000
NOR  2000   24   0.07508   0.17002   0.07911   0.08888   0.02698
NOR  2000   25   0.08969   0.16830   0.09037   0.07683   0.11841
NOR  2000   26   0.10436   0.18329   0.08034   0.07063   0.06824
NOR  2000   27   0.12484   0.19164   0.09316   0.08171   0.11567
NOR  2000   28   0.13415   0.21447   0.08606   0.06885   0.06940
NOR  2000   29   0.14367   0.21583   0.08629   0.06538   0.09290
NOR  2000   30   0.14037   0.21782   0.08309   0.05420   0.09393
NOR  2000   31   0.13167   0.21793   0.08192   0.05076   0.07009
NOR  2000   32   0.12310   0.20153   0.08100   0.04438   0.07502
NOR  2000   33   0.11679   0.18307   0.07088   0.04280   0.05997
NOR  2000   34   0.08924   0.16518   0.06403   0.04081   0.05647
NOR  2000   35   0.08226   0.13405   0.05442   0.03503   0.04413
NOR  2000   36   0.06876   0.11276   0.04490   0.02830   0.03836
NOR  2000   37   0.04827   0.10088   0.03517   0.02654   0.04162
NOR  2000   38   0.04674   0.06578   0.02507   0.01530   0.03624
NOR  2000   39   0.02987   0.05280   0.01925   0.01468   0.02557
NOR  2000   40   0.01925   0.02944   0.01230   0.00917   0.01959
NOR  2000   41   0.01198   0.01908   0.00710   0.00654   0.02067
NOR  2000   42   0.00791   0.01146   0.00314   0.00437   0.01296
NOR  2000   43   0.00450   0.00356   0.00138   0.00288   0.00651
NOR  2000   44   0.00259   0.00357   0.00068   0.00066   0.00430
NOR  2000   45   0.00059   0.00023   0.00038   0.00055   0.00197
NOR  2000   46   0.00000   0.00023   0.00015   0.00043   0.00163
NOR  2000   47   0.00000   0.00000   0.00007   0.00028   0.00000
NOR  2000   48   0.00000   0.00000   0.00000   0.00015   0.00000
NOR  2000   49   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2000   50   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2000   51   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2000   52   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2000   53   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2000   54   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2000   55+  0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2001   12-  0.00000         .         .         .         .
NOR  2001   13   0.00004         .         .         .         .
NOR  2001   14   0.00019         .         .         .         .
NOR  2001   15   0.00046   0.00000         .         .         .
NOR  2001   16   0.00213   0.01712         .         .         .
NOR  2001   17   0.00742   0.01510   0.17764         .         .
NOR  2001   18   0.01570   0.01780   0.06353         .         .
NOR  2001   19   0.02806   0.05049   0.04992         .         .
NOR  2001   20   0.03829   0.06887   0.03999   0.00000         .
NOR  2001   21   0.04287   0.11253   0.05682   0.12545         .
NOR  2001   22   0.04995   0.12267   0.06721   0.02556         .
NOR  2001   23   0.05879   0.14229   0.08035   0.08629   0.15390
NOR  2001   24   0.06962   0.16738   0.08377   0.05601   0.09911
NOR  2001   25   0.08528   0.16475   0.08062   0.05393   0.10736
NOR  2001   26   0.10262   0.17638   0.08187   0.06444   0.14705
NOR  2001   27   0.11781   0.18832   0.08168   0.07507   0.09492
NOR  2001   28   0.12385   0.20527   0.08471   0.07091   0.07998
NOR  2001   29   0.13382   0.21244   0.07738   0.05492   0.10386
NOR  2001   30   0.13820   0.20966   0.07735   0.05166   0.07111
NOR  2001   31   0.12981   0.21245   0.07504   0.04381   0.07873
NOR  2001   32   0.11962   0.20656   0.07745   0.04121   0.06418
NOR  2001   33   0.11071   0.18186   0.06800   0.04049   0.06251
NOR  2001   34   0.09702   0.16168   0.06156   0.03832   0.06360
NOR  2001   35   0.08520   0.14361   0.05416   0.03108   0.04443
NOR  2001   36   0.07423   0.11902   0.04297   0.02576   0.03844
NOR  2001   37   0.05472   0.09250   0.03328   0.02508   0.03915
NOR  2001   38   0.03817   0.06674   0.02524   0.01863   0.03313
NOR  2001   39   0.02925   0.05065   0.01833   0.01425   0.02591
NOR  2001   40   0.02052   0.03020   0.01090   0.00820   0.02057
NOR  2001   41   0.01579   0.01968   0.00647   0.00624   0.01212
NOR  2001   42   0.00714   0.00872   0.00367   0.00364   0.00981
NOR  2001   43   0.00411   0.00564   0.00180   0.00231   0.00696
NOR  2001   44   0.00254   0.00245   0.00069   0.00105   0.00418
NOR  2001   45   0.00115   0.00156   0.00030   0.00066   0.00234
NOR  2001   46   0.00059   0.00000   0.00031   0.00041   0.00236
NOR  2001   47   0.00000   0.00023   0.00023   0.00000   0.00000
NOR  2001   48   0.00000   0.00000   0.00007   0.00000   0.00042
NOR  2001   49   0.00000   0.00000   0.00000   0.00000   0.00043
NOR  2001   50   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2001   51   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2001   52   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2001   53   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2001   54   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2001   55+  0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2002   12-  0.00000         .         .         .         .
NOR  2002   13   0.00000         .         .         .         .
NOR  2002   14   0.00014         .         .         .         .
NOR  2002   15   0.00056   0.00000         .         .         .
NOR  2002   16   0.00233   0.00000         .         .         .
NOR  2002   17   0.00701   0.01070         .         .         .
NOR  2002   18   0.01448   0.02711   0.00000         .         .
NOR  2002   19   0.02524   0.04836   0.02093         .         .
NOR  2002   20   0.03582   0.07558   0.04467   0.11863         .
NOR  2002   21   0.04329   0.08774   0.04573   0.00000         .
NOR  2002   22   0.04866   0.13645   0.06955   0.04955         .
NOR  2002   23   0.05481   0.13702   0.06747   0.04066   0.00000
NOR  2002   24   0.06662   0.15137   0.06909   0.09750   0.00000
NOR  2002   25   0.08044   0.15937   0.07573   0.07305   0.12035
NOR  2002   26   0.09767   0.17480   0.08702   0.06466   0.09491
NOR  2002   27   0.11277   0.19124   0.07585   0.06417   0.08310
NOR  2002   28   0.12627   0.20312   0.07742   0.06225   0.08755
NOR  2002   29   0.12941   0.21266   0.07531   0.06189   0.10823
NOR  2002   30   0.13667   0.20843   0.07413   0.04361   0.06654
NOR  2002   31   0.13696   0.22817   0.07389   0.04853   0.08656
NOR  2002   32   0.11962   0.20724   0.07501   0.04736   0.07180
NOR  2002   33   0.10886   0.19690   0.06267   0.03689   0.05458
NOR  2002   34   0.10049   0.16689   0.05832   0.03678   0.05887
NOR  2002   35   0.08011   0.14781   0.05447   0.02990   0.04722
NOR  2002   36   0.06517   0.11342   0.03818   0.02531   0.04368
NOR  2002   37   0.05249   0.09030   0.03209   0.01877   0.03564
NOR  2002   38   0.04971   0.06815   0.02225   0.01820   0.02407
NOR  2002   39   0.03046   0.04985   0.01638   0.01407   0.02496
NOR  2002   40   0.02085   0.03224   0.01142   0.00959   0.01786
NOR  2002   41   0.01340   0.01793   0.00717   0.00689   0.01599
NOR  2002   42   0.01156   0.01190   0.00356   0.00610   0.01152
NOR  2002   43   0.00661   0.00581   0.00207   0.00288   0.00754
NOR  2002   44   0.00438   0.00158   0.00133   0.00090   0.00510
NOR  2002   45   0.00141   0.00134   0.00054   0.00039   0.00190
NOR  2002   46   0.00029   0.00067   0.00008   0.00000   0.00000
NOR  2002   47   0.00030   0.00000   0.00000   0.00027   0.00000
NOR  2002   48   0.00031   0.00023   0.00008   0.00000   0.00000
NOR  2002   49   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2002   50   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2002   51   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2002   52   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2002   53   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2002   54   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2002   55+  0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2003   12-  0.00000         .         .         .         .
NOR  2003   13   0.00000         .         .         .         .
NOR  2003   14   0.00007         .         .         .         .
NOR  2003   15   0.00046   0.00000         .         .         .
NOR  2003   16   0.00241   0.01562         .         .         .
NOR  2003   17   0.00567   0.03212         .         .         .
NOR  2003   18   0.01286   0.02659   0.00000         .         .
NOR  2003   19   0.02366   0.04575   0.06077         .         .
NOR  2003   20   0.03231   0.08169   0.05931   0.17941         .
NOR  2003   21   0.04322   0.07882   0.05613   0.00000         .
NOR  2003   22   0.04608   0.12341   0.06895   0.01673         .
NOR  2003   23   0.05464   0.13822   0.07253   0.04635   0.42599
NOR  2003   24   0.06750   0.16897   0.07992   0.05533   0.12894
NOR  2003   25   0.08162   0.15976   0.08865   0.08589   0.10375
NOR  2003   26   0.09945   0.17120   0.08643   0.07975   0.05721
NOR  2003   27   0.11786   0.19393   0.08503   0.06205   0.13154
NOR  2003   28   0.12412   0.20532   0.07509   0.06388   0.12373
NOR  2003   29   0.14286   0.21287   0.08355   0.05278   0.07822
NOR  2003   30   0.14797   0.21294   0.07688   0.04829   0.07100
NOR  2003   31   0.13874   0.21978   0.07818   0.04958   0.07658
NOR  2003   32   0.13258   0.22210   0.07161   0.04906   0.06209
NOR  2003   33   0.11477   0.19256   0.06729   0.04187   0.06109
NOR  2003   34   0.10164   0.16733   0.06144   0.03586   0.05003
NOR  2003   35   0.08976   0.14793   0.05346   0.03460   0.05139
NOR  2003   36   0.08203   0.13141   0.04174   0.02899   0.04438
NOR  2003   37   0.06595   0.09617   0.03361   0.02108   0.03447
NOR  2003   38   0.04207   0.07579   0.02616   0.01930   0.03447
NOR  2003   39   0.03432   0.04968   0.01590   0.01140   0.03028
NOR  2003   40   0.02249   0.03311   0.01249   0.00830   0.02118
NOR  2003   41   0.01245   0.02313   0.00622   0.00742   0.01522
NOR  2003   42   0.00921   0.01165   0.00426   0.00412   0.01034
NOR  2003   43   0.00415   0.00697   0.00226   0.00161   0.00782
NOR  2003   44   0.00221   0.00380   0.00120   0.00038   0.00143
NOR  2003   45   0.00110   0.00090   0.00039   0.00000   0.00291
NOR  2003   46   0.00112   0.00089   0.00000   0.00052   0.00151
NOR  2003   47   0.00029   0.00000   0.00000   0.00026   0.00039
NOR  2003   48   0.00000   0.00023   0.00000   0.00014   0.00079
NOR  2003   49   0.00031   0.00023   0.00008   0.00014   0.00040
NOR  2003   50   0.00016   0.00000   0.00000   0.00000   0.00000
NOR  2003   51   0.00009   0.00000   0.00000   0.00000   0.00000
NOR  2003   52   0.00005   0.00000   0.00000   0.00000   0.00000
NOR  2003   53   0.00002   0.00000   0.00000   0.00000   0.00000
NOR  2003   54   0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2003   55+  0.00000   0.00000   0.00000   0.00000   0.00000
NOR  2004   12-  0.00000         .         .         .         .
NOR  2004   13   0.00000         .         .         .         .
NOR  2004   14   0.00007         .         .         .         .
NOR  2004   15   0.00051   0.00000         .         .         .
NOR  2004   16   0.00182   0.00000         .         .         .
NOR  2004   17   0.00485   0.01739         .         .         .
NOR  2004   18   0.01100   0.03287   0.06590         .         .
NOR  2004   19   0.02260   0.05211   0.06216         .         .
NOR  2004   20   0.03185   0.09412   0.05698   0.00000         .
NOR  2004   21   0.04323   0.09479   0.07635   0.00000         .
NOR  2004   22   0.05151   0.11849   0.05557   0.01846         .
NOR  2004   23   0.05366   0.14348   0.06534   0.12880   0.00000
NOR  2004   24   0.06770   0.16285   0.07962   0.11408   0.00000
NOR  2004   25   0.08344   0.16501   0.07392   0.07763   0.07534
NOR  2004   26   0.09873   0.17433   0.07982   0.09350   0.08544
NOR  2004   27   0.11789   0.18560   0.08993   0.07719   0.09913
NOR  2004   28   0.13271   0.20232   0.07853   0.07712   0.11381
NOR  2004   29   0.13976   0.21090   0.08320   0.05813   0.07409
NOR  2004   30   0.15072   0.22113   0.07790   0.05435   0.09115
NOR  2004   31   0.14106   0.22523   0.07682   0.04579   0.07216
NOR  2004   32   0.13449   0.21419   0.07810   0.04316   0.06444
NOR  2004   33   0.12022   0.20024   0.07099   0.04162   0.06137
NOR  2004   34   0.11401   0.18034   0.06219   0.03790   0.05253
NOR  2004   35   0.09956   0.15537   0.05522   0.03215   0.03949
NOR  2004   36   0.08447   0.12513   0.04236   0.03080   0.04366
NOR  2004   37   0.06259   0.09209   0.03502   0.02094   0.04184
NOR  2004   38   0.05133   0.07491   0.02629   0.01904   0.03482
NOR  2004   39   0.03871   0.05808   0.01702   0.01525   0.02518
NOR  2004   40   0.02782   0.03768   0.01271   0.00661   0.01710
NOR  2004   41   0.01656   0.01982   0.00631   0.00570   0.01495
NOR  2004   42   0.00991   0.01537   0.00366   0.00382   0.01103
NOR  2004   43   0.00544   0.00734   0.00265   0.00262   0.00423
