Conditional fertility rates by calendar year, age and birth order (based on parity distribution from population census)
Last modified: 25/09/2014
Code Year  Age       m1x       m2x       m3x       m4x      m5px
FIN  1998   13   0.00000         .         .         .         .
FIN  1998   14   0.00012         .         .         .         .
FIN  1998   15   0.00054   0.06308         .         .         .
FIN  1998   16   0.00183   0.00000         .         .         .
FIN  1998   17   0.00528   0.04098   0.00000         .         .
FIN  1998   18   0.01168   0.09677   0.00000         .         .
FIN  1998   19   0.02356   0.10193   0.00000         .         .
FIN  1998   20   0.02977   0.15820   0.06791   0.00000         .
FIN  1998   21   0.03615   0.17310   0.09243   0.18950   0.00000
FIN  1998   22   0.04310   0.18778   0.10059   0.11241   0.07763
FIN  1998   23   0.05067   0.19881   0.12095   0.14013   0.04882
FIN  1998   24   0.06221   0.19304   0.10906   0.14651   0.16712
FIN  1998   25   0.07241   0.20370   0.10631   0.14094   0.17772
FIN  1998   26   0.08877   0.20311   0.10032   0.12453   0.23866
FIN  1998   27   0.09830   0.21245   0.08508   0.11003   0.19498
FIN  1998   28   0.10046   0.21988   0.08884   0.08799   0.16381
FIN  1998   29   0.10830   0.20729   0.08099   0.07363   0.14952
FIN  1998   30   0.10621   0.21108   0.08116   0.06943   0.14565
FIN  1998   31   0.10409   0.19515   0.07526   0.06156   0.13483
FIN  1998   32   0.08915   0.18844   0.07141   0.05706   0.10779
FIN  1998   33   0.08272   0.17078   0.06645   0.04907   0.10149
FIN  1998   34   0.07382   0.14104   0.05680   0.04408   0.08416
FIN  1998   35   0.06113   0.11498   0.04930   0.03870   0.09291
FIN  1998   36   0.05708   0.09474   0.04053   0.03377   0.06920
FIN  1998   37   0.04006   0.07566   0.03168   0.02425   0.06016
FIN  1998   38   0.03187   0.05032   0.02458   0.02241   0.05044
FIN  1998   39   0.02892   0.04917   0.01570   0.02100   0.04412
FIN  1998   40   0.02094   0.02588   0.01113   0.01356   0.03464
FIN  1998   41   0.01290   0.01478   0.00865   0.00824   0.02951
FIN  1998   42   0.00847   0.01072   0.00442   0.00516   0.02383
FIN  1998   43   0.00446   0.00514   0.00218   0.00399   0.01598
FIN  1998   44   0.00176   0.00243   0.00110   0.00190   0.01116
FIN  1998   45   0.00080   0.00130   0.00051   0.00040   0.00892
FIN  1998   46   0.00083   0.00025   0.00038   0.00081   0.00524
FIN  1998   47   0.00033   0.00000   0.00013   0.00014   0.00320
FIN  1998   48   0.00033   0.00000   0.00000   0.00000   0.00034
FIN  1998   49   0.00000   0.00000   0.00006   0.00000   0.00000
FIN  1998   50   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1998   51   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1998   52   0.00000   0.00000   0.00000   0.00013   0.00000
FIN  1998   53   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1998   54   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1998   55+  0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1999   12-  0.00000         .         .         .         .
FIN  1999   13   0.00000         .         .         .         .
FIN  1999   14   0.00012         .         .         .         .
FIN  1999   15   0.00049   0.00000         .         .         .
FIN  1999   16   0.00232   0.03070         .         .         .
FIN  1999   17   0.00518   0.03001   0.00000         .         .
FIN  1999   18   0.01213   0.06815   0.09460         .         .
FIN  1999   19   0.02554   0.09623   0.07169         .         .
FIN  1999   20   0.03353   0.14974   0.07800   0.00000         .
FIN  1999   21   0.03938   0.16594   0.10600   0.00000   0.17680
FIN  1999   22   0.04386   0.19606   0.11118   0.14483   0.05272
FIN  1999   23   0.05098   0.19402   0.09676   0.12706   0.07627
FIN  1999   24   0.06348   0.19944   0.10776   0.16243   0.16193
FIN  1999   25   0.07493   0.18642   0.11658   0.14435   0.17121
FIN  1999   26   0.08477   0.20757   0.10138   0.13141   0.23107
FIN  1999   27   0.09563   0.21800   0.09772   0.11952   0.15854
FIN  1999   28   0.10366   0.21102   0.08930   0.08735   0.17475
FIN  1999   29   0.10328   0.22101   0.08858   0.08714   0.16888
FIN  1999   30   0.10831   0.20475   0.09173   0.07408   0.13402
FIN  1999   31   0.10358   0.20927   0.07631   0.07255   0.13221
FIN  1999   32   0.09357   0.18554   0.07282   0.05891   0.12931
FIN  1999   33   0.07752   0.17184   0.07021   0.05215   0.09640
FIN  1999   34   0.07097   0.14422   0.05925   0.04665   0.08151
FIN  1999   35   0.06083   0.12011   0.05036   0.04261   0.07625
FIN  1999   36   0.05911   0.10249   0.04595   0.03287   0.07249
FIN  1999   37   0.04408   0.07707   0.03482   0.02733   0.06027
FIN  1999   38   0.03621   0.06515   0.02529   0.02643   0.05384
FIN  1999   39   0.02887   0.04428   0.01709   0.01784   0.05032
FIN  1999   40   0.01830   0.02689   0.01405   0.01404   0.03875
FIN  1999   41   0.01451   0.01442   0.00900   0.00883   0.02864
FIN  1999   42   0.00699   0.01051   0.00419   0.00501   0.02573
FIN  1999   43   0.00551   0.00550   0.00268   0.00348   0.01812
FIN  1999   44   0.00096   0.00250   0.00112   0.00107   0.01281
FIN  1999   45   0.00160   0.00081   0.00039   0.00095   0.00624
FIN  1999   46   0.00032   0.00065   0.00013   0.00067   0.00172
FIN  1999   47   0.00033   0.00038   0.00013   0.00000   0.00175
FIN  1999   48   0.00000   0.00025   0.00006   0.00014   0.00036
FIN  1999   49   0.00000   0.00012   0.00000   0.00000   0.00000
FIN  1999   50   0.00000   0.00000   0.00000   0.00013   0.00000
FIN  1999   51   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1999   52   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1999   53   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1999   54   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1999   55+  0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2000   12-  0.00000         .         .         .         .
FIN  2000   13   0.00000         .         .         .         .
FIN  2000   14   0.00010         .         .         .         .
FIN  2000   15   0.00078   0.00000         .         .         .
FIN  2000   16   0.00255   0.02565         .         .         .
FIN  2000   17   0.00703   0.02762   0.00000         .         .
FIN  2000   18   0.01293   0.05836   0.00000         .         .
FIN  2000   19   0.02444   0.08163   0.05461         .         .
FIN  2000   20   0.03377   0.15208   0.07980   0.15422         .
FIN  2000   21   0.03715   0.17492   0.11427   0.04977         .
FIN  2000   22   0.04333   0.19135   0.11785   0.08619   0.00000
FIN  2000   23   0.04953   0.19926   0.11348   0.16968   0.10726
FIN  2000   24   0.05709   0.20254   0.12504   0.16669   0.16040
FIN  2000   25   0.07469   0.19649   0.10309   0.15924   0.23387
FIN  2000   26   0.08488   0.20383   0.10564   0.11798   0.21536
FIN  2000   27   0.09421   0.20732   0.09795   0.12442   0.20534
FIN  2000   28   0.10356   0.20661   0.08968   0.09788   0.18766
FIN  2000   29   0.09623   0.22601   0.08857   0.07850   0.17764
FIN  2000   30   0.10332   0.21687   0.08560   0.07308   0.16324
FIN  2000   31   0.10221   0.21530   0.07512   0.07143   0.14008
FIN  2000   32   0.08882   0.18967   0.07271   0.05697   0.11662
FIN  2000   33   0.08322   0.17461   0.06787   0.05093   0.09808
FIN  2000   34   0.07109   0.15638   0.05933   0.04948   0.08867
FIN  2000   35   0.06558   0.12578   0.05317   0.03885   0.08572
FIN  2000   36   0.05324   0.10105   0.04400   0.03560   0.07259
FIN  2000   37   0.04148   0.08087   0.03086   0.02861   0.06634
FIN  2000   38   0.03463   0.05949   0.02816   0.02223   0.04570
FIN  2000   39   0.02635   0.04537   0.02140   0.01671   0.04563
FIN  2000   40   0.01871   0.02918   0.01256   0.01402   0.03936
FIN  2000   41   0.01538   0.01543   0.00834   0.00789   0.02612
FIN  2000   42   0.00884   0.00926   0.00565   0.00492   0.01845
FIN  2000   43   0.00430   0.00459   0.00266   0.00488   0.01982
FIN  2000   44   0.00205   0.00283   0.00148   0.00168   0.00981
FIN  2000   45   0.00127   0.00083   0.00053   0.00147   0.00564
FIN  2000   46   0.00080   0.00041   0.00019   0.00041   0.00297
FIN  2000   47   0.00016   0.00013   0.00013   0.00040   0.00277
FIN  2000   48   0.00000   0.00013   0.00000   0.00000   0.00035
FIN  2000   49   0.00000   0.00000   0.00000   0.00014   0.00036
FIN  2000   50   0.00000   0.00012   0.00006   0.00000   0.00034
FIN  2000   51   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2000   52   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2000   53   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2000   54   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2000   55+  0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2001   12-  0.00000         .         .         .         .
FIN  2001   13   0.00003         .         .         .         .
FIN  2001   14   0.00017         .         .         .         .
FIN  2001   15   0.00091   0.00000         .         .         .
FIN  2001   16   0.00231   0.00000         .         .         .
FIN  2001   17   0.00720   0.01691   0.33648         .         .
FIN  2001   18   0.01315   0.06776   0.00000         .         .
FIN  2001   19   0.02542   0.10577   0.03296         .         .
FIN  2001   20   0.03272   0.14446   0.08167   0.05808         .
FIN  2001   21   0.03394   0.18891   0.12155   0.06683         .
FIN  2001   22   0.04185   0.19816   0.11142   0.11454   0.00000
FIN  2001   23   0.05134   0.18251   0.13207   0.14305   0.04758
FIN  2001   24   0.05911   0.19768   0.12830   0.16651   0.11393
FIN  2001   25   0.07359   0.20349   0.11444   0.13183   0.19593
FIN  2001   26   0.08184   0.20527   0.09943   0.11723   0.14722
FIN  2001   27   0.08940   0.22078   0.10108   0.10238   0.18551
FIN  2001   28   0.09605   0.21759   0.08728   0.09166   0.20785
FIN  2001   29   0.10362   0.20812   0.08671   0.09145   0.19870
FIN  2001   30   0.10180   0.20878   0.07829   0.08307   0.15817
FIN  2001   31   0.10193   0.19381   0.08242   0.06119   0.14430
FIN  2001   32   0.09076   0.19003   0.07626   0.06777   0.10366
FIN  2001   33   0.07987   0.16810   0.07326   0.05318   0.11407
FIN  2001   34   0.07002   0.15048   0.06255   0.04915   0.09461
FIN  2001   35   0.06250   0.12572   0.05545   0.04234   0.09332
FIN  2001   36   0.05655   0.11074   0.04286   0.03501   0.06352
FIN  2001   37   0.03981   0.08401   0.03604   0.02581   0.06711
FIN  2001   38   0.03753   0.06252   0.02540   0.03030   0.05258
FIN  2001   39   0.02965   0.04613   0.01809   0.02106   0.04376
FIN  2001   40   0.02289   0.03043   0.01289   0.01436   0.03477
FIN  2001   41   0.01495   0.02107   0.00745   0.00889   0.02934
FIN  2001   42   0.00680   0.00847   0.00395   0.00643   0.02128
FIN  2001   43   0.00598   0.00691   0.00301   0.00310   0.01564
FIN  2001   44   0.00159   0.00341   0.00133   0.00283   0.01105
FIN  2001   45   0.00126   0.00113   0.00081   0.00116   0.00429
FIN  2001   46   0.00032   0.00028   0.00033   0.00027   0.00439
FIN  2001   47   0.00048   0.00000   0.00006   0.00014   0.00099
FIN  2001   48   0.00032   0.00013   0.00019   0.00014   0.00069
FIN  2001   49   0.00000   0.00000   0.00000   0.00000   0.00035
FIN  2001   50   0.00000   0.00000   0.00006   0.00000   0.00036
FIN  2001   51   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2001   52   0.00000   0.00000   0.00000   0.00013   0.00000
FIN  2001   53   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2001   54   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2001   55+  0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2002   12-  0.00000         .         .         .         .
FIN  2002   13   0.00000         .         .         .         .
FIN  2002   14   0.00010         .         .         .         .
FIN  2002   15   0.00077   0.00000         .         .         .
FIN  2002   16   0.00240   0.00000         .         .         .
FIN  2002   17   0.00778   0.03765   0.00000         .         .
FIN  2002   18   0.01333   0.07779   0.00000         .         .
FIN  2002   19   0.02569   0.11317   0.05443         .         .
FIN  2002   20   0.03330   0.13706   0.04641   0.06293         .
FIN  2002   21   0.03724   0.16472   0.09924   0.04035         .
FIN  2002   22   0.03936   0.18825   0.11244   0.07529   0.00000
FIN  2002   23   0.04474   0.19585   0.11794   0.15792   0.09769
FIN  2002   24   0.05560   0.18711   0.12764   0.13490   0.16330
FIN  2002   25   0.07078   0.21145   0.10228   0.13925   0.24516
FIN  2002   26   0.07972   0.20272   0.10207   0.12573   0.20402
FIN  2002   27   0.08650   0.20592   0.09604   0.10240   0.25118
FIN  2002   28   0.09878   0.21055   0.09204   0.10351   0.23361
FIN  2002   29   0.10629   0.20286   0.08735   0.09855   0.17001
FIN  2002   30   0.10857   0.21728   0.08696   0.07700   0.16719
FIN  2002   31   0.09937   0.19880   0.07517   0.06360   0.14055
FIN  2002   32   0.08725   0.18929   0.07339   0.06304   0.12475
FIN  2002   33   0.08357   0.17001   0.07051   0.05596   0.11495
FIN  2002   34   0.07330   0.14915   0.05935   0.05245   0.09264
FIN  2002   35   0.06889   0.13135   0.05429   0.04303   0.07840
FIN  2002   36   0.05091   0.10664   0.04595   0.03430   0.07290
FIN  2002   37   0.04524   0.08445   0.03581   0.02560   0.06235
FIN  2002   38   0.03836   0.06012   0.02600   0.02196   0.06389
FIN  2002   39   0.02653   0.04831   0.02151   0.01966   0.05110
FIN  2002   40   0.02002   0.03459   0.01200   0.01134   0.04117
FIN  2002   41   0.01404   0.02185   0.00770   0.00923   0.03212
FIN  2002   42   0.00771   0.01113   0.00540   0.00540   0.01958
FIN  2002   43   0.00587   0.00546   0.00291   0.00354   0.01481
FIN  2002   44   0.00276   0.00283   0.00088   0.00181   0.01248
FIN  2002   45   0.00112   0.00119   0.00077   0.00103   0.00506
FIN  2002   46   0.00142   0.00043   0.00061   0.00091   0.00458
FIN  2002   47   0.00032   0.00056   0.00007   0.00027   0.00063
FIN  2002   48   0.00016   0.00014   0.00013   0.00000   0.00132
FIN  2002   49   0.00016   0.00013   0.00006   0.00000   0.00035
FIN  2002   50   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2002   51   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2002   52   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2002   53   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2002   54   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2002   55+  0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2003   12-  0.00000         .         .         .         .
FIN  2003   13   0.00003         .         .         .         .
FIN  2003   14   0.00010         .         .         .         .
FIN  2003   15   0.00058   0.00000         .         .         .
FIN  2003   16   0.00218   0.04146         .         .         .
FIN  2003   17   0.00667   0.05464   0.13969         .         .
FIN  2003   18   0.01328   0.05103   0.06837         .         .
FIN  2003   19   0.02413   0.09293   0.03647   0.16742         .
FIN  2003   20   0.03227   0.14984   0.08914   0.12424         .
FIN  2003   21   0.03543   0.16249   0.09412   0.11648   0.00000
FIN  2003   22   0.03869   0.18996   0.14398   0.12421   0.07436
FIN  2003   23   0.04701   0.17097   0.14629   0.11841   0.24068
FIN  2003   24   0.05398   0.20053   0.11708   0.16098   0.25082
FIN  2003   25   0.06915   0.19985   0.11044   0.14733   0.16348
FIN  2003   26   0.08282   0.20257   0.09902   0.12590   0.20704
FIN  2003   27   0.09700   0.21603   0.09211   0.11571   0.24321
FIN  2003   28   0.10274   0.21679   0.09205   0.09011   0.21219
FIN  2003   29   0.10796   0.21567   0.09042   0.08838   0.19318
FIN  2003   30   0.10947   0.20913   0.08966   0.07252   0.18360
FIN  2003   31   0.11125   0.21104   0.08377   0.07507   0.16387
FIN  2003   32   0.09707   0.19138   0.07706   0.06175   0.11593
FIN  2003   33   0.08627   0.18293   0.06884   0.05647   0.10249
FIN  2003   34   0.07770   0.15226   0.06236   0.04975   0.09492
FIN  2003   35   0.07022   0.13786   0.05201   0.04228   0.09410
FIN  2003   36   0.05842   0.11442   0.04602   0.03223   0.07918
FIN  2003   37   0.04735   0.08473   0.03545   0.02888   0.06975
FIN  2003   38   0.03450   0.06664   0.02586   0.02280   0.05727
FIN  2003   39   0.03056   0.05385   0.01928   0.01649   0.05303
FIN  2003   40   0.02238   0.03463   0.01566   0.01157   0.03955
FIN  2003   41   0.01535   0.02164   0.00872   0.01099   0.02874
FIN  2003   42   0.00858   0.01478   0.00510   0.00746   0.02237
FIN  2003   43   0.00745   0.00598   0.00351   0.00256   0.01566
FIN  2003   44   0.00262   0.00391   0.00172   0.00223   0.01045
FIN  2003   45   0.00146   0.00204   0.00081   0.00142   0.00468
FIN  2003   46   0.00064   0.00089   0.00035   0.00052   0.00238
FIN  2003   47   0.00016   0.00014   0.00020   0.00039   0.00031
FIN  2003   48   0.00000   0.00014   0.00000   0.00000   0.00000
FIN  2003   49   0.00000   0.00000   0.00000   0.00000   0.00033
FIN  2003   50   0.00000   0.00000   0.00006   0.00014   0.00000
FIN  2003   51   0.00000   0.00000   0.00000   0.00000   0.00036
FIN  2003   52   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2003   53   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2003   54   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2003   55+  0.00000   0.00000   0.00000   0.00000   0.00000
FIN  2004   12-  0.00000         .         .         .         .
