Cumulative period fertility rates by birth order (Lexis squares)
Last modified: 25/09/2014
Code Year    Age     CPFR     CPFR1     CPFR2     CPFR3     CPFR4    CPFR5p
USA  1977    17     0.053     0.050     0.004     0.000     0.000     0.000
USA  1977    18     0.107     0.095     0.011     0.001     0.000     0.000
USA  1977    19     0.180     0.151     0.026     0.003     0.000     0.000
USA  1977    20     0.269     0.212     0.049     0.007     0.001     0.000
USA  1977    21     0.368     0.271     0.080     0.014     0.002     0.000
USA  1977    22     0.478     0.328     0.119     0.025     0.004     0.001
USA  1977    23     0.593     0.382     0.163     0.038     0.008     0.002
USA  1977    24     0.714     0.434     0.210     0.055     0.012     0.003
USA  1977    25     0.835     0.482     0.257     0.074     0.017     0.005
USA  1977    26     0.957     0.527     0.304     0.094     0.023     0.008
USA  1977    27     1.078     0.568     0.350     0.117     0.031     0.012
USA  1977    28     1.190     0.602     0.393     0.140     0.039     0.016
USA  1977    29     1.297     0.631     0.434     0.163     0.048     0.021
USA  1977    30     1.389     0.652     0.468     0.185     0.057     0.027
USA  1977    31     1.466     0.668     0.496     0.204     0.065     0.033
USA  1977    32     1.533     0.680     0.517     0.222     0.074     0.040
USA  1977    33     1.587     0.689     0.533     0.236     0.082     0.048
USA  1977    34     1.632     0.695     0.545     0.248     0.089     0.056
USA  1977    35     1.666     0.699     0.553     0.257     0.094     0.063
USA  1977    36     1.695     0.703     0.559     0.263     0.100     0.070
USA  1977    37     1.718     0.705     0.563     0.268     0.104     0.077
USA  1977    38     1.736     0.707     0.566     0.272     0.107     0.084
USA  1977    39     1.750     0.708     0.569     0.274     0.109     0.090
USA  1977    40     1.761     0.709     0.570     0.276     0.111     0.095
USA  1977    41     1.769     0.710     0.571     0.277     0.112     0.099
USA  1977    42     1.774     0.710     0.571     0.278     0.113     0.102
USA  1977    43     1.778     0.710     0.572     0.278     0.113     0.105
USA  1977    44     1.780     0.710     0.572     0.278     0.113     0.106
USA  1977    45     1.782     0.711     0.572     0.279     0.113     0.107
USA  1977    46     1.782     0.711     0.572     0.279     0.114     0.107
USA  1977    47     1.783     0.711     0.572     0.279     0.114     0.108
USA  1977    48     1.783     0.711     0.572     0.279     0.114     0.108
USA  1977    49     1.783     0.711     0.572     0.279     0.114     0.108
USA  1977    50     1.783     0.711     0.572     0.279     0.114     0.108
USA  1977    51     1.783     0.711     0.572     0.279     0.114     0.108
USA  1977    52     1.783     0.711     0.572     0.279     0.114     0.108
USA  1977    53     1.783     0.711     0.572     0.279     0.114     0.108
USA  1977    54     1.783     0.711     0.572     0.279     0.114     0.108
USA  1977    55     1.783     0.711     0.572     0.279     0.114     0.108
USA  1978    12     0.000     0.000     0.000     0.000     0.000     0.000
USA  1978    13     0.000     0.000     0.000     0.000     0.000     0.000
USA  1978    14     0.001     0.001     0.000     0.000     0.000     0.000
USA  1978    15     0.005     0.005     0.000     0.000     0.000     0.000
USA  1978    16     0.019     0.019     0.001     0.000     0.000     0.000
USA  1978    17     0.050     0.047     0.004     0.000     0.000     0.000
USA  1978    18     0.102     0.090     0.011     0.001     0.000     0.000
USA  1978    19     0.174     0.145     0.026     0.003     0.000     0.000
USA  1978    20     0.261     0.205     0.048     0.007     0.001     0.000
USA  1978    21     0.358     0.263     0.078     0.014     0.002     0.000
USA  1978    22     0.465     0.319     0.115     0.025     0.005     0.001
USA  1978    23     0.578     0.373     0.157     0.039     0.008     0.002
USA  1978    24     0.694     0.423     0.201     0.055     0.012     0.003
USA  1978    25     0.812     0.470     0.245     0.073     0.018     0.005
USA  1978    26     0.930     0.515     0.290     0.093     0.024     0.008
USA  1978    27     1.048     0.556     0.335     0.115     0.031     0.011
USA  1978    28     1.158     0.591     0.376     0.137     0.039     0.015
USA  1978    29     1.264     0.621     0.416     0.159     0.047     0.020
USA  1978    30     1.353     0.643     0.450     0.180     0.056     0.025
USA  1978    31     1.432     0.660     0.478     0.199     0.064     0.031
USA  1978    32     1.499     0.674     0.500     0.216     0.072     0.037
USA  1978    33     1.555     0.683     0.518     0.231     0.079     0.044
USA  1978    34     1.600     0.690     0.530     0.243     0.086     0.051
USA  1978    35     1.635     0.695     0.539     0.251     0.092     0.058
USA  1978    36     1.663     0.698     0.545     0.258     0.097     0.064
USA  1978    37     1.685     0.701     0.550     0.263     0.101     0.071
USA  1978    38     1.703     0.703     0.553     0.267     0.104     0.077
USA  1978    39     1.717     0.704     0.555     0.269     0.106     0.082
USA  1978    40     1.727     0.705     0.556     0.271     0.107     0.087
USA  1978    41     1.734     0.706     0.557     0.272     0.108     0.090
USA  1978    42     1.739     0.706     0.558     0.273     0.109     0.093
USA  1978    43     1.743     0.707     0.558     0.273     0.110     0.095
USA  1978    44     1.745     0.707     0.558     0.273     0.110     0.096
USA  1978    45     1.746     0.707     0.559     0.274     0.110     0.097
USA  1978    46     1.747     0.707     0.559     0.274     0.110     0.098
USA  1978    47     1.747     0.707     0.559     0.274     0.110     0.098
USA  1978    48     1.747     0.707     0.559     0.274     0.110     0.098
USA  1978    49     1.747     0.707     0.559     0.274     0.110     0.098
USA  1978    50     1.747     0.707     0.559     0.274     0.110     0.098
USA  1978    51     1.747     0.707     0.559     0.274     0.110     0.098
USA  1978    52     1.747     0.707     0.559     0.274     0.110     0.098
USA  1978    53     1.747     0.707     0.559     0.274     0.110     0.098
USA  1978    54     1.747     0.707     0.559     0.274     0.110     0.098
USA  1978    55     1.747     0.707     0.559     0.274     0.110     0.098
USA  1979    12     0.000     0.000     0.000     0.000     0.000     0.000
USA  1979    13     0.000     0.000     0.000     0.000     0.000     0.000
USA  1979    14     0.001     0.001     0.000     0.000     0.000     0.000
USA  1979    15     0.006     0.005     0.000     0.000     0.000     0.000
USA  1979    16     0.020     0.019     0.001     0.000     0.000     0.000
USA  1979    17     0.051     0.047     0.003     0.000     0.000     0.000
USA  1979    18     0.102     0.090     0.011     0.001     0.000     0.000
USA  1979    19     0.174     0.146     0.025     0.003     0.000     0.000
USA  1979    20     0.264     0.208     0.048     0.007     0.001     0.000
USA  1979    21     0.364     0.268     0.078     0.015     0.002     0.000
USA  1979    22     0.472     0.326     0.115     0.025     0.005     0.001
USA  1979    23     0.588     0.381     0.157     0.039     0.008     0.002
USA  1979    24     0.708     0.434     0.202     0.056     0.013     0.003
USA  1979    25     0.829     0.483     0.248     0.075     0.018     0.005
USA  1979    26     0.950     0.529     0.293     0.095     0.024     0.008
USA  1979    27     1.069     0.571     0.338     0.117     0.031     0.011
USA  1979    28     1.183     0.608     0.381     0.139     0.039     0.015
USA  1979    29     1.292     0.640     0.422     0.162     0.048     0.020
USA  1979    30     1.385     0.664     0.457     0.183     0.056     0.025
USA  1979    31     1.466     0.683     0.486     0.202     0.064     0.030
USA  1979    32     1.536     0.697     0.511     0.220     0.072     0.036
USA  1979    33     1.594     0.708     0.529     0.235     0.079     0.043
USA  1979    34     1.642     0.716     0.543     0.247     0.086     0.049
USA  1979    35     1.679     0.721     0.553     0.257     0.092     0.056
USA  1979    36     1.709     0.725     0.560     0.264     0.097     0.062
USA  1979    37     1.732     0.728     0.565     0.270     0.101     0.068
USA  1979    38     1.750     0.730     0.568     0.273     0.104     0.074
USA  1979    39     1.764     0.732     0.570     0.276     0.106     0.079
USA  1979    40     1.774     0.733     0.572     0.278     0.108     0.084
USA  1979    41     1.782     0.733     0.573     0.279     0.109     0.087
USA  1979    42     1.787     0.734     0.574     0.280     0.110     0.090
USA  1979    43     1.790     0.734     0.574     0.280     0.110     0.092
USA  1979    44     1.792     0.734     0.574     0.280     0.111     0.093
USA  1979    45     1.794     0.734     0.574     0.281     0.111     0.094
USA  1979    46     1.794     0.734     0.574     0.281     0.111     0.094
USA  1979    47     1.795     0.734     0.574     0.281     0.111     0.094
USA  1979    48     1.795     0.734     0.574     0.281     0.111     0.094
USA  1979    49     1.795     0.734     0.574     0.281     0.111     0.094
USA  1979    50     1.795     0.734     0.574     0.281     0.111     0.094
USA  1979    51     1.795     0.734     0.574     0.281     0.111     0.094
USA  1979    52     1.795     0.734     0.574     0.281     0.111     0.094
USA  1979    53     1.795     0.734     0.574     0.281     0.111     0.094
USA  1979    54     1.795     0.734     0.574     0.281     0.111     0.094
USA  1979    55     1.795     0.734     0.574     0.281     0.111     0.094
USA  1980    12     0.000     0.000     0.000     0.000     0.000     0.000
USA  1980    13     0.000     0.000     0.000     0.000     0.000     0.000
USA  1980    14     0.001     0.001     0.000     0.000     0.000     0.000
USA  1980    15     0.006     0.005     0.000     0.000     0.000     0.000
USA  1980    16     0.020     0.019     0.001     0.000     0.000     0.000
USA  1980    17     0.051     0.047     0.004     0.000     0.000     0.000
USA  1980    18     0.103     0.091     0.011     0.001     0.000     0.000
USA  1980    19     0.176     0.148     0.025     0.003     0.000     0.000
USA  1980    20     0.267     0.210     0.048     0.007     0.001     0.000
USA  1980    21     0.370     0.274     0.078     0.015     0.002     0.000
USA  1980    22     0.481     0.334     0.116     0.026     0.005     0.001
USA  1980    23     0.599     0.391     0.158     0.040     0.008     0.002
USA  1980    24     0.720     0.445     0.202     0.056     0.013     0.003
USA  1980    25     0.841     0.496     0.247     0.075     0.018     0.006
USA  1980    26     0.963     0.543     0.291     0.095     0.025     0.008
USA  1980    27     1.083     0.587     0.336     0.117     0.032     0.011
USA  1980    28     1.196     0.625     0.378     0.139     0.039     0.015
USA  1980    29     1.307     0.659     0.419     0.161     0.048     0.020
USA  1980    30     1.401     0.684     0.454     0.182     0.056     0.025
USA  1980    31     1.485     0.705     0.484     0.201     0.064     0.030
USA  1980    32     1.556     0.720     0.509     0.219     0.072     0.036
USA  1980    33     1.616     0.732     0.529     0.234     0.079     0.042
USA  1980    34     1.664     0.740     0.544     0.246     0.086     0.048
USA  1980    35     1.704     0.747     0.555     0.256     0.091     0.055
USA  1980    36     1.734     0.751     0.563     0.264     0.096     0.061
USA  1980    37     1.759     0.754     0.568     0.270     0.100     0.067
USA  1980    38     1.776     0.756     0.571     0.274     0.103     0.072
USA  1980    39     1.791     0.758     0.574     0.276     0.105     0.077
USA  1980    40     1.801     0.759     0.575     0.278     0.107     0.081
USA  1980    41     1.808     0.760     0.576     0.279     0.109     0.084
USA  1980    42     1.813     0.760     0.577     0.280     0.109     0.086
USA  1980    43     1.817     0.761     0.577     0.281     0.110     0.088
